Information,,Skin,Multi,Archive,Expansion,Material,Material,Material
756,Celtic Leather 3,h_lea3_lbody1.tga,0,1,0,0,,
757,Celtic Leather 3,h_lea3_leg1.tga,0,1,0,0,,
758,Celtic Leather 3,h_lea3_boot1.tga,0,1,0,0,,
759,Mage Cloak,mage_cloak1.tga,0,1,0,0,,
760,shield wood,sh_wood01.tga,0,1,0,0,,
761,shield metal,sh_metal01.tga,0,1,0,0,,
762,Cloak 2,cloak2.tga,0,1,0,0,,
763,Mage Cloak 2,mage_cloak2.tga,0,1,0,0,,
764,Mage Cloak 3,mage_cloak3.tga,0,1,0,0,,
765,Cloak3,cloak3.tga,0,1,0,0,,
766,Briton Guard Armor,b_grd1b_body1m.tga,0,8,0,0,,
767,Briton Guard Armor,b_grd1b_body1f.tga,0,8,0,0,,
768,Briton Guard Armor,b_grd1_arm1.tga,0,2,0,0,,
769,Briton Guard Armor,b_grd1_glov1.tga,0,2,0,0,,
770,Briton Guard Armor,b_grd1_lbody1.tga,0,2,0,0,,
771,Briton Guard Armor,b_grd1_leg1.tga,0,2,0,0,,
772,Briton Guard Armor,b_grd1_boot1.tga,0,2,0,0,,
773,Hibernian Guard Armor,h_grd1_body1f.tga,0,2,0,0,,
774,Hibernian Guard Armor,h_grd1_body1m.tga,0,2,0,0,,
775,Hibernian Guard Armor,h_grd1_lbody1.tga,0,2,0,0,,
776,Norse Guard Armor,n_grd1_body1f.tga,0,2,0,0,,
777,Norse Guard Armor,n_grd1_body1m.tga,0,2,0,0,,
778,Norse Guard Armor,n_grd1_lbody1.tga,0,2,0,0,,
779,Briton PVP Guard Cloak,b_grd1_pvpcloak1.tga,0,3,0,0,,
780,Norse PVP Guard Cloak,n_grd1_pvpcloak1.tga,0,3,0,0,,
781,Hibernian PVP Guard Cloak,h_grd1_pvpcloak1.tga,0,3,0,0,,
782,Guild Banner default,bannercloth.tga,0,3,0,0,,
783,Friar robe 1 Body,b_rob6_body3m.tga,0,3,0,0,,
784,Friar robe 1 Body F,b_rob6_body3f.tga,0,3,0,0,,
785,Friar robe 1 Lower Body,b_rob6_lbody3.tga,0,3,0,0,,
786,Friar robe 1 Arms,b_rob6_arm3.tga,0,3,0,0,,
787,Cabalist Robe  Body,b_rob7_body3m.tga,0,3,0,0,,
788,Cabalist Robe  Body,b_rob7_body3f.tga,0,3,0,0,,
789,Cabalist Robe  Lower Body,b_rob7_lbody3.tga,0,3,0,0,,
790,Cabalist Robe  Arms,b_rob7_arm3.tga,0,3,0,0,,
791,mage robe 4  Lower Body,b_rob4_lbody3.tga,0,3,0,0,,
792,mage robe 4  Arms,b_rob4_arm3.tga,0,3,0,0,,
793,mage robe 5  Lower Body,b_rob5_lbody3.tga,0,3,0,0,,
794,mage robe 5  Arms,b_rob5_arm3.tga,0,3,0,0,,
795,Robe 0 body,b_rob0_body3m.tga,0,3,0,0,,
796,Robe 0 Body female,b_rob0_body3f.tga,0,3,0,0,,
797,Robe 0 Lower Body,b_rob0_lbody3.tga,0,3,0,0,,
798,Robe 0 Arms,b_rob0_arm3.tga,0,3,0,0,,
799,Friar robe 2 body,b_rob8_body3m.tga,0,3,0,0,,
800,Friar robe 2 Body female,b_rob8_body3f.tga,0,3,0,0,,
801,Friar robe 2 Lower Body,b_rob8_lbody3.tga,0,3,0,0,,
802,Friar robe 2 Arms,b_rob8_arm3.tga,0,3,0,0,,
803,Friar Robe 3 body,b_rob9_body3m.tga,0,3,0,0,,
804,Friar Robe 3 Fem Body,b_rob9_body3f.tga,0,3,0,0,,
805,Friar Robe 3 lbody,b_rob9_lbody3.tga,0,3,0,0,,
806,Friar robe 3 arms,b_rob9_arm3.tga,0,3,0,0,,
807,Plate 7 arms,b_plt7_arm1.tga,0,4,0,0,,
808,plate 7 male body,b_plt7_body1m.tga,0,4,0,0,,
809,plate 7 female body,b_plt7_body1f.tga,0,4,0,0,,
810,plate 7 boots,b_plt7_boot1.tga,0,4,0,0,,
811,plate 7 gloves,b_plt7_glov1.tga,0,4,0,0,,
812,plate 7 lower body,b_plt7_lbody1.tga,0,4,0,0,,
813,plate 7 legs,b_plt7_leg1.tga,0,4,0,0,,
814,Paladin Plate arms,b_plt6_arm1.tga,0,4,0,0,,
815,Paladin Plate male body,b_plt6_body1m.tga,0,4,0,0,,
816,Paladin Plate female body,b_plt6_body1f.tga,0,4,0,0,,
817,Paladin Plate boots,b_plt6_boot1.tga,0,4,0,0,,
818,Paladin Plate gloves,b_plt6_glov1.tga,0,4,0,0,,
819,Paladin Plate lower body,b_plt6_lbody1.tga,0,4,0,0,,
820,Paladin Plate legs,b_plt6_leg1.tga,0,4,0,0,,
821,Healer Chain arms,n_chn7_arm1.tga,0,4,0,0,,
822,Healer Chain male body,n_chn7_body1m.tga,0,4,0,0,,
823,Healer Chain female body,n_chn7_body1f.tga,0,4,0,0,,
824,Healer Chain boots,n_chn7_boot1.tga,0,4,0,0,,
825,Healer Chain gloves,n_chn7_glov1.tga,0,4,0,0,,
826,Healer Chain lower body,n_chn7_lbody1.tga,0,4,0,0,,
827,Healer Chain legs,n_chn7_leg1.tga,0,4,0,0,,
828,Norse Runemaster Cloth,n_cth7_body1F.tga,0,4,0,0,,
829,Norse Runemaster Cloth,n_cth7_body1M.tga,0,4,0,0,,
830,Norse Runemaster Cloth,n_cth7_boot1.tga,0,4,0,0,,
831,Norse Runemaster Cloth,n_cth7_glov1.tga,0,4,0,0,,
832,Norse Runemaster Cloth,n_cth7_Lbody1.tga,0,4,0,0,,
833,Norse Runemaster Cloth,n_cth7_leg1.tga,0,4,0,0,,
834,Norse Runemaster Cloth,n_cth7_arm1.tga,0,4,0,0,,
835,Hibernian Hero Scaled,h_scl7_body1m.tga,0,4,0,0,,
836,Hibernian Hero Scaled,h_scl7_body1f.tga,0,4,0,0,,
837,Hibernian Hero Scaled,h_scl7_arm1.tga,0,4,0,0,,
838,Hibernian Hero Scaled,h_scl7_glov1.tga,0,4,0,0,,
839,Hibernian Hero Scaled,h_scl7_lbody1.tga,0,4,0,0,,
840,Hibernian Hero Scaled,h_scl7_leg1.tga,0,4,0,0,,
841,Hibernian Hero Scaled,h_scl7_boot1.tga,0,4,0,0,,
842,Albion Cleric,b_epic_cleric_mbody.tga,0,5,0,0,,
843,Albion Cleric,b_epic_cleric_fbody.tga,0,5,0,0,,
844,Albion Cleric,b_epic_cleric_arm1.tga,0,5,0,0,,
845,Albion Cleric,b_epic_cleric_boots.tga,0,5,0,0,,
846,Albion Cleric,b_epic_cleric_gloves.tga,0,5,0,0,,
847,Albion Cleric,b_epic_cleric_lbody.tga,0,5,0,0,,
848,Albion Cleric,b_epic_cleric_leg1.tga,0,5,0,0,,
849,Albion mercenary,b_epic_merc_mbody.tga,0,5,0,0,,
850,Albion mercenary,b_epic_merc_fbody.tga,0,5,0,0,,
851,Albion mercenary,b_epic_merc_arms.tga,0,5,0,0,,
852,Albion mercenary,b_epic_merc_boots.tga,0,5,0,0,,
853,Albion mercenary,b_epic_merc_gloves.tga,0,5,0,0,,
854,Albion mercenary,b_epic_merc_lbody.tga,0,5,0,0,,
855,Albion mercenary,b_epic_merc_legs.tga,0,5,0,0,,
856,Albion Minstrel,b_epic_minstrel_mbody.tga,0,5,0,0,,
857,Albion Minstrel,b_epic_minstrel_fbody.tga,0,5,0,0,,
858,Albion Minstrel,b_epic_minstrel_arms.tga,0,5,0,0,,
859,Albion Minstrel,b_epic_minstrel_boots.tga,0,5,0,0,,
860,Albion Minstrel,b_epic_minstrel_gloves.tga,0,5,0,0,,
861,Albion Minstrel,b_epic_minstrel_lbody.tga,0,5,0,0,,
862,Albion Minstrel,b_epic_minstrel_legs.tga,0,5,0,0,,
863,Albion scout,b_epic_scout_mbody.tga,0,5,0,0,,
864,Albion scout,b_epic_scout_fbody.tga,0,5,0,0,,
865,Albion scout,b_epic_scout_arms.tga,0,5,0,0,,
866,Albion scout,b_epic_scout_boots.tga,0,5,0,0,,
867,Albion scout,b_epic_scout_gloves.tga,0,5,0,0,,
868,Albion scout,b_epic_scout_lbody.tga,0,5,0,0,,
869,Albion scout,b_epic_scout_legs.tga,0,5,0,0,,
870,Albion theurgist,b_rob10_arm1.tga,0,5,0,0,,
871,Albion theurgist,b_rob10_body1f.tga,0,5,0,0,,
872,Albion theurgist,b_rob10_body1m.tga,0,5,0,0,,
873,Albion theurgist,b_rob10_lbody1.tga,0,5,0,0,,
874,Hibernian Bard,h_ren7_body1m.tga,0,5,0,0,,
875,Hibernian Bard,h_ren7_body1f.tga,0,5,0,0,,
876,Hibernian Bard,h_ren7_lbody1.tga,0,5,0,0,,
877,Hibernian Bard,h_ren7_leg1.tga,0,5,0,0,,
878,Hibernian Bard,h_ren7_arm1.tga,0,5,0,0,,
879,Hibernian Bard,h_ren7_glov1.tga,0,5,0,0,,
880,Hibernian Bard,h_ren7_boot1.tga,0,5,0,0,,
881,Hibernian Druid,h_scl8_body1m.tga,0,5,0,0,,
882,Hibernian Druid,h_scl8_body1f.tga,0,5,0,0,,
883,Hibernian Druid,h_scl8_lbody1.tga,0,5,0,0,,
884,Hibernian Druid,h_scl8_leg1.tga,0,5,0,0,,
885,Hibernian Druid,h_scl8_arm1.tga,0,5,0,0,,
886,Hibernian Druid,h_scl8_glov1.tga,0,5,0,0,,
887,Hibernian Druid,h_scl8_boot1.tga,0,5,0,0,,
888,Hibernian Eldritch,h_rob7_arm1.tga,0,5,0,0,,
889,Hibernian Eldritch,h_rob7_body1f.tga,0,5,0,0,,
890,Hibernian Eldritch,h_rob7_body1m.tga,0,5,0,0,,
891,Hibernian Eldritch,h_rob7_lbody1.tga,0,5,0,0,,
892,Hibernian Enchanter,h_rob9_body1m.tga,0,5,0,0,,
893,Hibernian Enchanter,h_rob9_body1f.tga,0,5,0,0,,
894,Hibernian Enchanter,h_rob9_arm1.tga,0,5,0,0,,
895,Hibernian Enchanter,h_rob9_lbody1.tga,0,5,0,0,,
896,Hibernian Mentalist,h_rob8_body1m.tga,0,5,0,0,,
897,Hibernian Mentalist,h_rob8_body1f.tga,0,5,0,0,,
898,Hibernian Mentalist,h_rob8_arm1.tga,0,5,0,0,,
899,Hibernian Mentalist,h_rob8_lbody1.tga,0,5,0,0,,
900,Hibernian Blademaster,h_ren8_body1m.tga,0,5,0,0,,
901,Hibernian Blademaster,h_ren8_body1f.tga,0,5,0,0,,
902,Hibernian Blademaster,h_ren8_lbody1.tga,0,5,0,0,,
903,Hibernian Blademaster,h_ren8_leg1.tga,0,5,0,0,,
904,Hibernian Blademaster,h_ren8_arm1.tga,0,5,0,0,,
905,Hibernian Blademaster,h_ren8_glove1.tga,0,5,0,0,,
906,Hibernian Blademaster,h_ren8_boot1.tga,0,5,0,0,,
907,Hibernian Nightshade,h_epic_nitshad_mbody.tga,0,5,0,0,,
908,Hibernian Nightshade,h_epic_nitshad_fbody.tga,0,5,0,0,,
909,Hibernian Nightshade,h_epic_nitshad_lbody.tga,0,5,0,0,,
910,Hibernian Nightshade,h_epic_nitshad_legs.tga,0,5,0,0,,
911,Hibernian Nightshade,h_epic_nitshad_arms.tga,0,5,0,0,,
912,Hibernian Nightshade,h_epic_nitshad_gloves.tga,0,5,0,0,,
913,Hibernian Nightshade,h_epic_nitshad_boots.tga,0,5,0,0,,
914,Midgard Berserker,m_epic_bexerker_mbody.tga,0,5,0,0,,
915,Midgard Berserker,m_epic_bexerker_fbody.tga,0,5,0,0,,
916,Midgard Berserker,m_epic_bexerker_lbody.tga,0,5,0,0,,
917,Midgard Berserker,m_epic_bexerker_legs.tga,0,5,0,0,,
918,Midgard Berserker,m_epic_bexerker_arms.tga,0,5,0,0,,
919,Midgard Berserker,m_epic_bexerker_gloves.tga,0,5,0,0,,
920,Midgard Berserker,m_epic_bexerker_boots.tga,0,5,0,0,,
921,Midgard Thane,m_epic_Thane_mbody.tga,0,5,0,0,,
922,Midgard Thane,m_epic_Thane_fbody.tga,0,5,0,0,,
923,Midgard Thane,m_epic_Thane_lbody.tga,0,5,0,0,,
924,Midgard Thane,m_epic_Thane_legs.tga,0,5,0,0,,
925,Midgard Thane,m_epic_Thane_arms.tga,0,5,0,0,,
926,Midgard Thane,m_epic_Thane_gloves.tga,0,5,0,0,,
927,Midgard Thane,m_epic_Thane_boots.tga,0,5,0,0,,
928,Midgard Hunter,b_epic_hunter_mbody.tga,0,5,0,0,,
929,Midgard Hunter,b_epic_hunter_fbody.tga,0,5,0,0,,
930,Midgard Hunter,b_epic_hunter_lbody.tga,0,5,0,0,,
931,Midgard Hunter,b_epic_hunter_legs.tga,0,5,0,0,,
932,Midgard Hunter,b_epic_hunter_arms.tga,0,5,0,0,,
933,Midgard Hunter,b_epic_hunter_gloves.tga,0,5,0,0,,
934,Midgard Hunter,b_epic_hunter_boots.tga,0,5,0,0,,
935,Albion Infiltrator,b_epic_nfltratr_mbody.tga,0,5,0,0,,
936,Albion Infiltrator,b_epic_nfltratr_fbody.tga,0,5,0,0,,
937,Albion Infiltrator,b_epic_nfltratr_lbody.tga,0,5,0,0,,
938,Albion Infiltrator,b_epic_nfltratr_legs.tga,0,5,0,0,,
939,Albion Infiltrator,b_epic_nfltratr_arms.tga,0,5,0,0,,
940,Albion Infiltrator,b_epic_nfltratr_gloves.tga,0,5,0,0,,
941,Albion Infiltrator,b_epic_nfltratr_boots.tga,0,5,0,0,,
942,Midgard Shadowblade,m_epic_sblade_mbody.tga,0,5,0,0,,
943,Midgard Shadowblade,m_epic_sblade_fbody.tga,0,5,0,0,,
944,Midgard Shadowblade,m_epic_sblade_lbody.tga,0,5,0,0,,
945,Midgard Shadowblade,m_epic_sblade_leg.tga,0,5,0,0,,
946,Midgard Shadowblade,m_epic_sblade_arm.tga,0,5,0,0,,
947,Midgard Shadowblade,m_epic_sblade_gloves.tga,0,5,0,0,,
948,Midgard Shadowblade,m_epic_sblade_boots.tga,0,5,0,0,,
949,Midgard Shaman,n_chn8_body1m.tga,0,5,0,0,,
950,Midgard Shaman,n_chn8_body1f.tga,0,5,0,0,,
951,Midgard Shaman,n_chn8_lbody1.tga,0,5,0,0,,
952,Midgard Shaman,n_chn8_leg1.tga,0,5,0,0,,
953,Midgard Shaman,n_chn8_arm1.tga,0,5,0,0,,
954,Midgard Shaman,n_chn8_glov1.tga,0,5,0,0,,
955,Midgard Shaman,n_chn8_boot1.tga,0,5,0,0,,
956,Midgard Skald,m_epic_Skald_mbody.tga,0,5,0,0,,
957,Midgard Skald,m_epic_Skald_fbody.tga,0,5,0,0,,
958,Midgard Skald,m_epic_Skald_lbody.tga,0,6,0,0,,
959,Midgard Skald,m_epic_Skald_legs.tga,0,5,0,0,,
960,Midgard Skald,m_epic_Skald_arms.tga,0,5,0,0,,
961,Midgard Skald,m_epic_Skald_gloves.tga,0,5,0,0,,
962,Midgard Skald,m_epic_Skald_boots.tga,0,5,0,0,,
963,Midgard Warrior,n_chn9_body1m.tga,0,5,0,0,,
964,Midgard Warrior,n_chn9_body1f.tga,0,5,0,0,,
965,Midgard Warrior,n_chn9_lbody1.tga,0,5,0,0,,
966,Midgard Warrior,n_chn9_leg1.tga,0,5,0,0,,
967,Midgard Warrior,n_chn9_arm1.tga,0,5,0,0,,
968,Midgard Warrior,n_chn9_glov1.tga,0,5,0,0,,
969,Midgard Warrior,n_chn9_boot1.tga,0,5,0,0,,
970,Albion Friar,b_epic_friar_arms.tga,0,5,0,0,,
971,Albion Friar,b_epic_friar_fbody.tga,0,5,0,0,,
972,Albion Friar,b_epic_friar_lbody.tga,0,5,0,0,,
973,Albion Friar,b_epic_friar_mbody.tga,0,5,0,0,,
974,Albion Wizard,b_rob11_body1m.tga,0,5,0,0,,
975,Albion Wizard,b_rob11_body1f.tga,0,5,0,0,,
976,Albion Wizard,b_rob11_arm1.tga,0,5,0,0,,
977,Albion Wizard,b_rob11_lbody1.tga,0,5,0,0,,
978,Midgard Spiritmaster,m_epic_smaster_mbody.tga,0,5,0,0,,
979,Midgard Spiritmaster,m_epic_smaster_fbody.tga,0,5,0,0,,
980,Midgard Spiritmaster,m_epic_smaster_lbody.tga,0,5,0,0,,
981,Midgard Spiritmaster,m_epic_smaster_legs.tga,0,5,0,0,,
982,Midgard Spiritmaster,m_epic_smaster_arms.tga,0,5,0,0,,
983,Midgard Spiritmaster,m_epic_smaster_gloves.tga,0,5,0,0,,
984,Midgard Spiritmaster,m_epic_smaster_boots.tga,0,5,0,0,,
985,Albion Sorcerer,b_rob12_body1m.tga,0,5,0,0,,
986,Albion Sorcerer,b_rob12_body1f.tga,0,5,0,0,,
987,Albion Sorcerer,b_rob12_arm1.tga,0,5,0,0,,
988,Albion Sorcerer,b_rob12_lbody1.tga,0,5,0,0,,
989,Hibernian Warden,h_scl9_body1m.tga,0,5,0,0,,
990,Hibernian Warden,h_scl9_body1f.tga,0,5,0,0,,
991,Hibernian Warden,h_scl9_lbody1.tga,0,5,0,0,,
992,Hibernian Warden,h_scl9_leg1.tga,0,5,0,0,,
993,Hibernian Warden,h_scl9_arm1.tga,0,5,0,0,,
994,Hibernian Warden,h_scl9_glov1.tga,0,5,0,0,,
995,Hibernian Warden,h_scl9_boot1.tga,0,5,0,0,,
996,Hibernian Ranger,h_ren9_body1m.tga,0,5,0,0,,
997,Hibernian Ranger,h_ren9_body1f.tga,0,5,0,0,,
998,Hibernian Ranger,h_ren9_lbody1.tga,0,5,0,0,,
999,Hibernian Ranger,h_ren9_leg1.tga,0,5,0,0,,
2000,Hibernian Ranger,h_ren9_arm1.tga,0,5,0,0,,
2001,Hibernian Ranger,h_ren9_glove1.tga,0,5,0,0,,
2002,Hibernian Ranger,h_ren9_boot1.tga,0,5,0,0,,
2003,Hibernian Champion,h_scl10_body1m.tga,0,5,0,0,,
2004,Hibernian Champion,h_scl10_body1f.tga,0,5,0,0,,
2005,Hibernian Champion,h_scl10_lbody1.tga,0,5,0,0,,
2006,Hibernian Champion,h_scl10_leg1.tga,0,5,0,0,,
2007,Hibernian Champion,h_scl10_arm1.tga,0,5,0,0,,
2008,Hibernian Champion,h_scl10_glov1.tga,0,5,0,0,,
2009,Hibernian Champion,h_scl10_boot1.tga,0,5,0,0,,
2010,Alb Weapons,B_weapons01_.tga,0,20,1,0,,
2011,Briton Isles Robe,b_rob13_arm1.tga,0,6,0,0,,
2012,Briton Isles Robe,b_rob13_body1f.tga,0,6,0,0,,
2013,Briton Isles Robe,b_rob13_body1m.tga,0,6,0,0,,
2014,Briton Isles Robe,b_rob13_lbody1.tga,0,6,0,0,,
2015,Briton Isles Robe,b_rob14_arm1.tga,0,6,0,0,,
2016,Briton Isles Robe,b_rob14_body1f.tga,0,6,0,0,,
2017,Briton Isles Robe,b_rob14_body1m.tga,0,6,0,0,,
2018,Briton Isles Robe,b_rob14_lbody1.tga,0,6,0,0,,
2019,Hib Isles Robe,h_rob10_arm1.tga,0,6,0,0,,
2020,Hib Isles Robe,h_rob10_body1f.tga,0,6,0,0,,
2021,Hib Isles Robe,h_rob10_body1m.tga,0,6,0,0,,
2022,Hib Isles Robe,h_rob10_lbody1.tga,0,6,0,0,,
2023,Hib Isles Robe,h_rob11_arm1.tga,0,6,0,0,,
2024,Hib Isles Robe,h_rob11_body1f.tga,0,6,0,0,,
2025,Hib Isles Robe,h_rob11_body1m.tga,0,6,0,0,,
2026,Hib Isles Robe,h_rob11_lbody1.tga,0,6,0,0,,
2027,Hib Isles Scale Helm,H_scl1_helm1.tga,0,7,0,0,,
2028,Hib Isles Reinforced Helm,H_ren2_helm1.tga,0,7,0,0,,
2029,Briton Studded Helm 1,B_std1_helm1.tga,0,7,0,0,,
2030,Cloth Helm Texture,B_cth1_helm1.tga,0,8,0,0,,
2031,Bonedancer Epic Armor,m_epic_bone_arm1.tga,0,14,0,0,,
2032,Bonedancer Epic Armor,m_epic_bone_body1f.tga,0,14,0,0,,
2033,Bonedancer Epic Armor,m_epic_bone_body1m.tga,0,14,0,0,,
2034,Bonedancer Epic Armor,m_epic_bone_boot1.tga,0,14,0,0,,
2035,Bonedancer Epic Armor,m_epic_bone_glov1.tga,0,14,0,0,,
2036,Bonedancer Epic Armor,m_epic_bone_lbody1.tga,0,14,0,0,,
2037,Bonedancer Epic Armor,m_epic_bone_leg1.tga,0,14,0,0,,
2038,Savage Epic Armor,n_epic_savage_arm1.tga,0,6,0,0,,
2039,Savage Epic Armor,n_epic_savage_body1f.tga,0,6,0,0,,
2040,Savage Epic Armor,n_epic_savage_body1m.tga,0,6,0,0,,
2041,Savage Epic Armor,n_epic_savage_boot1.tga,0,6,0,0,,
2042,Savage Epic Armor,n_epic_savage_glov1.tga,0,6,0,0,,
2043,Savage Epic Armor,n_epic_savage_lbody1.tga,0,6,0,0,,
2044,Savage Epic Armor,n_epic_savage_leg1.tga,0,6,0,0,,
2045,Animist Epic Arm,h_epic_animist_arm1.tga,0,6,0,0,,
2046,Animist Body Female,h_epic_animist_body1f.tga,0,6,0,0,,
2047,Animist Epic Male,h_epic_animist_body1m.tga,0,6,0,0,,
2048,Animist Epic Lbody,h_epic_animist_lbody1.tga,0,6,0,0,,
2049,Isles Shield Leather,Shield_Leather.tga,0,6,0,0,,
2050,Isles Shield Metal,Shield_Metal.tga,0,6,0,0,,
2051,Isles Shield Wood,Shield_Wood.tga,0,6,0,0,,
2052,Mid Isles Cloth Arm,n_cth3_arm1.tga,0,7,0,0,,
2053,Mid Isles Cloth Body F,n_cth3_body1f.tga,0,7,0,0,,
2054,Mid Isles Cloth Body M,n_cth3_body1m.tga,0,7,0,0,,
2055,Mid Isles Cloth Boot,n_cth3_boot1.tga,0,7,0,0,,
2056,Mid Isles Cloth Glove,n_cth3_glov1.tga,0,7,0,0,,
2057,Mid Isles Cloth Lbody,n_cth3_lbody1.tga,0,7,0,0,,
2058,Mid Isles Cloth Leg,n_cth3_leg1.tga,0,7,0,0,,
2059,Hib Isles Scale Arms,h_scl11_arm1.tga,0,7,0,0,,
2060,Hib Isles Scale Body F,h_scl11_body1f.tga,0,7,0,0,,
2061,Hib Isles Scale Body M,h_scl11_body1m.tga,0,7,0,0,,
2062,Hib Isles Scale Boot,h_scl11_boot1.tga,0,7,0,0,,
2063,Hib Isles Scale Gloves,h_scl11_glov1.tga,0,7,0,0,,
2064,Hib Isles Scale Lbody,h_scl11_lbody1.tga,0,7,0,0,,
2065,Hib Isles Scale Legs,h_scl11_leg1.tga,0,7,0,0,,
2066,Mid Cloth 4 Legs,N_cth4_leg1.tga,0,7,0,0,,
2067,Mid Cloth 4 Lbody,N_cth4_lbody1.tga,0,7,0,0,,
2068,Mid Cloth 4 Gloves,N_cth4_glov1.tga,0,7,0,0,,
2069,Mid Cloth 4 Boot,N_cth4_boot1.tga,0,7,0,0,,
2070,Mid Cloth 4 Body M,N_cth4_body1m.tga,0,7,0,0,,
2071,Mid Cloth 4 Body F,N_cth4_body1f.tga,0,7,0,0,,
2072,Mid Cloth 4 Arms,N_cth4_arm1.tga,0,7,0,0,,
2073,Mid Chain 3  Legs,n_chn3_leg1.tga,0,8,0,0,,
2074,Mid Chain 3  Lbody,n_chn3_lbody1.tga,0,8,0,0,,
2075,Mid Chain 3  Gloves,n_chn3_glov1.tga,0,8,0,0,,
2076,Mid Chain 3  Boot,n_chn3_boot1.tga,0,8,0,0,,
2077,Mid Chain 3  Body M,n_chn3_body1m.tga,0,8,0,0,,
2078,Mid Chain 3  Body F,n_chn3_body1f.tga,0,8,0,0,,
2079,Mid Chain 3  Arms,n_chn3_arm1.tga,0,8,0,0,,
2080,Brit Chain 3 Arms,B_chn3_arm1.tga,0,8,0,0,,
2081,Brit Chain 3 Body F,B_chn3_body1f.tga,0,8,0,0,,
2082,Brit Chain 3 Body M,B_chn3_body1m.tga,0,8,0,0,,
2083,Brit Chain 3 Boots,B_chn3_boot1.tga,0,8,0,0,,
2084,Brit Chain 3 Gloves,B_chn3_glov1.tga,0,8,0,0,,
2085,Brit Chain 3 Lbody,B_chn3_lbody1.tga,0,8,0,0,,
2086,Brit Chain 3 Legs,B_chn3_leg1.tga,0,8,0,0,,
2087,ValeWalker Epic Arms,h_epic_vale_arm1.tga,0,8,0,0,,
2088,ValeWalker Epic Body F,h_epic_vale_body1f.tga,0,8,0,0,,
2089,ValeWalker Epic Body M,h_epic_vale_body1m.tga,0,8,0,0,,
2090,ValeWalker Epic Lbody,h_epic_vale_lbody1.tga,0,8,0,0,,
2091,Brit Chain 4 Arms,b_chn4_arm1.tga,0,8,0,0,,
2092,Brit Chain 4 Body F,b_chn4_body1f.tga,0,8,0,0,,
2093,Brit Chain 4 Body M,b_chn4_body1m.tga,0,8,0,0,,
2094,Brit Chain 4 Boots,b_chn4_boot1.tga,0,8,0,0,,
2095,Brit Chain 4 Gloves,b_chn4_glov1.tga,0,8,0,0,,
2096,Brit Chain 4 Lbody,b_chn4_lbody1.tga,0,8,0,0,,
2097,Brit Chain 4 Legs,b_chn4_leg1.tga,0,8,0,0,,
2098,Hib Reinforced Arms,h_ren10_arm1.tga,0,8,0,0,,
2099,Hib Reinforced Body F,h_ren10_body1f.tga,0,8,0,0,,
2100,Hib Reinforced Body M,h_ren10_body1m.tga,0,8,0,0,,
2101,Hib Reinforced Boots,h_ren10_boot1.tga,0,8,0,0,,
2102,Hib Reinforced Gloves,h_ren10_glov1.tga,0,8,0,0,,
2103,Hib Reinforced Lbody,h_ren10_lbody1.tga,0,8,0,0,,
2104,Hib Reinforced Legs,h_ren10_leg1.tga,0,8,0,0,,
2105,Norse Chain 4 Legs,n_chn4_leg1.tga,0,9,0,0,,
2106,Norse Chain 4 Lbody,n_chn4_lbody1.tga,0,9,0,0,,
2107,Norse Chain 4 Gloves,n_chn4_glov1.tga,0,9,0,0,,
2108,Norse Chain 4 Boots,n_chn4_boot1.tga,0,9,0,0,,
2109,Norse Chain 4 Body M,n_chn4_body1m.tga,0,9,0,0,,
2110,Norse Chain 4 Body F,n_chn4_body1f.tga,0,9,0,0,,
2111,Norse Chain 4 Arms,n_chn4_arm1.tga,0,9,0,0,,
2112,Reaver Epic Legs,b_epic_reaver_leg1.tga,0,9,0,0,,
2113,Reaver Epic Lbody,b_epic_reaver_lbody1.tga,0,9,0,0,,
2114,Reaver Epic Gloves,b_epic_reaver_glov1.tga,0,9,0,0,,
2115,Reaver Epic Boots,b_epic_reaver_boot1.tga,0,9,0,0,,
2116,Reaver Epic Body M,b_epic_reaver_body1m.tga,0,9,0,0,,
2117,Reaver Epic Body F,b_epic_reaver_body1f.tga,0,9,0,0,,
2118,Reaver Epic Arms,b_epic_reaver_arm1.tga,0,9,0,0,,
2119,Necro Epic Lbody,b_epic_necro_lbody1.tga,0,9,0,0,,
2120,Necro Epic BodyM,b_epic_necro_body1m.tga,0,9,0,0,,
2121,Necro Epic BodyF,b_epic_necro_body1f.tga,0,9,0,0,,
2122,Necro Epic Arms,b_epic_necro_arm1.tga,0,9,0,0,,
2123,Alb Plate 3 Arms,B_plt3_arm1.tga,0,10,0,0,,
2124,Alb Plate 3 Body F,B_plt3_body1f.tga,0,10,0,0,,
2125,Alb Plate 3 Body M,B_plt3_body1m.tga,0,10,0,0,,
2126,Alb Plate 3 Boots,B_plt3_boot1.tga,0,10,0,0,,
2127,Alb Plate 3 Gloves,B_plt3_glov1.tga,0,10,0,0,,
2128,Alb Plate 3 Lbody,B_plt3_lbody1.tga,0,10,0,0,,
2129,Alb Plate 3 Legs,B_plt3_leg1.tga,0,10,0,0,,
2130,Alb Dress Hat 01,b_hat01.tga,0,11,0,0,,
2131,Alb Dress Hat 02,b_hat02.tga,0,11,0,0,,
2132,Alb Dress Hat 03,b_hat03.tga,0,11,0,0,,
2133,Alb Dress Hat 04,b_hat04.tga,0,11,0,0,,
2134,Alb Dress Hat 05,b_hat05.tga,0,11,0,0,,
