Anim,,,,,base, ,,,Blend ,No ,No,,Flex,Swim,Horse,Horse Sock
310,zombie death,zombie_death.kfa,15,15,15,clamp,0,0,0,0,0,0,0,1669,3249,
311,zombie attack,zombie_attack.kfa,20,15,15,clamp,0,0,0,0,0,0,0,1617,3364,
312,zombie flinch,zombie_flinch.kfa,25,15,15,clamp,0,0,0,0,0,0,0,1653,3249,
313,zombie Run,zombie_run.kfa,15,15,15,loop,0,0,0,0,0,0,0,1847,3248,
314,zombie walk,zombie_walk.kfa,15,8,15,loop,0,0,0,0,0,0,0,1847,3247,
315,Roman dead Cbow,Rd_cbow_b.kfa,7,15,15,loop,0,0,0,0,0,0,0,,,
316,Roman dead Cbow,Rd_cbow_c.kfa,13,15,15,clamp,0,0,0,0,0,0,0,,,
317,Ven_bowA.kfa,Ven_bowA.kfa,37,15,15,clamp,0,0,0,0,0,0,0,,,
318,Ven_bowB.kfa,Ven_bowB.kfa,7,15,15,loop,0,0,0,0,0,0,0,,,
319,Ven_bowC.kfa,Ven_bowC.kfa,13,15,15,clamp,0,0,0,0,0,0,0,,,
320,Boar Idle,boar_idle.kfa,16,3,15,loop,0,0,0,0,1,0,0,,,
321,Boar Walk,boar_walk.kfa,7,15,15,loop,0,0,0,0,1,0,0,,,
322,Boar Run,boar_run.kfa,15,30,30,loop,0,0,0,0,1,0,0,,,
323,Boar Death,boar_death.kfa,19,15,15,clamp,0,0,0,0,1,0,0,,,
324,Boar Attack Hi,boar_attack.kfa,10,15,15,clamp,0,0,0,0,1,0,0,,,
325,Boar Attack Lo,boar_attack.kfa,10,15,15,clamp,0,0,0,0,1,0,0,,,
326,Boar Flinch,boar_flinch.kfa,10,15,15,clamp,0,0,0,0,1,0,0,,,
327,Boar Combat Idle,boar_cidle.kfa,30,15,15,loop,0,0,0,0,1,0,0,,,
329,Idle,I_hm.kfa,30,4,15,loop,0,0,0,0,0,0,0,1739,3418,
331,Human Male walk ,W_hm.kfa,18,15,15,loop,0,0,0,0,0,0,0,1847,3247,
332,Human Male Walk Backward,WB_Hm.kfa,30,15,15,loop,0,0,0,0,0,0,0,1854,3247,
333,Human Male Walk (Strafe) Left,St_hm_L.kfa,15,15,15,loop,0,0,0,0,0,0,0,1847,3247,
334,Human Male Walk (Strafe) Right,St_hm_R.kfa,15,15,15,loop,0,0,0,0,0,0,0,1847,3247,
338,Human Crawl,Sw_h.kfa,30,6,15,loop,0,0,0,1,0,0,0,1847,3418,
340,Human Jump,ju_h_a.kfa,6,15,15,clamp,0,0,0,0,0,0,0,,3418,
341,Human Female SIT,K_hf_a.kfa,10,15,15,clamp,0,0,0,1,0,0,0,2196,3249,
342,Human Female SIT,K_hf_b.kfa,30,15,15,loop,0,0,0,1,0,0,0,2197,3249,
343,Human Female SIT,K_hf_c.kfa,10,15,15,clamp,0,0,0,1,0,0,0,1739,3249,
344,Human Male SIT,s_hm_a.kfa,12,15,15,clamp,0,0,0,1,0,0,0,1739,3249,
345,Human Male SIT,s_hm_b.kfa,30,15,15,loop,0,0,0,1,0,0,0,2197,3249,
346,Human Male SIT,s_hm_c.kfa,12,15,15,clamp,0,0,0,1,0,0,0,1739,3249,
347,Human Wide 2H Attack,a_h_w2st_med.kfa,15,15,15,clamp,0,0,0,0,0,0,0,1650,3249,
348,Human Wide 2H Attack,a_h_w2st_low.kfa,15,15,15,clamp,0,0,0,0,0,0,0,1649,3249,
349,Human Wide 2H Attack,a_h_w2st_high.kfa,15,15,15,clamp,0,0,0,0,0,0,0,1648,3249,
350,Female Walk,w_hf_forward.kfa,15,15,15,loop,0,0,0,0,0,0,0,1847,3420,
351,Female Run,r_hf.kfa,12,15,15,loop,0,0,0,0,0,0,0,1848,3419,
354,2 handed high,a_h_n2s_high.kfa,13,15,15,clamp,0,0,0,0,0,0,0,1639,3249,
355,2 handed low,a_h_n2s_low.kfa,13,15,15,clamp,0,0,0,0,0,0,0,1640,3249,
356,2 handed medium,a_h_n2s_med.kfa,13,15,15,clamp,0,0,0,0,0,0,0,1641,3249,
357,polearm high,a_h_w2s_high.kfa,17,15,15,clamp,0,0,0,0,0,0,0,1645,3357,
358,polearm low,a_h_w2s_low.kfa,19,15,15,clamp,0,0,0,0,0,0,0,1646,3357,
359,polearm medium,a_h_w2s_med.kfa,9,15,15,clamp,333,0,0,0,0,0,0,1647,3357,
360,Human 2H Combat Idle,ci_h_n2s.kfa,30,15,15,loop,0,0,0,0,0,0,0,1660,3249,
361,Human 2H PoleArm Combat Idle,ci_h_w2s.kfa,18,15,15,loop,0,0,0,0,0,0,0,1662,3357,
362,Human Bowt Idle,ci_h_2b.kfa,15,15,15,loop,733,0,0,0,0,0,0,1657,3249,
364,Human Combat Idle Staff,ci_h_w2st.kfa,15,15,15,loop,0,0,0,0,0,0,0,1663,3249,
365,Firbolg Male  walk,w_fm.kfa,22,15,15,loop,0,0,0,0,0,0,0,1847,3247,
366,firbolg male run,r_fm.kfa,15,15,15,loop,0,0,0,0,0,0,0,1847,3248,
367,firbolg male idle,I_fm.kfa,45,7,15,loop,0,0,0,0,0,0,0,1739,3418,
368,Human Combat Staff flinch high,CF_h_w2st_high.kfa,13,15,15,loop,0,0,0,0,0,0,0,,,
369,Human Combat Staff Attack Med,A_h_w2st_med.kfa,12,15,15,loop,0,0,0,0,0,0,0,,,
370,Demon walk,dem_w.kfa,23,15,15,loop,0,0,0,0,0,0,0,,,
371,Demon Death,dem_D.kfa,38,15,15,clamp,0,0,0,0,0,0,0,,,
372,Demon Idle,dem_I1.kfa,30,3,15,loop,0,0,0,0,0,0,0,,,
373,Demon Attack,dem_A.kfa,12,15,15,clamp,0,0,0,0,0,0,0,,,
374,Demon Flinch,dem_f.kfa,13,15,15,clamp,0,0,0,0,0,0,0,,,
375,Human Bow,a_h_2b_1.kfa,38,15,15,clamp,0,0,0,0,0,0,0,1624,3363,
376,Human Bow2,a_h_2b_2.kfa,8,15,15,loop,0,0,0,0,0,0,0,1625,3362,
377,Human Bow3,a_h_2b_3.kfa,14,15,15,clamp,0,0,0,0,0,0,0,1626,3361,
378,Human  Attack,a_h_1s_high.kfa,14,15,15,clamp,0,0,0,0,0,0,0,1613,3364,
379,Human  Attack,a_h_1s_low.kfa,14,15,15,clamp,0,0,0,0,0,0,0,1616,3364,
380,Human Walk,W_hm.kfa,18,15,15,loop,0,0,0,0,0,0,0,1847,3420,
381,Human run,R_hm.kfa,15,15,15,loop,0,0,0,0,0,0,0,1847,3419,
382,Human Female Idle,I_hf.kfa,60,3,15,loop,0,0,0,0,0,0,0,1739,3418,
383,Human Combat Idle,ci_h_1s.kfa,30,15,15,loop,0,0,0,0,0,0,1,1654,3249,
384,Human  Attack,a_h_1s_med.kfa,14,15,15,clamp,0,0,0,0,0,0,0,1617,3364,
385,Human Flinch,cf_h_1s_med.kfa,12,15,15,clamp,0,0,0,0,0,0,1,1653,3249,
386,Human Male Death,D_hm.kfa,35,15,15,clamp,0,0,0,1,0,0,0,1669,3249,
387,Spellcast Throw Start,SP_H_Default_A.kfa,15,15,15,clamp,0,0,0,0,0,0,0,1750,3356,
388,Spellcast Throw Mid,SP_H_Default_B.kfa,10,15,15,loop,0,0,0,0,0,0,0,1749,3355,
389,Spellcast Throw End,SP_H_Default_C.kfa,23,15,15,clamp,0,0,0,0,0,0,0,1748,3354,
390,snake,snake_m.kfa,15,15,15,loop,0,0,0,0,0,0,0,,,
391,snake idle,snake_i.kfa,30,5,15,loop,0,0,0,0,0,0,0,,,
392,snake attack,snake_a.kfa,15,11,11,clamp,0,0,0,0,0,0,0,,,
396,Snake Death,snake_d.kfa,30,15,15,clamp,0,0,0,0,0,0,0,,,
397,Human Crossbow,ci_h_2cb.kfa,16,15,15,loop,0,0,0,0,0,0,0,1658,3360,
398,Human Crossbow,a_h_2cb_1.kfa,37,15,15,clamp,0,0,0,0,0,0,0,1627,3359,
399,Human Crossbow,a_h_2cb_2.kfa,7,15,15,loop,0,0,0,0,0,0,0,1628,3358,
400,Rock Creature Idle,rock_idle.kfa,30,15,15,loop,0,0,0,0,0,0,0,2184,3249,
401,Rock Creature Flinch,rock_flinch.kfa,15,15,15,clamp,0,0,0,0,0,0,0,2183,3249,
402,Rock Creature run,rock_run.kfa,22,15,15,loop,0,0,0,0,0,0,0,2184,3248,
403,Rock Creature Walk,rock_walk.kfa,40,15,15,loop,0,0,0,0,0,0,0,2184,3247,
404,Rock Creature Attack,rock_attack1.kfa,22,15,15,clamp,0,0,0,0,0,0,0,2180,3364,
405,Rock Creature die,rock_die.kfa,43,15,15,clamp,0,0,0,0,0,0,0,2182,3249,
406,Rock Creature Attack 2,rock_attack2.kfa,19,15,15,clamp,0,0,0,0,0,0,0,2180,3364,
407,Ant Run,ant_run.kfa,15,15,15,loop,0,0,0,0,0,0,0,,,
408,Ant Attack 1,ant_attack1.kfa,15,15,15,clamp,0,0,0,0,0,0,0,,,
409,Ant Die,ant_die.kfa,15,15,15,clamp,0,0,0,0,0,0,0,,,
410,Ant Flinch,ant_flinch.kfa,8,15,15,clamp,0,0,0,0,0,0,0,,,
411,Ant Idle,ant_idle.kfa,30,15,15,loop,0,0,0,0,0,0,0,,,
412,Ant idle 2,ant_idle2.kfa,30,8,15,loop,0,0,0,0,0,0,0,,,
413,1h slash low,a_h_1s_low.kfa,14,10,15,clamp,0,0,0,0,0,0,0,,,
415,1 handed thrust high,a_h_1t_high.kfa,14,15,15,clamp,0,0,0,0,0,0,0,1618,3364,
416,1 handed thrust med,a_h_1t_med.kfa,14,15,15,clamp,0,0,0,0,0,0,0,1620,3364,
417,1 handed thrust low,a_h_1t_low.kfa,14,15,15,clamp,0,0,0,0,0,0,0,1619,3364,
418,left hand high,a_h_1l_high.kfa,14,15,15,clamp,0,0,0,0,0,0,0,1610,3249,
419,left hand med,a_h_1l_med.kfa,14,15,15,clamp,0,0,0,0,0,0,0,1612,3249,
420,left hand low,a_h_1l_low.kfa,14,15,15,clamp,0,0,0,0,0,0,0,1611,3249,
421,Dual wield high,a_h_1d_high.kfa,17,15,15,clamp,0,0,0,0,0,0,0,1607,3249,
422,dual wield med,a_h_1d_med.kfa,17,15,15,clamp,0,0,0,0,0,0,0,1609,3249,
423,Style 1H crush 01,a_h_1c_cs01_01.kfa,15,15,15,clamp,0,0,0,0,0,0,0,1690,3364,
424,Style 1H crush 02,a_h_1c_cs01_02.kfa,23,15,15,clamp,0,0,0,0,0,0,0,1691,3364,
425,Style 1h Slash  01,a_h_1s_cs01_01.kfa,14,15,15,clamp,0,0,0,0,0,0,0,1702,3364,
426,Style 1h slash 02,a_h_1s_cs01_02.kfa,14,15,15,clamp,0,0,0,0,0,0,0,1703,3364,
427,Style Polearm 01,a_h_w2s_cs01_01.kfa,14,15,15,clamp,0,0,0,0,0,0,0,1733,3357,
428,Style Polearm 02,a_h_w2s_cs01_02.kfa,15,15,15,clamp,0,0,0,0,0,0,0,1734,3357,
429,Style 2h 01,a_h_n2_cs01_01.kfa,16,15,15,clamp,0,0,0,0,0,0,0,1727,3249,
430,Style 2h 02,a_h_n2_cs01_02.kfa,22,15,15,clamp,0,0,0,0,0,0,0,1728,3249,
431,Style Dual Wield 01,a_h_d2_cs01_01.kfa,17,15,15,clamp,333,0,0,0,0,0,0,1716,3249,
432,Style Dual Wield 02,a_h_d2_cs01_02.kfa,18,15,15,clamp,400,0,0,0,0,0,0,1717,3249,
433,Style 1H Slash 03,a_h_1s_cs01_03.kfa,22,15,15,clamp,400,0,0,0,0,0,0,1704,3364,
434,Style DW 03,a_h_d2_cs01_03.kfa,23,15,15,clamp,0,0,0,0,0,0,0,1718,3249,
435,Style 2H 03,A_h_n2_cs01_03.kfa,21,15,15,clamp,0,0,0,0,0,0,0,1729,3249,
436,Style 1h Thrust 01,a_h_1t_cs01_01.kfa,26,15,15,clamp,0,0,0,0,0,0,0,1711,3364,
437,Style 1H Thrust 02,a_h_1t_cs01_02.kfa,23,15,15,clamp,0,0,0,0,0,0,0,1712,3364,
438,Dual Wield (NOT STYLE) Low,a_h_1d_low.kfa,17,15,15,clamp,400,0,0,0,0,0,0,1608,3249,
439,Parry 1H High,p_h_1h_high.kfa,13,15,15,clamp,400,0,0,0,0,0,0,1676,3249,
440,Parry 1H Low,p_h_1h_low.kfa,13,15,15,clamp,400,0,0,0,0,0,0,1677,3249,
441,Parry Dual High,p_h_1d_high.kfa,13,15,15,clamp,266,0,0,0,0,0,0,1674,3249,
442,Parry Dual Low,p_h_1d_low.kfa,13,15,15,clamp,400,0,0,0,0,0,0,1675,3249,
443,Parry Pole high,p_h_w2s_high.kfa,15,15,15,clamp,333,0,0,0,0,0,0,1680,3249,
444,Parry Pole Low,p_h_w2s_low.kfa,15,15,15,clamp,0,0,0,0,0,0,0,1681,3249,
445,Parry 2h high,p_h_n2s_high.kfa,15,15,15,clamp,0,0,0,0,0,0,0,1678,3249,
446,Parry 2h low,p_h_n2s_low.kfa,15,15,15,clamp,0,0,0,0,0,0,0,1679,3249,
447,Block high,b_h_1h_high.kfa,15,15,15,clamp,0,0,0,0,0,0,0,1651,3249,
448,Block Low,b_h_1h_low.kfa,15,15,15,clamp,0,0,0,0,0,0,0,1652,3249,
449,Evade 1H,e_h_1h.kfa,15,15,15,clamp,0,0,0,0,0,0,0,1670,3249,
450,Frog Attack,frog_attack1.kfa,12,15,15,clamp,0,0,0,0,1,0,0,,,
451,Frog Attack 2,frog_attack2.kfa,18,15,15,clamp,0,0,0,0,1,0,0,,,
452,Frog Die,frog_die.kfa,8,15,15,clamp,0,0,0,0,1,0,0,,,
453,frog flinch,frog_flinch.kfa,10,15,15,clamp,0,0,0,0,1,0,0,,,
454,frog flinch 2,frog_flinch2.kfa,7,15,15,clamp,0,0,0,0,1,0,0,,,
455,frog_idle1,frog_idle1.kfa,38,15,15,loop,0,0,0,0,1,0,0,,,
456,frog idle 2,frog_idle2.kfa,38,15,15,loop,0,0,0,0,1,0,0,,,
457,frog run,frog_run.kfa,13,15,15,loop,0,0,0,0,1,0,0,,,
458,frog swim,frog_swim.kfa,25,15,15,loop,0,0,0,0,1,0,0,,,
459,frog walk,frog_walk.kfa,22,15,15,loop,0,0,0,0,1,0,0,,,
460,Parry Staff high,p_h_w2st_high.kfa,16,15,15,clamp,0,0,0,0,0,0,0,1682,3249,
461,Parry Staff Low,p_h_w2st_low.kfa,16,15,15,clamp,0,0,0,0,0,0,0,,,
462,Evade Pole,e_h_w2s.kfa,19,15,15,clamp,333,0,0,0,0,0,0,1672,3249,
463,Evade 2h,e_h_n2s.kfa,16,15,15,clamp,333,0,0,0,0,0,0,1671,3249,
464,Giant attack 1,giant_attack1.kfa,20,15,15,clamp,0,0,0,0,0,0,0,2185,3364,
465,Giant Attack 2,giant_attack2.kfa,15,15,15,clamp,0,0,0,0,0,0,0,2185,3364,
466,Giant Combat Idle,giant_combidle1.kfa,20,15,15,loop,0,0,0,0,0,0,0,2186,,
467,Giant Death,giant_die.kfa,45,15,15,clamp,0,0,0,0,0,0,0,2187,3249,
468,Giant Flinch,giant_flinch1.kfa,7,15,15,clamp,333,0,0,0,0,0,0,2188,3249,
469,Giant flinch2,giant_flinch2.kfa,10,15,15,clamp,0,0,0,0,0,0,0,2188,3249,
470,Giant Idle 1,giant_idle1.kfa,120,15,15,loop,0,0,0,0,0,0,0,2189,3249,
471,Giant Idle 2,giant_idle2.kfa,60,15,15,loop,0,0,0,0,0,0,0,2189,3249,
472,Giant Run,giant_run.kfa,30,15,15,loop,0,0,0,0,0,0,0,2189,3248,
473,Giant Walk,giant_walk.kfa,40,15,15,loop,0,0,0,0,0,0,0,2189,3247,
474,Flute 1,sp_h_flute_a.kfa,15,15,15,clamp,0,0,0,0,0,0,0,,,
475,Flute 2,sp_h_flute_b.kfa,10,15,15,clamp,0,0,0,0,0,0,0,,,
476,Flute 3,sp_h_flute_c.kfa,23,15,15,clamp,0,0,0,0,0,0,0,,,
477,Worm Attack,worm_attack.kfa,13,15,15,clamp,0,0,0,0,0,0,0,,,
478,Worm Walk,worm_walk.kfa,15,15,15,loop,0,0,0,0,0,0,0,,,
479,Worm Combat Idle,worm_cidle.kfa,15,15,15,loop,0,0,0,0,0,0,0,,,
480,Worm Death,worm_death.kfa,20,15,15,clamp,0,0,0,0,0,0,0,,,
481,Worm Run,worm_run.kfa,12,15,15,loop,0,0,0,0,0,0,0,,,
482,Worm Flinch,worm_flinch.kfa,15,15,15,clamp,0,0,0,0,0,0,0,,,
483,Worm Idle,worm_idle.kfa,15,15,15,loop,0,0,0,0,0,0,0,,,
487,STYLE  1H slash 04,a_h_1s_cs01_04.kfa,16,15,15,clamp,0,0,0,0,0,0,0,1705,3364,
488,STYLE 1h crush 03,a_h_1c_cs01_03.kfa,24,15,15,clamp,0,0,0,0,0,0,0,1692,3364,
489,STYLE 1H thrust 03,a_h_1t_cs01_03.kfa,30,15,15,clamp,0,0,0,0,0,0,0,1713,3364,
490,STYLE Dual wield 4,a_h_d2_cs01_04.kfa,22,15,15,clamp,0,0,0,0,0,0,0,1719,3249,
491,STYLE 2 hand 4 ,a_h_n2_cs01_04.kfa,25,15,15,clamp,0,0,0,0,0,0,0,1730,3249,
492,2 h style 6,a_h_n2_cs01_06.kfa,19,15,15,clamp,0,0,0,0,0,0,0,1732,3249,
493,Dual wield style 5,a_h_d2_cs01_05.kfa,20,15,15,clamp,0,0,0,0,0,0,0,1720,3249,
494,female 2h combat idle,ci_hf_n2s.kfa,18,15,15,loop,0,0,0,0,0,0,0,1665,3249,
495,female polearm combat idle,ci_hf_w2s.kfa,30,15,15,loop,0,0,0,0,0,0,0,1666,3249,
496,wight walk,wight_walk.kfa,20,15,15,loop,0,0,0,0,0,0,0,1847,3247,
497,wight swim,wight_swim.kfa,28,15,15,loop,0,0,0,0,0,0,0,497,3249,
498,wight spell a,wight_sp_a.kfa,15,15,15,clamp,0,0,0,0,0,0,0,1654,3356,
499,wight spell b,wight_sp_b.kfa,10,15,15,loop,0,0,0,0,0,0,0,1654,3355,
500,wight spell c,wight_sp_c.kfa,23,15,15,clamp,0,0,0,0,0,0,0,1654,3354,
501,wight run,wight_run.kfa,20,15,15,loop,0,0,0,0,0,0,0,1847,3248,
502,wight idle,wight_idle.kfa,20,15,15,loop,266,0,0,0,0,0,0,1739,3249,
503,wight flinch,wight_flinch.kfa,8,15,15,clamp,333,0,0,0,0,0,0,1653,3249,
504,wight death,wight_death.kfa,9,15,15,clamp,400,0,0,0,0,0,0,1669,3249,
505,wight combat idle,wight_cidle.kfa,20,15,15,loop,266,0,0,0,0,0,0,1654,3249,
506,wight attack low,wight_attlo.kfa,24,15,15,clamp,400,0,0,0,0,0,0,1617,3364,
507,wight attack high,wight_atthi.kfa,24,15,15,clamp,400,0,0,0,0,0,0,1617,3364,
508,lich idle,lich_idle.kfa,20,15,15,loop,333,0,0,0,0,0,0,,,
509,lich run,lich_run.kfa,10,15,15,loop,333,0,0,0,0,0,0,,,
510,lich walk,lich_walk.kfa,20,15,15,loop,266,0,0,0,0,0,0,,,
511,Albion Spellcast Start1,Sp_A_St1.kfa,15,15,15,clamp,0,0,0,0,0,0,0,1757,3356,
512,Albion Spellcast Start2,Sp_A_St2.kfa,15,15,15,clamp,0,0,0,0,0,0,0,1756,3355,
513,Albion Spellcast Start3(Not used),Sp_A_St3.kfa,15,15,15,clamp,0,0,0,0,0,0,0,1755,3354,
514,Midgard Spellcast Start1,Sp_M_St1.kfa,15,15,15,clamp,0,0,0,0,0,0,0,1800,3356,
515,Midgard Spellcast Start2,Sp_M_St2.kfa,15,15,15,clamp,0,0,0,0,0,0,0,1799,3355,
516,Midgard Spellcast Start3,Sp_M_St3.kfa,15,15,15,clamp,0,0,0,0,0,0,0,1798,3354,
517,Hibernian Spellcast Start1,Sp_H_St1.kfa,15,15,15,clamp,0,0,0,0,0,0,0,1745,3356,
518,Hibernian Spellcast Start2,Sp_H_St2.kfa,15,15,15,clamp,0,0,0,0,0,0,0,1744,3355,
519,Hibernian Spellcast Start3(Not Used),Sp_H_St3.kfa,15,15,15,clamp,0,0,0,0,0,0,0,1743,3354,
520,Spellcast Middle1,Sp_Mid1.kfa,10,15,15,loop,0,0,0,0,0,0,0,1802,3356,
521,Spellcast Middle2,Sp_Mid2.kfa,10,15,15,loop,0,0,0,0,0,0,0,1742,3355,
522,Spellcast Middle3,Sp_Mid3.kfa,10,15,15,loop,0,0,0,0,0,0,0,1741,3354,
523,Spellcast Circular End1,Sp_Bless_End3.kfa,23,15,15,clamp,0,0,0,0,0,0,0,1753,3354,
524,Spellcast Stamp End2,Sp_Staff_End3.kfa,23,15,15,clamp,0,0,0,0,0,0,0,1740,3355,
525,Spellcast Backhand End1,Sp_Bkhand_End2.kfa,23,15,15,clamp,0,0,0,0,0,0,0,1754,3356,
526,Spellcast Wax-on End1,Sp_Waxon_End2.kfa,23,15,15,clamp,0,0,0,0,0,0,0,1738,3356,
527,Spellcast Upraised End1,Sp_Grand_End1.kfa,23,15,15,clamp,0,0,0,0,0,0,0,1806,3354,
528,Spellcast Arms-crossed End2,Sp_Armx_End1.kfa,23,15,15,clamp,0,0,0,0,0,0,0,1804,3356,
529,Undead walk,undead_walk.kfa,18,15,15,loop,0,0,0,0,0,0,0,1847,3247,
530,Undead run ,undead_run.kfa,15,15,15,loop,0,0,0,0,0,0,0,1847,3248,
531,Undead idle,undead_idle.kfa,30,2,15,loop,0,0,0,0,0,0,0, ,3249,
532,Troll 2h combat idle,ci_t_n2s.kfa,30,15,15,loop,0,0,0,0,0,0,0,1667,3249,
533,Undead Spellcast Start,undead_sp_st.kfa,15,15,15,clamp,0,0,0,0,0,0,0,1757,3356,
534,Undead Spellcast Mid,undead_sp_mid.kfa,10,15,15,loop,0,0,0,0,0,0,0,1756,3355,
535,Undead Spellcast End,undead_sp_end.kfa,23,15,15,clamp,0,0,0,0,0,0,0,1755,3354,
536,Spellcast DragZ End1,SP_dragz_end1.kfa,23,15,15,clamp,0,0,0,0,0,0,0,1805,3354,
537,Spellcast Generic Start2,Sp_Generic_St2.kfa,15,15,15,clamp,0,0,0,0,0,0,0,1751,3356,
538,Spellcast Generic End2,Sp_Generic_End2.kfa,23,15,15,clamp,0,0,0,0,0,0,0,1752,3354,
539,climb up,cl_h_up.kfa,16,15,15,loop,0,0,0,0,0,0,0,,,
540,climb down,cl_h_dwn.kfa,16,15,15,loop,0,0,0,0,0,0,0,,,
541,human swim idle,swi_h.kfa,18,10,15,loop,0,0,0,0,0,0,0,,,
542,longbow 1,a_h_2lb_1.kfa,37,15,15,clamp,0,0,0,0,0,0,0,1630,3363,
543,longbow 2,a_h_2lb_2.kfa,7,15,15,loop,0,0,0,0,0,0,0,1631,3362,
544,longbow 3,a_h_2lb_3.kfa,13,15,15,clamp,0,0,0,0,0,0,0,1632,3361,
545,longbow 4,a_h_2lb_4.kfa,30,15,15,clamp,0,0,0,0,0,0,0,1633,3363,
546,longbow 5,a_h_2lb_5.kfa,16,15,15,clamp,0,0,0,0,0,0,0,1634,3361,
547,longbow 6,a_h_2lb_6.kfa,23,15,15,loop,0,0,0,0,0,0,0,1635,3362,
548,crab attack,crab_attack.kfa,15,15,30,clamp,0,0,0,0,0,0,0,,,
549,crab combat idle,crab_cidle.kfa,15,15,30,loop,0,0,0,0,0,0,0,,,
550,crab death,crab_death.kfa,11,15,15,clamp,0,0,0,0,0,0,0,,,
551,crab flinch,crab_fli.kfa,11,15,30,clamp,0,0,0,0,0,0,0,,,
552,crab idle,crab_idle.kfa,22,15,15,loop,0,0,0,0,0,0,0,,,
553,crab run,crab_run.kfa,15,15,15,loop,0,0,0,0,0,0,0,,,
554,crab walk,crab_walk.kfa,21,15,15,loop,0,0,0,0,0,0,0,,,
556,scorption walk,scorp_walk.kfa,13,15,15,loop,0,0,0,0,0,0,0,,,
557,scorpion run,scorp_run.kfa,21,15,15,loop,0,0,0,0,0,0,0,,,
558,Critical Strike style 1,a_h_1r_cs01.kfa,15,15,15,clamp,0,0,0,0,0,0,0,,,
559,critical strike style 2,a_h_1r_cs02.kfa,15,15,15,clamp,0,0,0,0,0,0,0,1773,3249,
560,critical strike style 3,a_h_1r_cs03.kfa,15,15,15,clamp,0,0,0,0,0,0,0,1772,3249,
561,critical strike style 4,a_h_1r_cs04.kfa,31,15,15,clamp,0,0,0,0,0,0,0,1771,3249,
562,critical strike style 5,a_h_1r_cs05.kfa,25,15,15,clamp,0,0,0,0,0,0,0,1770,3249,
563,critical strike style 6,a_h_1r_cs06.kfa,25,15,15,clamp,0,0,0,0,0,0,0,1769,3249,
564,critical strike style 7,a_h_1r_cs07.kfa,26,15,15,clamp,0,0,0,0,0,0,0,1768,3249,
565,Throw distract anim,I_throw.kfa,25,15,15,clamp,0,0,0,0,0,0,0,,,
566,critical strike style 8,a_h_1r_cs08.kfa,24,15,15,clamp,0,0,0,0,0,0,0,1767,3249,
567,Classic Mount Horse,RH_H.kfa,7,15,15,loop,0,0,0,0,0,0,0,1853,,
568,rat attack high,rat_atthi.kfa,14,15,15,clamp,0,0,0,0,1,0,0,,,
569,rat attack low,rat_attlo.kfa,14,15,15,clamp,0,0,0,0,1,0,0,,,
570,rat combat idle,rat_cidle.kfa,16,15,15,loop,0,0,0,0,1,0,0,,,
571,rat dies,rat_death.kfa,7,15,15,clamp,0,0,0,0,1,0,0,,,
572,rat flinch,rat_fli.kfa,8,15,15,clamp,0,0,0,0,1,0,0,,,
573,rat _idle,rat_idle.kfa,16,15,15,loop,400,0,0,0,1,0,0,,,
574,rat_idle2,rat_idle2.kfa,60,15,15,loop,400,0,0,0,1,0,0,,,
575,rat _run,rat_run.kfa,8,7,15,loop,400,0,0,0,1,0,0,,,
576,rat _walk,rat_walk.kfa,16,4,15,loop,533,0,0,0,1,0,0,,,
577,A_H_D2_CS01_06.kfa(not used),A_H_D2_CS01_06.kfa,18,15,15,clamp,0,0,0,0,0,0,0,,,
578,Polearm Combat Style(not used),Cat_A_H_W2S_CS01_03.kfa,28,15,15,clamp,0,0,0,0,0,0,0,,,
581,Firbolg Sit a,s_fm_a.kfa,12,15,15,clamp,666,0,0,1,0,0,0,2196,3249,
582,Firbolg Sit b,s_fm_b.kfa,30,15,15,loop,333,0,0,1,0,0,0,2197,3249,
583,Frenzy Animation,a_h_1s_frenzy.kfa,20,10,15,clamp,600,0,0,0,0,0,0,1709,3249,
584,Dirt Throw,a_h_1s_dthrow.kfa,12,10,15,clamp,0,0,0,0,0,0,0,1708,3249,
585,lovecraft walk,land_walk.kfa,20,15,15,loop,900,0,0,0,0,0,0,,,
586,lovecraft run,land_run.kfa,10,15,15,loop,0,0,0,0,0,0,0,,,
587,lovecraft idle,land_idle.kfa,20,15,15,loop,0,0,0,0,0,0,0,,,
588,lovecraft idle1,land_idle1.kfa,30,15,15,loop,0,0,0,0,0,0,0,,,
589,lovecraft flinch,land_flinch.kfa,7,15,15,clamp,0,0,0,0,0,0,0,,,
590,lovecraft death,land_death.kfa,17,15,15,clamp,0,0,0,0,0,0,0,,,
591,lovecraft combat idle,land_cidle.kfa,14,15,15,loop,0,0,0,0,0,0,0,,,
592,lovecraft attack high,land_attackh.kfa,13,15,15,clamp,0,0,0,0,0,0,0,,,
593,lovecraft attack low,land_attackl.kfa,10,15,15,clamp,0,0,0,0,0,0,0,,,
594,lovecraft sea walk,sea_walk.kfa,20,15,15,loop,0,0,0,0,0,0,0,,,
595,lovecraft sea run,sea_run.kfa,10,15,15,loop,0,0,0,0,0,0,0,,,
596,lovecraft sea idle,sea_idle.kfa,20,15,15,loop,0,0,0,0,0,0,0,,,
597,pixie attacks 1,pixie_attack1.kfa,32,15,15,clamp,0,0,0,0,0,0,0,,,
598,pixie attacks 2,pixie_attack2.kfa,24,15,15,clamp,0,0,0,0,0,0,0,,,
