2500 Limit,,NIF,,Expansion,[0] Flex,[1] Flex,[2] Flex,[3] Flex,[4] Flex,[5] Flex,[6] Flex,[7] Flex,[8] Flex,[9] Flex,Back,Housing,Frontiers,New,Cata Morph,Cata Morph,Cata Morph,Cata Morph,Cata,Cata %,Helm
325,Hib Celtic Great Bow,H_bo_CelticGreatBow01,0,0,,,,,,,,,,,0,,,,,,,,,,
326,Hib Cutters Bow,H_bo_CuttersBow01,0,0,,,,,,,,,,,0,,,,,,,,,,
327,Hib Elven Long Bow,H_bo_ElvenLongBow01,0,0,,,,,,,,,,,0,,,,,,,,,,
328,Hib Elven Short Bow,H_bo_ElvenShortBow01,0,0,,,,,,,,,,,0,,,,,,,,,,
329,Hib Lurikeen Thorn Bow,H_bo_LurikeenThornBow01,0,0,,,,,,,,,,,0,,,,,,,,,,
330,Hib Recurve Bow,H_bo_RecurveShortBow01,0,0,,,,,,,,,,,0,,,,,,,,,,
331,Hib Recurve Long Bow,H_bo_RecurveLongBow01,0,0,,,,,,,,,,,0,,,,,,,,,,
332,Hib Firbolg Great Scythe,H_sc_FirbolgGreatScythe01,0,0,,,,,,,,,,,0,,,,,,,,,,
333,Hib Firbolg Scythe,H_sc_FirbolgScythe01,0,0,,,,,,,,,,,0,,,,,,,,,,
334,Hib Greatwar Scythe,H_sc_GreatWarScythe01,0,0,,,,,,,,,,,0,,,,,,,,,,
335,Hib Harvest Scythe,H_sc_HarvestScythe01,0,0,,,,,,,,,,,0,,,,,,,,,,
336,Hib Martial Scythe,H_sc_MartialScythe01,0,0,,,,,,,,,,,0,,,,,,,,,,
337,Hib Scythe,H_sc_Scythe01,0,0,,,,,,,,,,,0,,,,,,,,,,
338,Hib War Scythe,H_sc_WarScythe01,0,0,,,,,,,,,,,0,,,,,,,,,,
339,Hib Arrowhead Spear,H_sp_ArrowheadSpear01,0,0,,,,,,,,,,,-10,,,,,,,,,,
340,Hib Cruel Spear,H_sp_CruelSpear01,0,0,,,,,,,,,,,-10,,,,,,,,,,
341,Hib Elven Spear,H_sp_ElvenSpear01,0,0,,,,,,,,,,,-10,,,,,,,,,,
342,Hib Firbolg Spear,H_sp_FirbolgSpear01,0,0,,,,,,,,,,,-10,,,,,,,,,,
343,Hib Harpoon,H_sp_Harpoon01,0,0,,,,,,,,,,,-10,,,,,,,,,,
344,Hib Ribcatcher,H_sp_RibCatcher01,0,0,,,,,,,,,,,-10,,,,,,,,,,
345,Hib Twisted Spear,H_sp_Twistedspear01,0,0,,,,,,,,,,,-10,,,,,,,,,,
346,Hib Adze,H_th_Adze01,0,0,,,,,,,,,,,0,,,,,,,,,,
347,Hib Barbed Adze,H_th_BarbedAdze01,0,0,,,,,,,,,,,0,,,,,,,,,,
348,Hib Firbolg Adze,H_th_FirbolgAdze01,0,0,,,,,,,,,,,0,,,,,,,,,,
349,Hib Lurikeen Dagger,H_th_LurikeenDagger01,0,0,,,,,,,,,,,0,,,,,,,,,,
350,Hib Lurkeen Duel Dagger,H_th_LurikeenDuelingDagger01,0,0,,,,,,,,,,,0,,,,,,,,,,
351,Hib Lurkeen Duel Rapier,H_th_LurikeenDuelingRapier01,0,0,,,,,,,,,,,0,,,,,,,,,,
352,Hib Lurikeen Rapier,H_th_LurikeenRapier01,0,0,,,,,,,,,,,0,,,,,,,,,,
353,Hib War Adze,H_th_WarAdze01,0,0,,,,,,,,,,,0,,,,,,,,,,
354,TrollBroadSword,N_1h_TrollBroadSword01,0,0,,,,,,,,,,,,,,,,,,,,,
355,TrollDagger,N_1h_TrollDagger01,0,0,,,,,,,,,,,,,,,,,,,,,
356,TrollHammer,N_1h_TrollHammer01,0,0,,,,,,,,,,,,,,,,,,,,,
357,TrollHandAxe,N_1h_TrollHandAxe01,0,0,,,,,,,,,,,,,,,,,,,,,
358,TrollShortSword,N_1h_TrollShortSword01,0,0,,,,,,,,,,,,,,,,,,,,,
359,TrollWarAxe,N_1h_TrollWarAxe01,0,0,,,,,,,,,,,,,,,,,,,,,
360,TrollWarHammer,N_1h_TrollWarHammer01,0,0,,,,,,,,,,,,,,,,,,,,,
361,TrollGreatAxe,N_2h_TrollGreatAxe01,0,0,,,,,,,,,,,,,,,,,,,,,
362,TrollGreatHammer,N_2h_TrollGreatHammer01,0,0,,,,,,,,,,,,,,,,,,,,,
363,TrollGreatSword,N_2h_TrollGreatSword01,0,0,,,,,,,,,,,,,,,,,,,,,
364,TrollSpear,N_2h_TrollSpear01,0,0,,,,,,,,,,,,,,,,,,,,,
365,BladedClawGreave,N_hth_BladedClawGreave01,0,0,,,,,,,,,,,,,,,,,,,,,
366,BladedFangGreave,N_hth_BladedFangGreave01,0,0,,,,,,,,,,,,,,,,,,,,,
367,BladedMoonClaw,N_hth_BladedMoonClaw01,0,0,,,,,,,,,,,,,,,,,,,,,
368,BladedMoonFang,N_hth_BladedMoonFang01,0,0,,,,,,,,,,,,,,,,,,,,,
369,ClawGreave,N_hth_ClawGreave01,0,0,,,,,,,,,,,,,,,,,,,,,
370,FangGreave,N_hth_FangGreave01,0,0,,,,,,,,,,,,,,,,,,,,,
371,GreatBladedClawGreave,N_hth_GreatBladedClawGreave01,0,0,,,,,,,,,,,,,,,,,,,,,
372,GreatBladedFangGreave,N_hth_GreatBladedFangGreave01,0,0,,,,,,,,,,,,,,,,,,,,,
373,GreatBladedMoonClaw,N_hth_GreatBladedMoonClaw01,0,0,,,,,,,,,,,,,,,,,,,,,
374,GreatBladedMoonFang,N_hth_GreatBladedMoonFang01,0,0,,,,,,,,,,,,,,,,,,,,,
375,GreatClawGreave,N_hth_GreatClawGreave01,0,0,,,,,,,,,,,,,,,,,,,,,
376,GreatFangGreave,N_hth_GreatFangGreave01,0,0,,,,,,,,,,,,,,,,,,,,,
377,GreatMoonClaw,N_hth_GreatMoonClaw01,0,0,,,,,,,,,,,,,,,,,,,,,
378,GreatMoonFang,N_hth_GreatMoonFang01,0,0,,,,,,,,,,,,,,,,,,,,,
379,LargeBladedClawGreave,N_hth_LargeBladedClawGreave01,0,0,,,,,,,,,,,,,,,,,,,,,
380,LargeBladedFangGreave,N_hth_LargeBladedFangGreave01,0,0,,,,,,,,,,,,,,,,,,,,,
381,LargeBladedMoonClaw,N_hth_LargeBladedMoonClaw01,0,0,,,,,,,,,,,,,,,,,,,,,
382,LargeBladedMoonFang,N_hth_LargeBladedMoonFang01,0,0,,,,,,,,,,,,,,,,,,,,,
383,LargeClawGreave,N_hth_LargeClawGreave01,0,0,,,,,,,,,,,,,,,,,,,,,
384,LargeFangGreave,N_hth_LargeFangGreave01,0,0,,,,,,,,,,,,,,,,,,,,,
385,LargeMoonClaw,N_hth_LargeMoonClaw01,0,0,,,,,,,,,,,,,,,,,,,,,
386,LargeMoonFang,N_hth_LargeMoonFang01,0,0,,,,,,,,,,,,,,,,,,,,,
387,MoonClaw,N_hth_MoonClaw01,0,0,,,,,,,,,,,,,,,,,,,,,
388,MoonFang,N_hth_MoonFang01,0,0,,,,,,,,,,,,,,,,,,,,,
389,Norse Helm 3,NHelm3,1,0,,,,,,,,,,,,,,,,,,,3,,
390,Norse Helm 2,NHelm2,1,0,,,,,,,,,,,,,,,,,,,3,,
391,Norse Helm 1,NHelm1,1,0,,,,,,,,,,,,,,,,,,,2,,
392,Valkyn Helm 3,N_ValHelm3,1,0,,,,,,,,,,,,,,,,,,,3,,
393,Valkyn Helm 2,N_ValHelm2,1,0,,,,,,,,,,,,,,,,,,,2,,
394,Valkyn Helm 1,N_ValHelm1,1,0,,,,,,,,,,,,,,,,,,,2,,
395,Troll Helm 3,N_Trlhelm3,1,0,,,,,,,,,,,,,,,,,,,3,,
396,Troll Helm 2,N_Trlhelm2,1,0,,,,,,,,,,,,,,,,,,,3,,
397,Troll Helm 1,N_Trlhelm1,1,0,,,,,,,,,,,,,,,,,,,2,,
398,Hib Firb Helm 3,HF_helm3,1,0,,,,,,,,,,,,,,,,,,,3,,
399,Hib Firb Helm 2,HF_helm2,1,0,,,,,,,,,,,,,,,,,,,3,,
400,Hib Firb Helm 1,HF_helm1,1,0,,,,,,,,,,,,,,,,,,,2,,
401,Brit  Helm 3,helm3,1,0,,,,,,,,,,,,,,,,,,,3,,
402,Brit  Helm 2,helm2,1,0,,,,,,,,,,,,,,,,,,,3,,
403,Brit  Helm 1,helm1,1,0,,,,,,,,,,,,,,,,,,,2,,
404,Hib Sylv Helm 3,H_sylHelm3,1,0,,,,,,,,,,,,,,,,,,,3,,
405,Hib Sylv Helm 2,H_sylHelm2,1,0,,,,,,,,,,,,,,,,,,,3,,
406,Hib Sylv Helm 1,H_sylHelm1,1,0,,,,,,,,,,,,,,,,,,,2,,
407,Hib Helm 3,H_helm3,1,0,,,,,,,,,,,,,,,,,,,3,,
408,Hib Helm 2,H_helm2,1,0,,,,,,,,,,,,,,,,,,,3,,
409,Hib Helm 1,H_helm1,1,0,,,,,,,,,,,,,,,,,,,2,,
410,Dwarven 1H Hammer,N_1h_dwarvenhammer01,0,0,,,,,,,,,,,,,,,,,,,,,
411,Dwarven 1H Hand Axe,N_1h_dwarvenhandaxe01,0,0,,,,,,,,,,,,,,,,,,,,,
412,Dwarven 1H War Axe,N_1h_dwarvenwaraxe01,0,0,,,,,,,,,,,,,,,,,,,,,
413,Dwarven 1H War Hammer,N_1h_dwarvenwarhammer01,0,0,,,,,,,,,,,,,,,,,,,,,
414,Kobold Dagger,N_1h_KoboldDagger01,0,0,,,,,,,,,,,,,,,,,,,,,
415,Kobold Hand Axe,N_1h_koboldhandaxe01,0,0,,,,,,,,,,,,,,,,,,,,,
416,Kobold Long Sword,N_1h_koboldLongSword01,0,0,,,,,,,,,,,,,,,,,,,,,
417,Kobold Sap,N_1h_koboldsap01,0,0,,,,,,,,,,,,,,,,,,,,,
418,Kobold Short Sword,N_1h_koboldShortSword01,0,0,,,,,,,,,,,,,,,,,,,,,
419,Kobold War Axe,N_1h_koboldwaraxe01,0,0,,,,,,,,,,,,,,,,,,,,,
420,Kobold War Club,N_1h_KoboldWarClub01,0,0,,,,,,,,,,,,,,,,,,,,,
421,Troll 1H Broad Sword,N_1h_TrollBroadSword01,0,0,,,,,,,,,,,,,,,,,,,,,
422,Troll Dagger,N_1h_TrollDagger01,0,0,,,,,,,,,,,,,,,,,,,,,
423,Troll 1H Hammer,N_1h_TrollHammer01,0,0,,,,,,,,,,,,,,,,,,,,,
424,Troll Hand Axe,N_1h_TrollHandAxe01,0,0,,,,,,,,,,,,,,,,,,,,,
425,Troll Short Sword,N_1h_TrollShortSword01,0,0,,,,,,,,,,,,,,,,,,,,,
426,Troll 1H War Axe,N_1h_TrollWarAxe01,0,0,,,,,,,,,,,,,,,,,,,,,
427,Troll 1H War Hammer,N_1h_TrollWarHammer01,0,0,,,,,,,,,,,,,,,,,,,,,
428,Dwarven 2H Great Axe,N_2h_dwarvenGreatAxe01,0,0,,,,,,,,,,,,,,,,,,,,,
429,Dwarven Great Hammer,N_2h_DwarvenGreatHammer01,0,0,,,,,,,,,,,,,,,,,,,,,
430,Dwarven Spear,N_2h_dwarvenSpear01,0,0,,,,,,,,,,,,,,,,,,,,,
431,Kobold Great Axe,N_2h_KoboldGreatAxe01,0,0,,,,,,,,,,,,,,,,,,,,,
432,Kobold 2H Great Club,N_2h_KoboldGreatClub01,0,0,,,,,,,,,,,,,,,,,,,,,
433,Kobold Great Sword,N_2h_KoboldGreatSword01,0,0,,,,,,,,,,,,,,,,,,,,,
434,Troll Great Axe,N_2h_TrollGreatAxe01,0,0,,,,,,,,,,,,,,,,,,,,,
435,Troll Great Hammer,N_2h_TrollGreatHammer01,0,0,,,,,,,,,,,,,,,,,,,,,
436,Troll Great Sword,N_2h_TrollGreatSword01,0,0,,,,,,,,,,,,,,,,,,,,,
437,Troll Spear,N_2h_TrollSpear01,0,0,,,,,,,,,,,,,,,,,,,,,
438,Dwarven Crushing Bow,N_bo_DwarvenCrushingBow01,0,0,,,,,,,,,,,,,,,,,,,,,
439,Kobold Fang Bow,N_bo_KoboldFangBow01,0,0,,,,,,,,,,,,,,,,,,,,,
440,Viking Beared Bow,N_bo_VikingBeardedBow01,0,0,,,,,,,,,,,,,,,,,,,,,
441,Albion Mage Staff 01,b_st_magestaff01,0,0,,,,,,,,,,,,,,,,,,,,,
442,Albion Mage Staff 02,b_st_magestaff02,0,0,,,,,,,,,,,,,,,,,,,,,
443,Albion Mage Staff 03,b_st_magestaff03,0,0,,,,,,,,,,,,,,,,,,,,,
444,Albion Mage Staff 04,b_st_magestaff04,0,0,,,,,,,,,,,,,,,,,,,,,
445,Albion Mage Staff 05,b_st_magestaff05,0,0,,,,,,,,,,,,,,,,,,,,,
446,Necro Staff 01,b_st_necrostaff01,0,0,,,,,,,,,,,,,,,,,,,,,
447,Necro Staff 02,b_st_necrostaff02,0,0,,,,,,,,,,,,,,,,,,,,,
448,Hib Staff 01,h_st_staff04,0,0,,,,,,,,,,,,,,,,,,,,,
449,Hib Staff 02,h_st_staff05,0,0,,,,,,,,,,,,,,,,,,,,,
450,Hib Staff 03,h_st_staff06,0,0,,,,,,,,,,,,,,,,,,,,,
451,Hib Staff 04,h_st_staff07,0,0,,,,,,,,,,,,,,,,,,,,,
452,Hib Staff 05,h_st_staff08,0,0,,,,,,,,,,,,,,,,,,,,,
453,Hib Staff 06,h_st_staff09,0,0,,,,,,,,,,,,,,,,,,,,,
454,Hib Staff 07,h_st_staff10,0,0,,,,,,,,,,,,,,,,,,,,,
455,Hib Staff 08,h_st_staff11,0,0,,,,,,,,,,,,,,,,,,,,,
456,Hib Staff 09,h_st_staff12,0,0,,,,,,,,,,,,,,,,,,,,,
457,Hib Staff 10,h_st_staff13,0,0,,,,,,,,,,,,,,,,,,,,,
458,Hib Staff 11,h_st_staff14,0,0,,,,,,,,,,,,,,,,,,,,,
459,Hib Staff 12,h_st_staff15,0,0,,,,,,,,,,,,,,,,,,,,,
460,Hib Staff 13,h_st_staff16,0,0,,,,,,,,,,,,,,,,,,,,,
461,Common  Buckler Shield,Shield_Buckler,1,0,,,,,,,,,,,,,,,,,,,,,
462,Common Heater Shield,Shield_Heater,1,0,,,,,,,,,,,,,,,,,,,,,
463,Common LBlock Shield,Shield_LBlock,1,0,,,,,,,,,,,,,,,,,,,,,
464,Common LHeater Shield,Shield_LHeater,1,0,,,,,,,,,,,,,,,,,,,,,
465,Common LRound Shield,Shield_LRound,1,0,,,,,,,,,,,,,,,,,,,,,
466,Common MBlock Shield,Shield_MBlock,1,0,,,,,,,,,,,,,,,,,,,,,
467,Common MRound Shield,Shield_MRound,1,0,,,,,,,,,,,,,,,,,,,,,
468,Alb Shield 01,B_Shield_AlbionBuckler,1,0,,,,,,,,,,,,,,,,,,,,,
469,Alb Shield 02,B_Shield_GreatHorned,1,0,,,,,,,,,,,,,,,,,,,,,
470,Alb Shield 03,B_Shield_GreatKite,1,0,,,,,,,,,,,,,,,,,,,,,
471,Alb Shield 04,B_Shield_Horned,1,0,,,,,,,,,,,,,,,,,,,,,
472,Alb Shield 05,B_Shield_Kite,1,0,,,,,,,,,,,,,,,,,,,,,
473,Alb Shield 06,B_Shield_KiteBuckler,1,0,,,,,,,,,,,,,,,,,,,,,
474,Alb Shield 07,B_Shield_Tower,1,0,,,,,,,,,,,,,,,,,,,,,
475,Mid Shield 01,M_Shield_Crescent,1,0,,,,,,,,,,,,,,,,,,,,,
476,Mid Shield 02,M_Shield_Grave,1,0,,,,,,,,,,,,,,,,,,,,,
477,Mid Shield 03,M_Shield_GraveBuckler,1,0,,,,,,,,,,,,,,,,,,,,,
478,Mid Shield 04,M_Shield_GreatCrescent,1,0,,,,,,,,,,,,,,,,,,,,,
479,Mid Shield 05,M_Shield_GreatGrave,1,0,,,,,,,,,,,,,,,,,,,,,
480,Mid Shield 06,M_Shield_NorseBuckler,1,0,,,,,,,,,,,,,,,,,,,,,
481,Mid Shield 07,M_Shield_NorseTower,1,0,,,,,,,,,,,,,,,,,,,,,
482,Hib Shield 01,H_Shield_Celtic,1,0,,,,,,,,,,,,,,,,,,,,,
483,Hib Shield 02,H_Shield_CelticBuckler,1,0,,,,,,,,,,,,,,,,,,,,,
484,Hib Shield 03,H_Shield_CelticTower,1,0,,,,,,,,,,,,,,,,,,,,,
485,Hib Shield 04,H_Shield_GreatCeltic,1,0,,,,,,,,,,,,,,,,,,,,,
486,Hib Shield 05,H_Shield_GreatLeafPoint,1,0,,,,,,,,,,,,,,,,,,,,,
487,Hib Shield 06,H_Shield_LeafPoint,1,0,,,,,,,,,,,,,,,,,,,,,
488,Hib Shield 07,H_Shield_LeafPointBuckler,1,0,,,,,,,,,,,,,,,,,,,,,
489,Hib Helm 4,H_helm4,1,0,,,,,,,,,,,,,,,,,,,3,,
490,Hib Sylvan Helm 4,H_sylHelm4,1,0,,,,,,,,,,,,,,,,,,,3,,
491,Albion Helm 4,Helm4,1,0,,,,,,,,,,,,,,,,,,,3,,
492,Albion Helm 5,Helm5,1,0,,,,,,,,,,,,,,,,,,,3,,
493,Firbolg Helm 4,HF_helm4,1,0,,,,,,,,,,,,,,,,,,,3,,
494,Troll Helm 4,N_TRLhelm4,1,0,,,,,,,,,,,,,,,,,,,3,,
495,Valkyn Helm 4,N_ValHelm4,1,0,,,,,,,,,,,,,,,,,,,3,,
496,Norse Helm 4,NHelm4,1,0,,,,,,,,,,,,,,,,,,,3,,
497,VFX_helmet_NULL-FirF,VFX_helmet_NULL-FirF,0,4,,,,,,,,,,,,,,,,,,,1,,
498,Gandalf Hat Albion,b_hat01,1,0,,,,,,,,,,,,,,,,,,,2,,
499,Gandalf Hat Hib Celt & Elf,hce_hat01,1,0,,,,,,,,,,,,,,,,,,,2,,
500,Gandalf Hat Hib Firb & Keen,hfl_hat01,1,0,,,,,,,,,,,,,,,,,,,2,,
501,Gandalf Hat Hib Sylvan,hs_hat01,1,0,,,,,,,,,,,,,,,,,,,2,,
502,Gandalf Hat Mid Hum & Dwar,nhd_hat01,1,0,,,,,,,,,,,,,,,,,,,2,,
503,Gandalf Hat Mid Troll,nt_hat01,1,0,,,,,,,,,,,,,,,,,,,2,,
504,Gandalf Hat Mid Kobold,nk_hat01,1,0,,,,,,,,,,,,,,,,,,,2,,
505,Gandalf Hat Mid Valkyn,nv_hat01,1,0,,,,,,,,,,,,,,,,,,,2,,
506,VFX_helmet_NULL-FrostM,VFX_helmet_NULL-FrostM,0,4,,,,,,,,,,,,,,,,,,,1,,
507,VFX_helmet_NULL-FrostF,VFX_helmet_NULL-FrostF,0,4,,,,,,,,,,,,,,,,,,,1,,
508,VFX_helmet_NULL-LuriM,VFX_helmet_NULL-LuriM,0,4,,,,,,,,,,,,,,,,,,,1,,145
509,VFX_helmet_NULL-LuriF,VFX_helmet_NULL-LuriF,0,4,,,,,,,,,,,,,,,,,,,1,,145
510,VFX_helmet_NULL-ValM,VFX_helmet_NULL-ValM,0,4,,,,,,,,,,,,,,,,,,,1,,130
511,VFX_helmet_NULL-ValF,VFX_helmet_NULL-ValF,0,4,,,,,,,,,,,,,,,,,,,1,,122
512,VFX_helmet_NULL-SylM,VFX_helmet_NULL-SylM,0,4,,,,,,,,,,,,,,,,,,,1,,
513,VFX_helmet_NULL-SylF,VFX_helmet_NULL-SylF,0,4,,,,,,,,,,,,,,,,,,,1,,
514,VFX_helmet_NULL-FirM,VFX_helmet_NULL-FirM,0,4,,,,,,,,,,,,,,,,,,,1,,
515,Robin Hood - Alb,b_hat03,1,0,,,,,,,,,,,,,,,,,,,2,,
516,Robin Hood - Hib,h_hat03,1,0,,,,,,,,,,,,,,,,,,,2,,
517,Robin Hood - Hib Sylvan,hs_hat03,1,0,,,,,,,,,,,,,,,,,,,2,,
518,Fur Cap - Mid,nhdt_hat03,1,0,,,,,,,,,,,,,,,,,,,2,,
519,Fur Cap - Mid Kobold,nk_hat03,1,0,,,,,,,,,,,,,,,,,,,2,,
520,Fur Cap - Mid Valkyn,nv_hat03,1,0,,,,,,,,,,,,,,,,,,,2,,
521,Alb- Tarboosh,b_hat04,1,0,,,,,,,,,,,,,,,,,,,2,,
522,Hib Leaf Hat - Celt/Elf,hce_hat04,1,0,,,,,,,,,,,,,,,,,,,2,,
523,Hib Leaf Hat - Firb/Keen,hfl_hat04,1,0,,,,,,,,,,,,,,,,,,,2,,
524,Hib Leaf Hat - Sylvan,hs_hat04,1,0,,,,,,,,,,,,,,,,,,,2,,
525,Mid Wing Hat  -Valkyn,nv_hat04,1,0,,,,,,,,,,,,,,,,,,,2,,
526,Mid Wing Hat  - Kobold,nk_hat04,1,0,,,,,,,,,,,,,,,,,,,2,,
527,Mid Wing Hat,nhdt_hat04,1,0,,,,,,,,,,,,,,,,,,,2,,
528,Alb Jester Hat,b_hat05,1,0,,,,,,,,,,,,,,,,,,,2,,
529,Hib Stag Helm-Celt/Elf,hce_hat05,1,0,,,,,,,,,,,,,,,,,,,2,,
530,Hib Stag Helm-Firb/Keen,hfl_hat05,1,0,,,,,,,,,,,,,,,,,,,2,,
531,Hib Stag Helm-Sylvan,hs_hat05,1,0,,,,,,,,,,,,,,,,,,,2,,
532,Mid Wolf Helm Valkyn,nv_hat05,1,0,,,,,,,,,,,,,,,,,,,2,,
533,Mid Wolf Helm Kobold,nk_hat05,1,0,,,,,,,,,,,,,,,,,,,2,,
534,Mid Wolf Helm Troll,nt_hat05,1,0,,,,,,,,,,,,,,,,,,,2,,
535,Mid Wolf Helm Hum Drawf,nhd_hat05,1,0,,,,,,,,,,,,,,,,,,,2,,
536,Tiarra - Troll,nt_hat06,1,0,,,,,,,,,,,,,,,,,,,2,,
537,Tiarra - Sylvan,hs_hat06,1,0,,,,,,,,,,,,,,,,,,,2,,
538,Tiarra - Celt/Elf,hce_hat06,1,0,,,,,,,,,,,,,,,,,,,2,,
539,Tiarra - Firb/Keen,hfl_hat06,1,0,,,,,,,,,,,,,,,,,,,2,,
540,Tiarra - Alb,b_hat06,1,0,,,,,,,,,,,,,,,,,,,2,,
541,Tiarra - Valk,nv_hat06,1,0,,,,,,,,,,,,,,,,,,,2,,
542,Tiarra - Kobold,nk_hat06,1,0,,,,,,,,,,,,,,,,,,,2,,
543,Tiara -Mid Hum and Dwf,nhd_hat06,1,0,,,,,,,,,,,,,,,,,,,2,,
544,Ground Target,gtarget,0,0,,,,,,,,,,,,,,,,,,,,,
545,Dummy 1,ext_wall_1x14,0,0,,,,,,,,,,,,1,,,,,,,,,
546,Dummy 2,ext_wall_corner,0,0,,,,,,,,,,,,1,,,,,,,,,
547,Dummy 3,ext_wall_1x4,0,0,,,,,,,,,,,,1,,,,,,,,,
548,Tiara - Alb Saracen Fem,bsf_hat06,1,0,,,,,,,,,,,,,,,,,,,2,,
549,Tiara - Alb Saracen Male,bs_hat06,1,0,,,,,,,,,,,,,,,,,,,2,,
550,Tiara - Alb Avalon Fem,ba_hat06,1,0,,,,,,,,,,,,,,,,,,,2,,
551,Tiara - Alb Incon Male,bi_hat06,1,0,,,,,,,,,,,,,,,,,,,2,,
552,Exterior Bench 1,ext_bench_01,0,0,,,,,,,,,,,,1,,,,,,,,,
553,Exterior Bench 2,ext_bench_02,0,0,,,,,,,,,,,,1,,,,,,,,,
554,Exterior Birdbath,ext_birdbath_01,0,0,,,,,,,,,,,,1,,,,,,,,,
555,Exterior Fountain 01,ext_fountain_01,0,0,,,,,,,,,,,,1,,,,,,,,,
556,Exterior Fountain 02,ext_fountain_02,0,0,,,,,,,,,,,,1,,,,,,,,,
557,Exterior Fountain 03,ext_fountain_03,0,0,,,,,,,,,,,,1,,,,,,,,,
558,Exterior Fountain 04,ext_fountain_04,0,0,,,,,,,,,,,,1,,,,,,,,,
559,Exterior Garden 01,ext_garden_01,0,0,,,,,,,,,,,,1,,,,,,,,,
560,Exterior Garden 02,ext_garden_02,0,0,,,,,,,,,,,,1,,,,,,,,,
561,Exterior Garden 03,ext_garden_03,0,0,,,,,,,,,,,,1,,,,,,,,,
562,Exterior Hedge 01,ext_hedge_01,0,0,,,,,,,,,,,,1,,,,,,,,,
563,Exterior Plant 01,ext_plant_01,0,0,,,,,,,,,,,,1,,,,,,,,,
564,Exterior Plant 02,ext_plant_02,0,0,,,,,,,,,,,,1,,,,,,,,,
565,Exterior Sundial,ext_sundial_01,0,0,,,,,,,,,,,,1,,,,,,,,,
566,Midgard PHouse Lot,MLot,0,0,,,,,,,,,,,,1,,,,,,,,,
567,Hibernia PHouse Lot,Hlot,0,0,,,,,,,,,,,,1,,,,,,,,,
568,Albion PHouse Lot,Alot,0,0,,,,,,,,,,,,1,,,,,,,,,
569,PlayH - Barrel,int_floor_barrel_01,0,0,,,,,,,,,,,,1,,,,,,,,,
570,PlayH - Bed 01,int_floor_bed_01,0,0,,,,,,,,,,,,1,,,,,,,,,
571,PlayH - Bed 02,int_floor_bed_02,0,0,,,,,,,,,,,,1,,,,,,,,,
572,PlayH - Bed 03,int_floor_bed_03,0,0,,,,,,,,,,,,1,,,,,,,,,
573,PlayH - Bench 01,int_floor_bench_01,0,0,,,,,,,,,,,,1,,,,,,,,,
574,PlayH - Bench 02,int_floor_bench_02,0,0,,,,,,,,,,,,1,,,,,,,,,
575,PlayH - Bench 03,int_floor_bench_03,0,0,,,,,,,,,,,,1,,,,,,,,,
576,PlayH - Bookshelf 01,int_floor_bookshelf_01,0,0,,,,,,,,,,,,1,,,,,,,,,
577,PlayH - Bookshelf 02,int_floor_bookshelf_02,0,0,,,,,,,,,,,,1,,,,,,,,,
578,PlayH - Box,int_floor_box_01,0,0,,,,,,,,,,,,1,,,,,,,,,
579,PlayH - Chair 01,int_floor_chair_01,0,0,,,,,,,,,,,,1,,,,,,,,,
580,PlayH - Chair 02,int_floor_chair_02,0,0,,,,,,,,,,,,1,,,,,,,,,
581,PlayH - Chair 03,int_floor_chair_03,0,0,,,,,,,,,,,,1,,,,,,,,,
582,PlayH - Chair 04,int_floor_chair_04,0,0,,,,,,,,,,,,1,,,,,,,,,
583,PlayH - Chair 05,int_floor_chair_05,0,0,,,,,,,,,,,,1,,,,,,,,,
584,PlayH - Chair 06,int_floor_chair_06,0,0,,,,,,,,,,,,1,,,,,,,,,
585,PlayH Chest 01,int_floor_chest_01,0,0,,,,,,,,,,,,1,,,,,,,,,
586,PlayH Chest 02,int_floor_chest_02,0,0,,,,,,,,,,,,1,,,,,,,,,
587,PlayH Chest 03,int_floor_chest_03,0,0,,,,,,,,,,,,1,,,,,,,,,
588,PlayH Desk 01,int_floor_desk_01,0,0,,,,,,,,,,,,1,,,,,,,,,
589,PlayH Desk 02,int_floor_desk_02,0,0,,,,,,,,,,,,1,,,,,,,,,
590,PlayH Desk 03,int_floor_desk_03,0,0,,,,,,,,,,,,1,,,,,,,,,
591,PlayH - Rnd Table 01,int_floor_table_round_01,0,0,,,,,,,,,,,,1,,,,,,,,,
592,PlayH - Rnd Table 02,int_floor_table_round_02,0,0,,,,,,,,,,,,1,,,,,,,,,
593,PlayH Square Table 01,int_floor_table_square_01,0,0,,,,,,,,,,,,1,,,,,,,,,
594,PlayH Square Table 02,int_floor_table_square_02,0,0,,,,,,,,,,,,1,,,,,,,,,
595,PlayH - Ant Trophy,int_floor_trophy_ant_01,0,0,,,,,,,,,,,,1,,,,,,,,,
596,PlayH - Badger Trophy,int_floor_trophy_badger_01,0,0,,,,,,,,,,,,1,,,,,,,,,
597,PlayH - Wolf Trophy,int_floor_trophy_black_wolf_01,0,0,,,,,,,,,,,,1,,,,,,,,,
598,PlayH - Boar Trophy,int_floor_trophy_boar_01,0,0,,,,,,,,,,,,1,,,,,,,,,
599,PlayH - Cock Trophy,int_floor_trophy_cockatrice_01,0,0,,,,,,,,,,,,1,,,,,,,,,
600,PlayH - Frog Trophy,int_floor_trophy_frog_01,0,0,,,,,,,,,,,,1,,,,,,,,,
