Information,,Skin,,Archive,Expansion,,Housing,Material,Material,Material
1157,cave goblin whelp,cavegoblin_whelp.tga,0,11,0,0,,0,,
1158,cave goblin warrior,cavegoblin_warrior.tga,0,11,0,0,,0,,
1159,white boar,boar_white.tga,0,11,0,0,,0,,
1160,fire frog,frog_fire.tga,0,11,0,0,,0,,
1161,Vendo Man,vendo_man.tga,0,12,0,0,,0,,
1162,Stag Man,stag_man.tga,0,12,0,0,,0,,
1163,Giant Mite,giantmite.tga,0,12,0,0,,0,,
1164,Weird land creature,land2legs.tga,0,12,0,0,,0,,
1165,Weird Sea Creature,sea2legs.tga,0,12,0,0,,0,,
1166,black ant,ant_black.tga,0,12,0,0,,0,,
1167,Cave Goblin King,cavegoblin_king.tga,0,12,0,0,,0,,
1168,Cave Goblin shaman,cavegoblin_shaman.tga,0,12,0,0,,0,,
1169,cave goblin whelp,cavegoblin_whelp.tga,0,12,0,0,,0,,
1170,blue crab,crab_blue.tga,0,12,0,0,,0,,
1171,rock crab,crab_rock.tga,0,12,0,0,,0,,
1172,sand crab,crab_sandy.tga,0,12,0,0,,0,,
1173,black widow crab,crab_widow.tga,0,12,0,0,,0,,
1174,scaled rocky frog,frog_scaled.tga,0,12,0,0,,0,,
1175,frostbite huldu/brownie,frostbite.tga,0,12,0,0,,0,,
1176,rock lizard,lizard_rock.tga,0,12,0,0,,0,,
1177,forest scorpion,scorpion_forest.tga,0,12,0,0,,0,,
1178,rock scorpion,scorpion_rock.tga,0,12,0,0,,0,,
1179,green troglodyte,troglo_mucky.tga,0,12,0,0,,0,,
1180,forest cyclops,cyclops_forest.tga,0,12,0,0,,0,,
1181,ice cyclops,cyclops_ice.tga,0,12,0,0,,0,,
1182,Stone ,skrag_stone.tga,0,12,0,0,,0,,
1183,Pixie base skin,pixie.tga,0,13,0,0,,0,,
1184,Dragon body 1,r_drag_bod1.tga,0,13,0,0,,0,,
1185,dragon head 1,r_drag_hed1.tga,0,13,0,0,,0,,
1186,dragon wing 1,r_drag_wng1.tga,0,13,0,0,,0,,
1187,demon,demon01.tga,0,13,0,0,,0,,
1188,imp,imp01.tga,0,13,0,0,,0,,
1189,Afanc head,afanchead01.tga,0,13,0,0,,0,,
1190,afanc body,afancbody01.tga,0,13,0,0,,0,,
1191,Afanc baby base skin,afancyoung01.tga,0,13,0,0,,0,,
1192,rock ogre boss,ogre_rock_boss.tga,0,13,0,0,,0,,
1193,mid-level rock ogre,ogre_rock_mid.tga,0,13,0,0,,0,,
1194,rock ogre flunky,ogre_rock_low.tga,0,13,0,0,,0,,
1195,wolf dragon body,w_drag_bod1.tga,0,14,0,0,,0,,
1196,wolf dragon head,w_drag_hed1.tga,0,14,0,0,,0,,
1197,wolf dragon wing,w_drag_wng1.tga,0,14,0,0,,0,,
1198,stone dragon body,s_drag_bod1.tga,0,14,0,0,,0,,
1199,stone dragon head,s_drag_hed1.tga,0,14,0,0,,0,,
1200,stone dragon wings,s_drag_wng1.tga,0,14,0,0,,0,,
1201,Scaley werewolf leader,werewolf_leader_dragon.tga,0,14,0,0,,0,,
1202,Scaley werewolf Shaman,werewolf_shaman_dragon.tga,0,14,0,0,,0,,
1203,Scaley werewolf soldier,werewolf_soldier_dragon.tga,0,14,0,0,,0,,
1204,glimmer dragon body,g_drag_bod1.tga,0,14,0,0,,0,,
1205,glimmer dragon head,g_drag_hed1.tga,0,14,0,0,,0,,
1206,glimmer dragon wing,g_drag_wng1.tga,0,14,0,0,,0,,
1207,Dragowolf Base skin,dragwolf1.tga,0,14,0,0,,0,,
1208,Male Svartalf Skin,svartalf_m.tga,0,14,0,0,,0,,
1209,Glimmer knight face,glimmerknight_face.tga,0,15,0,0,,0,,
1210,glimmer Knight body 2,glimmerknight2.tga,0,15,0,0,,0,,
1211,Glimmer Knight body 1,glimmerknight.tga,0,15,0,0,,0,,
1212,Glimmer Caster,glimmercaster.tga,0,15,0,0,,0,,
1213,Glimmer Caster 2,glimmercaster2.tga,0,15,0,0,,0,,
1214,Glimmer Caster Glow Map,glimmercaster_glow.tga,3,15,0,0,,0,,
1215,Glimmer Ghoul,glimmerghoul.tga,0,15,0,0,,0,,
1216,Glimmer Ghoul Glow Map,glimmerghoul_glow.tga,3,15,0,0,,0,,
1217,Glimmer Knight Glow Map,glimmerknight_glow.tga,3,15,0,0,,0,,
1218,Glimmer Knight 2 Glow Map,glimmerknight2_glow.tga,3,15,0,0,,0,,
1219,Skinny Giant body,giant2_body01.tga,0,15,0,0,,0,,
1220,Skinny Giant lower body,giant2_lbody01.tga,0,15,0,0,,0,,
1221,Skinny Giant 2 body,giant2_body02.tga,0,16,0,0,,0,,
1222,Skinny Giant 2 lower body,giant2_lbody02.tga,0,16,0,0,,0,,
1223,Female Svartalf,svartalf_f.tga,0,16,0,0,,0,,
1224,Ashmonger,ashmonger.tga,0,16,0,0,,0,,
1225,glimmer dragon body glowmap,g_drag_glowbod1.tga,3,16,0,0,,0,,
1226,glimmer dragon head glowmap,g_drag_glowhed1.tga,3,16,0,0,,0,,
1227,glimmer dragon wing glowmap,g_drag_glowwng1.tga,3,16,0,0,,0,,
1228,Garden Pixie,pixiegarden.tga,0,16,0,0,,0,,
1229,Fair Pixie,pixiefair.tga,0,16,0,0,,0,,
1230,Flower Pixie,pixieflower.tga,0,16,0,0,,0,,
1231,Evil Pixie,pixieevil.tga,0,16,0,0,,0,,
1232,Evil Pixie Glow Map,pixieevil_glow.tga,3,16,0,0,,0,,
1233,Legion body,corpsetile.tga,0,16,0,0,,0,,
1234,Legion Head,corpseparts.tga,0,16,0,0,,0,,
1235,Legion torso darkmap,soulkeep_torsodark.tga,2,16,0,0,,0,,
1236,Legion leg darkmap,soulkeep_legdark.tga,2,16,0,0,,0,,
1237,Legion arms darkmap,soulkeep_armsdark.tga,2,16,0,0,,0,,
1238,Ash Demon,demon_ash.tga,0,16,0,0,,0,,
1239,Fiery Demon,demon_fiery.tga,0,16,0,0,,0,,
1240,Glimmer Caster Demon,glimcast_demon.tga,0,16,0,0,,0,,
1241,Golden Imp,imp_gold.tga,0,16,0,0,,0,,
1242,Red Imp,imp_red.tga,0,16,0,0,,0,,
1243,Fiery Scorpion,scorpion_fiery.tga,0,16,0,0,,0,,
1244,Fiery Spider,spider_fiery.tga,0,16,0,0,,0,,
1245,3 headed demon arms,3hd_arm.tga,0,17,0,0,,0,,
1246,3 headed demon body,3hd_body.tga,0,17,0,0,,0,,
1247,3 headed demon head,3hd_head.tga,0,17,0,0,,0,,
1248,3 headed demon legs,3hd_legs.tga,0,17,0,0,,0,,
1249,Hag,hag.tga,0,17,0,0,,0,,
1250,Succubus,succubus.tga,0,17,0,0,,0,,
1251,Evil Svartalf Male,svartalf_redm.tga,0,17,0,0,,0,,
1252,Evil Svartalf Female,svartalf_redf.tga,0,17,0,0,,0,,
1253,wolf 2 base,wolf2.tga,0,17,0,0,,0,,
1254,black wolf 2,wolf2_black.tga,0,17,0,0,,0,,
1255,demon wolf 2,wolf2_demon.tga,0,17,0,0,,0,,
1256,white wolf 2,wolf2_white.tga,0,17,0,0,,0,,
1257,zombie wolf 2,wolf2_zombie.tga,0,17,0,0,,0,,
1258,Dark Knight Cloak,dark_knight_cloak.tga,0,17,0,0,,0,,
1259,Dark Knight Body,dark_knight.tga,0,17,0,0,,0,,
1260,Demon Knight,demon_knight.tga,0,17,0,0,,0,,
1261,Demon Knight Glowmap,demon_knight_glow.tga,3,17,0,0,,0,,
1262,Standard Wraith,wraith.tga,0,17,0,0,,0,,
1263,Demon Wraith,wraith_demon.tga,0,17,0,0,,0,,
1264,Standard Hulker,hulker.tga,0,17,0,0,,0,,
1265,locust head head,locust_head.tga,0,17,0,0,,0,,
1266,locust head body,locust_body.tga,0,17,0,0,,0,,
1267,locust head legs,locust_legs.tga,0,17,0,0,,0,,
1268,locust head sword,locust_arms.tga,0,17,0,0,,0,,
1269,legless zombie 1,tortured_soul.tga,0,17,0,0,,0,,
1270,legless zombie 2,tortured_soul2.tga,0,17,0,0,,0,,
1271,Hulker 2,hulker_leader01.tga,0,17,0,0,,0,,
1272,Hulker 3,hulker_leader02.tga,0,17,0,0,,0,,
1273,Hulker 4,hulker_leader03.tga,0,17,0,0,,0,,
1274,Demon Hag,hag_demon.tga,0,17,0,0,,0,,
1275,Beetle(Green),Beetle_green.tga,0,18,0,0,,0,,
1276,Beetle(Orange),Beetle_orange.tga,0,18,0,0,,0,,
1277,Beetle(Blue),Beetle_blue.tga,0,18,0,0,,0,,
1278,Gnome (Standard),Gnome1.tga,0,18,0,0,,0,,
1279,Gnome (Variaton),Gnome2.tga,0,18,0,0,,0,,
1280,Gnome (Evil),Gnome_evil.tga,0,18,0,0,,0,,
1281,Human Diseased 1,human_diseasedF.tga,0,18,0,0,,0,,
1282,Human Diseased 2,human_diseasedM.tga,0,18,0,0,,0,,
1283,Pixie Anger,Pixie_anger.tga,0,18,0,0,,0,,
1284,Pixie Fair,Pixie_fair.tga,0,18,0,0,,0,,
1285,Zombie Male Firby,Hfirbolg_zombieM.tga,0,19,0,0,,0,,
1286,Zombie Female Firby,Hfirbolg_zombieF.tga,0,19,0,0,,0,,
1287,Zombie Female Kobold,Nkobold_zombieF.tga,0,19,0,0,,0,,
1288,Zombie Male Kobold,Nkobold_zombieM.tga,0,19,0,0,,0,,
1289,Praying Mantis Normal,Pmantis.tga,0,100,1,0,,0,,
1290,Praying Mantis Green,Pmantis_green.tga,0,100,1,0,,0,,
1291,Praying Mantis Red,Pmantis_red.tga,0,100,1,0,,0,,
1292,Primitive,Primitive.tga,0,100,1,0,,0,,
1293,Wolf (Normal),Wolf2.tga,0,100,1,0,,0,,
1294,Wolf (Black),wolf2_black.tga,0,100,1,0,,0,,
1295,Wolf (Demon),wolf2_demon.tga,0,100,1,0,,0,,
1296,Wolf (White),wolf2_white.tga,0,100,1,0,,0,,
1297,Wolf (Zombie),wolf2_zombie.tga,0,100,1,0,,0,,
1298,SaberTooth (Normal),Sabretooth.tga,0,100,1,0,,0,,
1299,SaberTooth (Cave Lion),Sabretooth_cavelion.tga,0,100,1,0,,0,,
1300,SaberTooth (Striped),Sabretooth_striped.tga,0,100,1,0,,0,,
1301,Gryphon 1 ,Gryphon_body.tga,0,100,1,0,,0,,
1302,Gryphon 1(Wings),Gryphon_wing.tga,0,100,1,0,,0,,
1303,Gryphon 2  (Normal),Gryphon_body.tga,0,100,1,0,,0,,
1304,Gryphon 2  (Black),Gryphon_body_black.tga,0,100,1,0,,0,,
1305,Twisted Sylvan,Twisted_sylvan.tga,0,100,1,0,,0,,
1306,Fomorian,Fomorian1.tga,0,100,1,0,,0,,
1307,Cniocrag,Cniogcrag.tga,0,100,1,0,,0,,
1308,Megaloceros,Megaloceros.tga,0,100,1,0,,0,,
1309,Shriller,Shriller.tga,0,100,1,0,,0,,
1310,Amphiptere,Amphiptere.tga,0,100,1,0,,0,,
1311,Wooly Serpent,Woolyserpent.tga,0,100,1,0,,0,,
1320,Sylvan Female Head 1,syl_fhed1.tga,1,21,0,0,,0,,
1321,Sylvan Female Head 2,syl_fhed2.tga,1,21,0,0,,0,,
1322,Sylvan Female Head 3,syl_fhed3.tga,1,21,0,0,,0,,
1323,Sylvan Female Head 4,syl_fhed4.tga,1,21,0,0,,0,,
1324,Sylvan Female Head 5,syl_fhed5.tga,1,21,0,0,,0,,
1325,Sylvan Female Head 6,syl_fhed6.tga,1,21,0,0,,0,,
1326,Sylvan Male Head 1,syl_mhed1.tga,1,21,0,0,,0,,
1327,Sylvan Male Head 2,syl_mhed2.tga,1,21,0,0,,0,,
1328,Sylvan Male Head 3,syl_mhed3.tga,1,21,0,0,,0,,
1329,Sylvan Male Head 4,syl_mhed4.tga,1,21,0,0,,0,,
1330,Sylvan Male Head 5,syl_mhed5.tga,1,21,0,0,,0,,
1331,Sylvan Male Head 6,syl_mhed6.tga,1,21,0,0,,0,,
1332,Sylvan Body Male,syl_cth0_body1m.tga,0,21,0,0,,0,,
1333,Sylvan Body Female,syl_cth0_body1f.tga,0,21,0,0,,0,,
1334,Sylvan Arms,syl_cth0_arm1.tga,0,21,0,0,,0,,
1335,Sylvan Gloves,syl_cth0_glov1.tga,0,21,0,0,,0,,
1336,Sylvan Lower Body,syl_cth0_lbody1.tga,0,21,0,0,,0,,
1337,Sylvan Legs,syl_cth0_leg1.tga,0,21,0,0,,0,,
1338,Sylvan Boots,syl_cth0_boot1.tga,0,21,0,0,,0,,
1339,Sylvan Hair (Brown),syl_hair_brown.tga,0,21,0,0,,0,,
1340,Sylvan Hair (Green),syl_hair_green.tga,0,21,0,0,,0,,
1341,Sylvan Hair (Grey),syl_hair_grey.tga,0,21,0,0,,0,,
1342,Sylvan Hair (Red),syl_hair_red.tga,0,21,0,0,,0,,
1343,Sylvan Hair (Yellow),syl_hair_yellow.tga,0,21,0,0,,0,,
1344,Inconnu Female Head 1,i_fhed1.tga,1,19,0,0,,0,,
1345,Inconnu Female Head 2,i_fhed2.tga,1,19,0,0,,0,,
1346,Inconnu Female Head 3,i_fhed3.tga,1,19,0,0,,0,,
1347,Inconnu Female Head 4,i_fhed4.tga,1,19,0,0,,0,,
1348,Inconnu Female Head 5,i_fhed5.tga,1,19,0,0,,0,,
1349,Inconnu Female Head 6,i_fhed6.tga,1,19,0,0,,0,,
1350,Inconnu Male Head 1,i_mhed1.tga,1,19,0,0,,0,,
1351,Inconnu Male Head 2,i_mhed2.tga,1,19,0,0,,0,,
1352,Inconnu Male Head 3,i_mhed3.tga,1,19,0,0,,0,,
1353,Inconnu Male Head 4,i_mhed4.tga,1,19,0,0,,0,,
1354,Inconnu Male Head 5,i_mhed5.tga,1,19,0,0,,0,,
1355,Inconnu Male Head 6,i_mhed6.tga,1,19,0,0,,0,,
1356,Inconnu Female Body,i_cth0_body1f.tga,0,19,0,0,,0,,
1357,Inconnu Male Body,i_cth0_body1m.tga,0,19,0,0,,0,,
1358,Inconnu Arms,i_cth0_arm1.tga,0,19,0,0,,0,,
1359,Inconnu Gloves,i_cth0_glov1.tga,0,19,0,0,,0,,
1360,Inconnu Lower Body,i_cth0_lbody1.tga,0,19,0,0,,0,,
1361,Inconnu Legs,i_cth0_leg1.tga,0,19,0,0,,0,,
1362,Inconnu Boots,i_cth0_boot1.tga,0,19,0,0,,0,,
1363,Valkyn Arms,va_cth0_arm1.tga,0,20,0,0,,0,,
1364, Valkyn Female Body,va_cth0_body1f.tga,0,20,0,0,,0,,
1365, Valkyn Male Body,va_cth0_body1m.tga,0,20,0,0,,0,,
1366, Valkyn Boots,va_cth0_boot1.tga,0,20,0,0,,0,,
1367, Valkyn Gloves,va_cth0_glov1.tga,0,20,0,0,,0,,
1368, Valkyn Lower Body,va_cth0_lbody1.tga,0,20,0,0,,0,,
1369, Valkyn Legs,va_cth0_leg1.tga,0,20,0,0,,0,,
1370, Valkyn Female Head,va_fhed1.tga,1,20,0,0,,0,,
1371, Valkyn Female Head,va_fhed2.tga,1,20,0,0,,0,,
1372, Valkyn Female Head,va_fhed3.tga,1,20,0,0,,0,,
1373, Valkyn Female Head,va_fhed4.tga,1,20,0,0,,0,,
1374, Valkyn Female Head,va_fhed5.tga,1,20,0,0,,0,,
1375, Valkyn Female Head,va_fhed6.tga,1,20,0,0,,0,,
1376, Valkyn Male Head,va_mhed1.tga,1,20,0,0,,0,,
1377, Valkyn Male Head,va_mhed2.tga,1,20,0,0,,0,,
1378, Valkyn Male Head,va_mhed3.tga,1,20,0,0,,0,,
1379, Valkyn Male Head,va_mhed4.tga,1,20,0,0,,0,,
1380, Valkyn Male Head,va_mhed5.tga,1,20,0,0,,0,,
1381, Valkyn Male Head,va_mhed6.tga,1,20,0,0,,0,,
1382,Twisted Sylvan,Twisted_sylvan.tga,0,100,1,0,,0,,
1383,Fomorian,Fomorian1.tga,0,100,1,0,,0,,
1384,Roach Beetle,roach.tga,0,20,1,0,,0,,
1385,Internal Test Body,TestBody.tga,0,20,1,0,,0,,
1386,Internal Test Head,TestHead.tga,0,20,1,0,,0,,
1387,Internal Test Arms,TestArms.tga,0,20,1,0,,0,,
1388,Internal Test Gloves,TestGloves.tga,0,20,1,0,,0,,
1389,Internal Test Lower Body,TestLowerBody.tga,0,20,1,0,,0,,
1390,Internal Test Legs,TestLegs.tga,0,20,1,0,,0,,
1391,Internal Test Boots,Test Boots.tga,0,20,1,0,,0,,
1392,Orc,Orc.tga,0,101,1,0,,0,,
1393,Urchin,Urchin.tga,0,102,1,0,,0,,
1394,Manta,Manta.tga,0,101,1,0,,0,,
1395,Shrouder,Shrouder.tga,0,101,1,0,,0,,
1396,Botonid,Botonid.tga,0,101,1,0,,0,,
1397,Dfly,Dfly.tga,0,101,1,0,,0,,
1398,Mushroom,Mushroom01.tga,0,101,0,0,,0,,
1399,Red Cap Gnome,Redcap.tga,0,101,1,0,,0,,
1400,Guag,Guargaran.tga,0,101,1,0,,0,,
1401,Cicada,Cicada.tga,0,101,1,0,,0,,
1402,Fomorian 02,Fomorian2.tga,0,101,1,0,,0,,
1403,Fomorian 03,Fomorian3.tga,0,101,1,0,,0,,
1404,Fomorian 04,Fomorian4.tga,0,101,1,0,,0,,
1405,Mammoth,Mammoth.tga,0,102,1,0,,0,,
1406,Lamia,Lamia.tga,0,101,1,0,,0,,
1407,Necromancer Shade,Shade.tga,0,20,0,0,,0,,
1408,Fomorian Boss Body,fomorking_body.tga,0,101,1,0,,0,,
1409,Fomorian Boss Arms,fomorking_arms.tga,0,101,1,0,,0,,
1410,Fomorian Boss Head,fomorking_head.tga,0,101,1,0,,0,,
1411,Clock Work Troll,Clockwork.tga,0,101,1,0,,0,,
1412,Slug,Slug_body.tga,0,107,1,0,,0,,
1413,Rencan,Rencan.tga,0,102,1,0,,0,,
1414,Tree Dervish,Tree_dervish.tga,0,102,1,0,,0,,
1415,Larnvidur,larnvidur_body.tga,0,108,1,0,,0,,
1416,Terror Bird,Terrorbird.tga,0,106,1,0,,0,,
1417,Clock Work Human,clkwrk_H_dark.tga,2,102,1,0,,0,,
1418,Arbordon,Arbordon.tga,0,102,1,0,,0,,
1419,LOD Skin,Lod01.tga,0,102,1,0,,0,,
1420,Anglich _head_legs,anglich_head_legs.tga,0,106,1,0,,0,,
1421, Dragon Alloy Map,alloymap.tga,0,104,1,0,,0,,
1422,Clock Work Troll Dark Map,Clkwrk_T_dark.tga,2,102,1,0,,0,,
1423,Ogress,ogress_body.tga,0,108,1,0,,0,,
1424,Root Monster,Root_Body.tga,0,102,1,0,,0,,
1425,Hydra Body,Hydra_Body.tga,0,103,1,0,,0,,
1426,Sea Elf female,Sea_Elf_female.tga,0,102,1,0,,0,,
1427,Wood Elf female,Wood_Elf_female.tga,0,102,1,0,,0,,
1428,Sea Elf male,Sea_Elf_male.tga,0,102,1,0,,0,,
1429,Wood Elf male,Wood_Elf_male.tga,0,102,1,0,,0,,
1430,Hydra Head,Hydra_Head.tga,0,103,1,0,,0,,
1431,Morvalt Female Peon Studded,Morvalt_Studded_Female.tga,0,103,1,0,,0,,
1432,Morvalt Male Peon Studded,Morvalt_Studded_Male.tga,0,103,1,0,,0,,
1433,Morvalt Female Peon Chain,Morvalt_Chain_Female.tga,0,103,1,0,,0,,
1434,Morvalt Male Peon Chain,Morvalt_Chain_Male.tga,0,103,1,0,,0,,
1435,Morvalt Female Peon Leather,Morvalt_Leather_Female.tga,0,103,1,0,,0,,
1436,Morvalt Male Peon Leather,Morvalt_Leather_Male.tga,0,103,1,0,,0,,
1437,Morvalt Lord Arm,Morvalt_arm1.tga,0,103,1,0,,0,,
1438,Morvalt Lord Female Body,Morvalt_body1f.tga,0,103,1,0,,0,,
1439,Morvalt Lord Leg,Morvalt_leg1.tga,0,103,1,0,,0,,
1440,Morvalt Lord Glove,Morvalt_glov1.tga,0,103,1,0,,0,,
1441,Morvalt Lord Lower Body,Morvalt_lbody1.tga,0,103,1,0,,0,,
1442,Morvalt Lord Body,Morvalt_body1m.tga,0,103,1,0,,0,,
1443,Morvalt Lord Boot,Morvalt_boot1.tga,0,103,1,0,,0,,
1444,Morvalt Lord Female Head,Morvalt_Fhed.tga,1,103,1,0,,0,,
1445,Morvalt Lord Male Head,Morvalt_Mhed.tga,1,103,1,0,,0,,
1446,Morvalt Basic Female,Morvalt_Basic_Female.tga,0,103,1,0,,0,,
1447,Morvalt Basic Male,Morvalt_Basic_Male.tga,0,103,1,0,,0,,
1448,Root Monster,Root_Arms.tga,0,102,1,0,,0,,
1449,Root Monster,Root_Legs.tga,0,102,1,0,,0,,
1450,2 Headed Dragon Body 1,2hdrag_body01.tga,0,104,1,0,,0,,
1451,2 Headed Dragon Body b,2hdrag_body01b.tga,0,104,1,0,,0,,
1452,2 Headed Dragon Body g,2hdrag_body01g.tga,0,104,1,0,,0,,
1453,2 Headed Dragon Eyes,2hdrag_eyeglow.tga,0,104,1,0,,0,,
1454,2 Headed Dragon head 1,2hdrag_head01.tga,0,104,1,0,,0,,
1455,2 Headed Dragon Head B,2hdrag_hed01b.tga,0,104,1,0,,0,,
1456,2 Headed Dragon Head G,2hdrag_hed01g.tga,0,104,1,0,,0,,
1457,2 headed Dragon Wing 1,2hdrag_wing01.tga,0,104,1,0,,0,,
1458,2 Headed Dragon Wing B,drag_wing1b.tga,0,104,1,0,,0,,
1459,2 Headed Dragon Wing G,drag_wing1g.tga,0,104,1,0,,0,,
1460,Drak Warrior Scale Red,Drakwar_scalesred.tga,0,104,1,0,,0,,
1461,Drak Warrior Scale Green,Drakwar_scalesgreen.tga,0,104,1,0,,0,,
1462,Drak Warrior Scale Brown,Drakwar_scalesbrown.tga,0,104,1,0,,0,,
1463,Drak Warrior Scale Blue,Drakwar_scalesblue.tga,0,104,1,0,,0,,
1464,Drak War Leather Red,Drakwar_leatheryred.tga,0,104,1,0,,0,,
1465,Drak War Leather Green,Drakwar_leatherygreen.tga,0,104,1,0,,0,,
1466,Drak War Leather Brown,Drakwar_leatherybrown.tga,0,104,1,0,,0,,
1467,Drak War Leather Blue,Drakwar_leatheryblue.tga,0,104,1,0,,0,,
1468,Yale,Yale.tga,0,104,1,0,,0,,
1469,Sylvan Shade Head Male,HSylShade_MHed1.tga,1,105,1,0,,0,,
1470,Sylvan Shade Head Female,HSylShade_FHed1.tga,1,105,1,0,,0,,
1471,Sylvan Shade Leg,HSylShade_leg1.tga,0,105,1,0,,0,,
1472,Sylvan Shade Lower Body,HSylShade_lbody1.tga,0,105,1,0,,0,,
1473,Sylvan Shade Boot,HSylShade_boot1.tga,0,105,1,0,,0,,
1474,Sylvan Shade Body Male,HSylShade_body1m.tga,0,105,1,0,,0,,
1475,Sylvan Shade Body Female,HSylShade_body1f.tga,0,105,1,0,,0,,
1476,Sylvan Shade Arm,HSylShade_arm1.tga,0,105,1,0,,0,,
1477,Sylvan Shade Hair,HSylShade_hair.tga,0,105,1,0,,0,,
1478,Sylvan Shade Glove,HSylShade_glov1.tga,0,105,1,0,,0,,
1479,Dilophasaur ,Dilophosaur.tga,0,105,1,0,,0,,
1480,Drak Winged Boss Albino Arms,drakwing_arms_albino.tga,0,105,1,0,,0,,
1481,Drak Winged Boss Blue Arms,drakwing_arms_blue.tga,0,105,1,0,,0,,
1482,Drak Winged Boss Green Arms,drakwing_arms_green.tga,0,105,1,0,,0,,
1483,Drak Winged Boss Red Arms,drakwing_arms_red.tga,0,105,1,0,,0,,
1484,Drak Winged Boss Albino Body,drakwing_body_albino.tga,0,105,1,0,,0,,
1485,Drak Winged Boss Blue Body,drakwing_body_blue.tga,0,105,1,0,,0,,
1486,Drak Winged Boss Green Body,drakwing_body_green.tga,0,105,1,0,,0,,
1487,Drak Winged Boss Red Body,drakwing_body_red.tga,0,105,1,0,,0,,
1488,Ghost,Ghost.tga,0,108,1,0,,0,,
1489,Sporite ,Sporite.tga,0,106,1,0,,0,,
1490,Sporite Gloss,Sporite_gloss.tga,0,106,1,0,,0,,
1491,Sporite Bump,Sporite_bump.tga,0,106,1,0,,0,,
1492,Sporite Env,Sporite_env01.tga,0,106,1,0,,0,,
1493,Stilter,Stilter.tga,0,106,1,0,,0,,
1494,Seadog,Seadog.tga,0,106,1,0,,0,,
1495,Octonid,Octonid.tga,0,106,1,0,,0,,
1496,Slug Head,Slug_head.tga,0,107,1,0,,0,,
1497,Beckoner,beckoner.tga,0,106,1,0,,0,,
1498,Fengundar,fengundar.tga,0,108,1,0,,0,,
1499,Skeleton With Guts,Skel02_guts.tga,0,106,1,0,,0,,
1500,BugBear,bugbear.tga,0,106,1,0,,0,,
1501,Frost Giant Body,frost_giant_body.tga,0,106,1,0,,0,,
1502,Anglich Body,anglich_body.tga,0,106,1,0,,0,,
1503,Griffman,griffman.tga,0,106,1,0,,0,,
1504,Frost Giant Head,frost_giant_head.tga,0,106,1,0,,0,,
1505,Formorian 4b,fomorian4b.tga,0,106,1,0,,0,,
1506,Formorian 3b,fomorian3b.tga,0,106,1,0,,0,,
1507,Thrawn Ogre Body,thrawn_body.tga,0,106,1,0,,0,,
1508,Corpse Body,corpse_body.tga,0,106,1,0,,0,,
1509,Headless Corpse Body,corpse_headless_body.tga,0,106,1,0,,0,,
1510,Legless Corpse Body,corpse_half_body.tga,0,106,1,0,,0,,
1511,New Skeleton Body,skel02.tga,0,106,0,0,,0,,
1512,Boobrie Bird,boobriebird.tga,0,107,1,0,,0,,
1513,Vine Mass,vine_mass.tga,0,107,1,0,,0,,
1514,Granidon,Granidon.tga,0,107,1,0,,0,,
1515,Sanidon,Sanidon.tga,0,107,1,0,,0,,
1516,Armored Skeleton,skel02_armored.tga,0,107,1,0,,0,,
1517,Larnvidur Head,larnvidur_head.tga,0,108,1,0,,0,,
1518,Larnvidur Arms,larnvidur_arms.tga,0,108,1,0,,0,,
1519,Spirit,ghost_spirit.tga,0,108,1,0,,0,,
1520,Ogress Face,ogress_face.tga,0,108,1,0,,0,,
1521,Ogress Helm,ogress_helm.tga,0,108,1,0,,0,,
1522,Ogress Pauldron,ogress_pauldron.tga,0,108,1,0,,0,,
1523,2k Black Skeleton,Skel02_black.tga,0,108,1,0,,0,,
1524,Grazer,Grazer.tga,0,107,1,0,,0,,
1525,Ice Queen Body,Ice_Queen_body.tga,0,109,1,0,,0,,
1526,Treant Body,treant_body.tga,0,108,1,0,,0,,
1527,Treant Head,treant_head.tga,0,108,1,0,,0,,
1528,Haunted Treant Body,treant_haunt_body.tga,0,108,1,0,,0,,
1529,Haunted Treant Head,treant_haunt_head.tga,0,108,1,0,,0,,
1530,Elk Undead,Elk_undead.tga,0,108,1,0,,0,,
1531,Animus Giant,Animus.tga,0,108,1,0,,0,,
1532,Rock Golem,golem_obsidian.tga,0,108,1,0,,0,,
1533,Bone Dancer Pet,bonedancerpet01.tga,0,108,0,0,,0,,
1534,Ice Queen Head,Ice_Queen_head.tga,0,109,1,0,,0,,
1535,Coral Golem,golem_coral.tga,0,109,1,0,,0,,
1536,Albion Old Man,Bnpc_Mhedold.tga,1,109,0,0,,0,,
1537,Albion Old Woman,Bnpc_Fhedold.tga,1,109,0,0,,0,,
1538,Hib Old Man,Cnpc_Mhedold.tga,1,109,0,0,,0,,
1539,Hib Old Woman,Cnpc_Fhedold.tga,1,109,0,0,,0,,
1540,Mid Old Man,Vnpc_Mhedold.tga,1,109,0,0,,0,,
1541,Mid Old Woman,Vnpc_Fhedold.tga,1,109,0,0,,0,,
1542,Banner Cloth,Bannercloth.tga,0,0,0,0,1,0,,
1543,Guild Stone,Guildstone.tga,0,0,0,0,1,0,,
1544,Guild Cloth,Guildwood.tga,0,0,0,0,1,0,,
1545,Barracuda,Barracuda.tga,0,120,1,0,,0,,
1546,Dread Shark Detail,Dredshark_detail.tga,7,120,1,0,,0,,
1547,Dread Shark Young,Dredshark_young.tga,0,120,1,0,,0,,
