Information,,Skin,,Archive,Expansion,
1466,Sar f Head04,Sar_f_Head04.dds,0,41,4,
1467,Sar f Head05,Sar_f_Head05.dds,0,7,4,
1468,Sar f Head06,Sar_f_Head06.dds,0,7,4,
1469,cthBody01 ss Ava M,cthBody01_ss_Ava_M.dds,0,12,4,
1470,cthBody01 ss Ava F,cthBody01_ss_Ava_F.dds,0,12,4,
1471,cthArms01 SS Ava,cthArms01_SS_Ava.dds,0,11,4,
1472,cthLegs01 SS Ava,cthLegs01_SS_Ava.dds,0,14,4,
1473,cthBoots01 SS Ava,cthBoots01_SS_Ava.dds,0,13,4,
1474,cthGloves01 SS Ava,cthGloves01_SS_Ava.dds,0,39,4,
1475,Ava m Head01,Ava_m_Head01.dds,0,41,4,
1476,Ava m Head02,Ava_m_Head02.dds,0,41,4,
1477,Ava m Head03,Ava_m_Head03.dds,0,41,4,
1478,Ava m Head04,Ava_m_Head04.dds,0,1,4,
1479,Ava m Head05,Ava_m_Head05.dds,0,1,4,
1480,Ava m Head06,Ava_m_Head06.dds,0,1,4,
1481,Ava f Head01,Ava_f_Head01.dds,0,1,4,
1482,Ava f Head02,Ava_f_Head02.dds,0,1,4,
1483,Ava f Head03,Ava_f_Head03.dds,0,1,4,
1484,Ava f Head04,Ava_f_Head04.dds,0,1,4,
1485,Ava f Head05,Ava_f_Head05.dds,0,1,4,
1486,Ava f Head06,Ava_f_Head06.dds,0,41,4,
1487,cthBody01 SS Cel M,cthBody01_SS_Cel_M.dds,0,38,4,
1488,cthBody01 SS Cel F,cthBody01_SS_Cel_F.dds,0,38,4,
1489,cthArms01 SS Cel,cthArms01_SS_Cel.dds,0,11,4,
1490,cthLegs01 SS Cel,cthLegs01_SS_Cel.dds,0,14,4,
1491,cthBoots01 SS Cel,cthBoots01_SS_Cel.dds,0,13,4,
1492,cthGloves01 SS Cel,cthGloves01_SS_Cel.dds,0,39,4,
1493,Cel m Head01,Cel_m_Head01.dds,0,2,4,
1494,Cel m Head02,Cel_m_Head02.dds,0,2,4,
1495,Cel m Head03,Cel_m_Head03.dds,0,2,4,
1496,Cel m Head04,Cel_m_Head04.dds,0,2,4,
1497,Cel m Head05,Cel_m_Head05.dds,0,40,4,
1498,Cel m Head06,Cel_m_Head06.dds,0,2,4,
1499,Cel f Head01,Cel_f_Head01.dds,0,2,4,
1500,Cel f Head02,Cel_f_Head02.dds,0,2,4,
1501,Cel f Head03,Cel_f_Head03.dds,0,2,4,
1502,Cel f Head04,Cel_f_Head04.dds,0,2,4,
1503,Cel f Head05,Cel_f_Head05.dds,0,2,4,
1504,Cel f Head06,Cel_f_Head06.dds,0,2,4,
1505,cthBody01 ss Elf M,cthBody01_ss_Elf_M.dds,0,12,4,
1506,cthBody01 ss Elf F,cthBody01_ss_Elf_F.dds,0,12,4,
1507,cthArms01 SS Elf,cthArms01_SS_Elf.dds,0,11,4,
1508,cthLegs01 SS Elf,cthLegs01_SS_Elf.dds,0,14,4,
1509,cthBoots01 SS Elf,cthBoots01_SS_Elf.dds,0,13,4,
1510,cthGloves01 SS Elf,cthGloves01_SS_Elf.dds,0,39,4,
1511,Elf m Head01,Elf_m_Head01.dds,0,3,4,
1512,Elf m Head02,Elf_m_Head02.dds,0,3,4,
1513,Elf m Head03,Elf_m_Head03.dds,0,3,4,
1514,Elf m Head04,Elf_m_Head04.dds,0,3,4,
1515,Elf m Head05,Elf_m_Head05.dds,0,3,4,
1516,Elf m Head06,Elf_m_Head06.dds,0,3,4,
1517,Elf f Head01,Elf_f_Head01.dds,0,3,4,
1518,Elf f Head02,Elf_f_Head02.dds,0,3,4,
1519,Elf f Head03,Elf_f_Head03.dds,0,41,4,
1520,Elf f Head04,Elf_f_Head04.dds,0,3,4,
1521,Elf f Head05,Elf_f_Head05.dds,0,3,4,
1522,Elf f Head06,Elf_f_Head06.dds,0,3,4,
1523,cthBody01 ss Lur M,cthBody01_ss_Lur_M.dds,0,12,4,
1524,cthBody01 ss Lur F,cthBody01_ss_Lur_F.dds,0,12,4,
1525,cthArms01 SS Lur,cthArms01_SS_Lur.dds,0,11,4,
1526,cthLegs01 SS Lur,cthLegs01_SS_Lur.dds,0,14,4,
1527,cthBoots01 SS Lur,cthBoots01_SS_Lur.dds,0,13,4,
1528,cthGloves01 SS Lur,cthGloves01_SS_Lur.dds,0,13,4,
1529,Lur m Head01,Lur_m_Head01.dds,0,6,4,
1530,Lur m Head02,Lur_m_Head02.dds,0,6,4,
1531,Lur m Head03,Lur_m_Head03.dds,0,6,4,
1532,Lur m Head04,Lur_m_Head04.dds,0,6,4,
1533,Lur m Head05,Lur_m_Head05.dds,0,6,4,
1534,Lur m Head06,Lur_m_Head06.dds,0,6,4,
1535,Lur f Head01,Lur_f_Head01.dds,0,6,4,
1536,Lur f Head02,Lur_f_Head02.dds,0,6,4,
1537,Lur f Head03,Lur_f_Head03.dds,0,6,4,
1538,Lur f Head04,Lur_f_Head04.dds,0,6,4,
1539,Lur f Head05,Lur_f_Head05.dds,0,6,4,
1540,Lur f Head06,Lur_f_Head06.dds,0,6,4,
1541,cthBody01 ss Syl M,cthBody01_ss_Syl_M.dds,0,12,4,
1542,cthBody01 ss Syl F,cthBody01_ss_Syl_F.dds,0,12,4,
1543,cthArms01 SS Syl,cthArms01_SS_Syl.dds,0,11,4,
1544,cthLegs01 SS Syl,cthLegs01_SS_Syl.dds,0,14,4,
1545,cthBoots01 SS Syl,cthBoots01_SS_Syl.dds,0,13,4,
1546,cthGloves01 SS Syl,cthGloves01_SS_Syl.dds,0,39,4,
1547,Syl m Head01,Syl_m_Head01.dds,0,8,4,
1548,Syl m Head02,Syl_m_Head02.dds,0,8,4,
1549,Syl m Head03,Syl_m_Head03.dds,0,8,4,
1550,Syl m Head04,Syl_m_Head04.dds,0,8,4,
1551,Syl m Head05,Syl_m_Head05.dds,0,8,4,
1552,Syl m Head06,Syl_m_Head06.dds,0,8,4,
1553,Syl f Head01,Syl_f_Head01.dds,0,8,4,
1554,Syl f Head02,Syl_f_Head02.dds,0,8,4,
1555,Syl f Head03,Syl_f_Head03.dds,0,8,4,
1556,Syl f Head04,Syl_f_Head04.dds,0,8,4,
1557,Syl f Head05,Syl_f_Head05.dds,0,8,4,
1558,Syl f Head06,Syl_f_Head06.dds,0,8,4,
1559,cthbody01 SS Sha M,cthbody01_SS_Sha_M.dds,0,12,4,
1560,cthbody01 SS Sha F,cthbody01_SS_Sha_F.dds,0,12,4,
1561,cthArms01 SS Sha,cthArms01_ss_sha_m.dds,0,36,4,
1562,cthLegs01 SS Sha,cthLegs01_SS_Sha.dds,0,14,4,
1563,cthBoots01 SS Sha,cthBoots01_SS_Sha.dds,0,13,4,
1564,cthGloves01 SS Sha,cthGloves01_SS_Sha.dds,0,39,4,
1565,Sha m Head01,Sha_m_Head01.dds,0,8,4,
1566,Sha m Head02,Sha_m_Head02.dds,0,8,4,
1567,Sha m Head03,Sha_m_Head03.dds,0,8,4,
1568,Sha m Head04,Sha_m_Head04.dds,0,8,4,
1569,Sha m Head05,Sha_m_Head05.dds,0,8,4,
1570,Sha m Head06,Sha_m_Head06.dds,0,8,4,
1571,Sha f Head01,Sha_f_Head01.dds,0,8,4,
1572,Sha f Head02,Sha_f_Head02.dds,0,8,4,
1573,Sha f Head03,Sha_f_Head03.dds,0,8,4,
1574,Sha f Head04,Sha_f_Head04.dds,0,8,4,
1575,Sha f Head05,Sha_f_Head05.dds,0,8,4,
1576,Sha f Head06,Sha_f_Head06.dds,0,8,4,
1577,cthbody01_SS_Fir_M.dds,cthbody01_SS_Fir_M.dds,0,38,4,
1578,cthbody01_SS_Fir_F.dds,cthbody01_SS_Fir_F.dds,0,38,4,
1579,cthArms01_SS_Fir_M.dds,cthArms01_SS_Fir_M.dds,0,38,4,
1581,cthLegs01_SS_Fir.dds,cthLegs01_SS_Fir.dds,0,14,4,
1582,cthBoots01_SS_Fir.dds,cthBoots01_SS_Fir.dds,0,13,4,
1583,cthGloves01_SS_Fir.dds,cthGloves01_SS_Fir.dds,0,39,4,
1584,Firbolg m Head01.dds,Fir_m_Head01.dds,0,3,4,
1585,Firbolg m Head02.dds,Fir_m_Head02.dds,0,3,4,
1586,Firbolg m Head03.dds,Fir_m_Head03.dds,0,41,4,
1587,Firbolg m Head04.dds,Fir_m_Head04.dds,0,3,4,
1588,Firbolg m Head05.dds,Fir_m_Head05.dds,0,3,4,
1589,Firbolg m Head06.dds,Fir_m_Head06.dds,0,40,4,
1590,Firbolg f Head01.dds,Fir_f_Head01.dds,0,36,4,
1591,Firbolg f Head02.dds,Fir_f_Head02.dds,0,36,4,
1592,Firbolg f Head03.dds,Fir_f_Head03.dds,0,36,4,
1593,Firbolg f Head04.dds,Fir_f_Head04.dds,0,36,4,
1594,Firbolg f Head05.dds,Fir_f_Head05.dds,0,36,4,
1595,Firbolg f Head06.dds,Fir_f_Head06.dds,0,36,4,
1596,Britain m Head02.dds,Bri_m_Head02.dds,0,1,4,
1597,Britain m Head03.dds,Bri_m_Head03.dds,0,1,4,
1598,Britain m Head04.dds,Bri_m_Head04.dds,0,40,4,
1599,Britain m Head05.dds,Bri_m_Head05.dds,0,1,4,
1600,Britain m Head06.dds,Bri_m_Head06.dds,0,1,4,
1601,Britain f Head02.dds,Bri_f_Head02.dds,0,1,4,
1602,Britain f Head03.dds,Bri_f_Head03.dds,0,1,4,
1603,Britain f Head04.dds,Bri_f_Head04.dds,0,1,4,
1604,Britain f Head05.dds,Bri_f_Head05.dds,0,1,4,
1605,Britain f Head06.dds,Bri_f_Head06.dds,0,1,4,
1606,Britain f hair01 blonde.dds,bri_f_hair01_blonde.dds,0,34,4,
1607,Britain f hair01 bluebase.dds,bri_f_hair01_bluebase.dds,0,34,4,
1608,Britain f hair01 dkbrown.dds,bri_f_hair01_dkbrown.dds,0,34,4,
1609,Britain f hair01 white.dds,bri_f_hair01_white.dds,0,34,4,
1610,Britain f hair02 blonde.dds,bri_f_hair02_blonde.dds,0,39,4,
1611,Britain f hair02 bluebase.dds,bri_f_hair02_bluebase.dds,0,39,4,
1612,Britain f hair02 dkbrown.dds,bri_f_hair02_dkbrown.dds,0,39,4,
1613,Britain f hair02 white.dds,bri_f_hair02_white.dds,0,39,4,
1614,Britain f hair03 blonde.dds,bri_f_hair03_blonde.dds,0,35,4,
1615,Britain f hair03 bluebase.dds,bri_f_hair03_bluebase.dds,0,35,4,
1616,Britain f hair03 dkbrown.dds,bri_f_hair03_dkbrown.dds,0,35,4,
1617,Britain f hair03 white.dds,bri_f_hair03_white.dds,0,35,4,
1618,Britain f hair04 blonde.dds,bri_f_hair04_blonde.dds,0,39,4,
1619,Britain f hair04 bluebase.dds,bri_f_hair04_bluebase.dds,0,39,4,
1620,Britain f hair04 dkbrown.dds,bri_f_hair04_dkbrown.dds,0,39,4,
1621,Britain f hair04 white.dds,bri_f_hair04_white.dds,0,39,4,
1622,Britain m Hair01 blonde.dds,Bri_m_Hair01_blonde.dds,0,35,4,
1623,Britain m Hair01 bluebase.dds,Bri_m_Hair01_bluebase.dds,0,35,4,
1624,Britain m Hair01 dkbrown.dds,Bri_m_Hair01_dkbrown.dds,0,35,4,
1625,Britain m Hair01 white.dds,Bri_m_Hair01_white.dds,0,35,4,
1626,Britain m hair02 blonde.dds,bri_m_hair02_blonde.dds,0,35,4,
1627,Britain m hair02 bluebase.dds,bri_m_hair02_bluebase.dds,0,35,4,
1628,Britain m hair02 dkbrown.dds,bri_m_hair02_dkbrown.dds,0,35,4,
1629,Britain m hair02 white.dds,bri_m_hair02_white.dds,0,35,4,
1630,Britain m hair03 blonde.dds,bri_m_hair03_blonde.dds,0,35,4,
1631,Britain m hair03 bluebase.dds,bri_m_hair03_bluebase.dds,0,35,4,
1632,Britain m hair03 dkbrown.dds,bri_m_hair03_dkbrown.dds,0,35,4,
1633,Britain m hair03 white.dds,bri_m_hair03_white.dds,0,35,4,
1634,Saracen f hair01 blonde,sar_f_hair01_blonde.dds,0,37,4,
1635,Saracen f Hair01 bluebase,Sar_f_Hair01_bluebase.dds,0,37,4,
1636,Saracen f Hair01 dkbrown,Sar_f_Hair01_dkbrown.dds,0,37,4,
1637,Saracen f Hair01 white,Sar_f_Hair01_white.dds,0,37,4,
1638,Saracen f hair04 blonde,sar_f_hair04_blonde.dds,0,7,4,
1639,Saracen f hair04 bluebase,sar_f_hair04_bluebase.dds,0,7,4,
1640,Saracen f hair04 dkbrown,sar_f_hair04_dkbrown.dds,0,7,4,
1641,Saracen f hair04 white,sar_f_hair04_white.dds,0,7,4,
1642,Saracen m Hair01 blonde,Sar_m_Hair01_blonde.dds,0,40,4,
1643,Saracen m Hair01 bluebase,Sar_m_Hair01_bluebase.dds,0,40,4,
1644,Saracen m Hair01 dkbrown,Sar_m_Hair01_dkbrown.dds,0,40,4,
1645,Saracen m Hair01 white,Sar_m_Hair01_white.dds,0,40,4,
1646,Saracen m hair02 blonde,sar_m_hair02_blonde.dds,0,37,4,
1647,Saracen m hair02 bluebase,sar_m_hair02_bluebase.dds,0,37,4,
1648,Saracen m hair02 dkbrown,sar_m_hair02_dkbrown.dds,0,37,4,
1649,Saracen m hair02 white,sar_m_hair02_white.dds,0,37,4,
1650,Saracen m hair03 blonde,sar_m_hair03_blonde.dds,0,37,4,
1651,Saracen m hair03 bluebase,sar_m_hair03_bluebase.dds,0,37,4,
1652,Saracen m hair03 dkbrown,sar_m_hair03_dkbrown.dds,0,37,4,
1653,Saracen m hair03 white,sar_m_hair03_white.dds,0,37,4,
1654,Inconnuf  Hair02 1 blonde,Inc_f_Hair01_blonde.dds,0,5,4,
1655,Inconnuf  Hair02 1 bluebase,Inc_f_Hair01_bluebase.dds,0,5,4,
1656,Inconnuf  Hair02 1 dkbrown,Inc_f_Hair01_dkbrown.dds,0,5,4,
1657,Inconnuf  Hair02 1 white,Inc_f_Hair01_white.dds,0,5,4,
1658,Inconnuf Hair02 2Blonde,Inc_f_Hair02_Blonde.dds,0,36,4,
1659,Inconnuf Hair02 2Bluebase,Inc_f_Hair02_Bluebase.dds,0,36,4,
1660,Inconnuf Hair02 2dkBrown,Inc_f_Hair02_dkBrown.dds,0,36,4,
1661,Inconnuf Hair02 2white,Inc_f_Hair02_white.dds,0,36,4,
1662,Inconnuf Hair02 3blonde,Inc_f_Hair03_blonde.dds,0,5,4,
1663,Inconnuf Hair02 3bluebase,Inc_f_Hair03_bluebase.dds,0,5,4,
1664,Inconnuf Hair02 3dkbrown,Inc_f_Hair03_dkbrown.dds,0,5,4,
1665,Inconnuf Hair02 3white,Inc_f_Hair03_white.dds,0,5,4,
1666,Inconnum Hair02 3blonde,inc_m_Hair03_blonde.dds,0,5,4,
1667,Inconnum Hair02 3bluebase,inc_m_Hair03_bluebase.dds,0,5,4,
1668,Inconnum Hair02 3dkbrown,inc_m_Hair03_dkbrown.dds,0,5,4,
1669,Inconnum Hair02 3white,inc_m_Hair03_white.dds,0,5,4,
1670,hig_f_hair02_blonde,hig_f_hair02_blonde.dds,0,30,4,
1671,hig_f_hair02_bluebase,hig_f_hair02_bluebase.dds,0,30,4,
1672,hig_f_hair02_dkbrown,hig_f_hair02_dkbrown.dds,0,30,4,
1673,hig_f_hair02_white,hig_f_hair02_white.dds,0,30,4,
1674,hig_f_hair04_blonde,hig_f_hair04_blonde.dds,0,30,4,
1675,hig_f_hair04_bluebase,hig_f_hair04_bluebase.dds,0,30,4,
1676,hig_f_hair04_dkbrown,hig_f_hair04_dkbrown.dds,0,30,4,
1677,hig_f_hair04_white,hig_f_hair04_white.dds,0,30,4,
1678,hal_f_hair01_blonde,hal_f_hair01_blonde.dds,0,35,4,
1679,hal_f_hair01_bluebase,hal_f_hair01_bluebase.dds,0,35,4,
1680,hal_f_hair01_dkbrown,hal_f_hair01_dkbrown.dds,0,35,4,
1681,hal_f_hair01_white,hal_f_hair01_white.dds,0,35,4,
1682,Hal_m_Hair01_blonde,Hal_m_Hair01_blonde.dds,0,35,4,
1683,Hal_m_Hair01_bluebase,Hal_m_Hair01_bluebase.dds,0,35,4,
1684,Hal_m_Hair01_dkbrown,Hal_m_Hair01_dkbrown.dds,0,35,4,
1685,Hal_m_Hair01_white,Hal_m_Hair01_white.dds,0,35,4,
1686,Hal_m_Hair02_blonde,Hal_m_Hair02_blonde.dds,0,39,4,
1687,Hal_m_Hair02_bluebase,Hal_m_Hair02_bluebase.dds,0,39,4,
1688,Hal_m_Hair02_dkbrown,Hal_m_Hair02_dkbrown.dds,0,39,4,
1689,Hal_m_Hair02_white,Hal_m_Hair02_white.dds,0,39,4,
1690,Ava_f_Hair03_blonde,Ava_f_Hair03_blonde.dds,0,37,4,
1691,Ava_f_Hair03_bluebase,Ava_f_Hair03_bluebase.dds,0,37,4,
1692,Ava_f_Hair03_dkbrown,Ava_f_Hair03_dkbrown.dds,0,37,4,
1693,Ava_f_Hair03_white,Ava_f_Hair03_white.dds,0,37,4,
1694,Elf_f_Hair01,Elf_f_Hair01.dds,0,3,4,
1695,cthArms01_TOA_A,cthArms01_TOA_A.dds,0,29,4,
1696,Ava_F_Hair02_blonde,Ava_F_Hair02_blonde.dds,0,1,4,
1697,Ava_F_Hair02_bluebase,Ava_F_Hair02_bluebase.dds,0,1,4,
1698,Ava_F_Hair02_dkbrown,Ava_F_Hair02_dkbrown.dds,0,1,4,
1699,Ava_F_Hair02_white,Ava_F_Hair02_white.dds,0,1,4,
1700,ava_m_Hair04_blonde,ava_m_Hair04_blonde.dds,0,40,4,
1701,ava_m_Hair04_bluebase,ava_m_Hair04_bluebase.dds,0,40,4,
1702,ava_m_Hair04_dkbrown,ava_m_Hair04_dkbrown.dds,0,40,4,
1703,ava_m_Hair04_white,ava_m_Hair04_white.dds,0,40,4,
1704,inc_m_Hair02_blonde,inc_m_Hair02_blonde.dds,0,38,4,
1705,inc_m_Hair02_bluebase,inc_m_Hair02_bluebase.dds,0,38,4,
1706,inc_m_Hair02_darkbrown,inc_m_Hair02_dkbrown.DDS,0,38,4,
1707,inc_m_Hair02_white,inc_m_Hair02_white.dds,0,38,4,
1708,inc_m_Hair04_blonde,inc_m_Hair04_blonde.dds,0,5,4,
1709,inc_m_Hair04_bluebase,inc_m_Hair04_bluebase.dds,0,5,4,
1710,inc_m_Hair04_darkbrown,inc_m_Hair04_darkbrown.dds,0,5,4,
1711,inc_m_Hair04_white,inc_m_Hair04_white.dds,0,5,4,
1712,cthLbody01_kilt01,cthLbody01_kilt01.dds,0,14,4,
1713,Fir_m_Hair01_blonde,Fir_m_Hair01_blonde.dds,0,34,4,
1714,Fir_m_Hair01_bluebase,Fir_m_Hair01_bluebase.dds,0,34,4,
1715,Fir_m_Hair01_dkbrown,Fir_m_Hair01_dkbrown.dds,0,34,4,
1716,Fir_m_Hair01_white,Fir_m_Hair01_white.dds,0,34,4,
1717,Elf_m_Hair02_blonde,Elf_m_Hair02_blonde.dds,0,38,4,
1718,Elf_m_Hair02_bluebase,Elf_m_Hair02_bluebase.dds,0,38,4,
1719,Elf_m_Hair02_dkbrown,Elf_m_Hair02_dkbrown.dds,0,38,4,
1720,Elf_m_Hair02_white,Elf_m_Hair02_white.dds,0,38,4,
1721,Elf_m_Hair01_blonde,Elf_m_Hair01_blonde.dds,0,3,4,
1722,Elf_m_Hair01_bluebase,Elf_m_Hair01_bluebase.dds,0,3,4,
1723,Elf_m_Hair01_dkbrown,Elf_m_Hair01_dkbrown.dds,0,3,4,
1724,Elf_m_Hair01_white,Elf_m_Hair01_white.dds,0,3,4,
1725,Elf_F_Hair01_blonde,Elf_F_Hair01_blonde.dds,0,3,4,
1726,Elf_F_Hair01_bluebase,Elf_F_Hair01_bluebase.dds,0,3,4,
1727,Elf_F_Hair01_dkbrown,Elf_F_Hair01_dkbrown.dds,0,3,4,
1728,Elf_F_Hair01_white,Elf_F_Hair01_white.dds,0,3,4,
1729,cel_m_hair01_blonde,cel_m_hair01_blonde.dds,0,34,4,
1730,cel_m_hair01_bluebase,cel_m_hair01_bluebase.dds,0,34,4,
1731,cel_m_hair01_dkbrown,cel_m_hair01_dkbrown.dds,0,34,4,
1732,cel_m_hair01_white,cel_m_hair01_white.dds,0,34,4,
1733,Lur_f_Hair01_blonde,Lur_f_Hair01_blonde.dds,0,6,4,
1734,Lur_f_Hair01_bluebase,Lur_f_Hair01_bluebase.dds,0,6,4,
1735,Lur_f_Hair01_dkbrown,Lur_f_Hair01_dkbrown.dds,0,6,4,
1736,Lur_f_Hair01_white,Lur_f_Hair01_white.dds,0,6,4,
1737,Lur_f_hair02_blonde,Lur_f_hair02_blonde.dds,0,6,4,
1738,Lur_f_hair02_bluebase,Lur_f_hair02_bluebase.dds,0,6,4,
1739,Lur_f_hair02_dkbrown,Lur_f_hair02_dkbrown.dds,0,6,4,
1740,Lur_f_hair02_white,Lur_f_hair02_white.dds,0,6,4,
1741,Lur_m_Hair01_blonde,Lur_m_Hair01_blonde.dds,0,40,4,
1742,Lur_m_Hair01_bluebase,Lur_m_Hair01_bluebase.dds,0,40,4,
1743,Lur_m_Hair01_dkbrown,Lur_m_Hair01_dkbrown.dds,0,40,4,
1744,Lur_m_Hair01_white,Lur_m_Hair01_white.dds,0,40,4,
1745,Lur_m_hair02_blonde,Lur_m_hair02_blonde.dds,0,35,4,
1746,Lur_m_hair02_bluebase,Lur_m_hair02_bluebase.dds,0,35,4,
1747,Lur_m_hair02_dkbrown,Lur_m_hair02_dkbrown.dds,0,35,4,
1748,Lur_m_hair02_white,Lur_m_hair02_white.dds,0,35,4,
1749,Lur_m_hair04_blonde,Lur_m_hair04_blonde.dds,0,41,4,
1750,Lur_m_hair04_bluebase,Lur_m_hair04_bluebase.dds,0,41,4,
1751,Lur_m_hair04_dkbrown,Lur_m_hair04_dkbrown.dds,0,41,4,
1752,Lur_m_hair04_white,Lur_m_hair04_white.dds,0,41,4,
1753,Syl_m_Hair01_green,Syl_m_Hair01_green.dds,0,8,4,
1754,Syl_m_Hair01_red,Syl_m_Hair01_red.dds,0,8,4,
1755,Syl_m_Hair01_white,Syl_m_Hair01_white.dds,0,8,4,
1756,Syl_m_Hair01_yellow,Syl_m_Hair01_yellow.dds,0,8,4,
1757,Syl_m_Hair02_green,Syl_m_Hair02_green.dds,0,8,4,
1758,Syl_m_Hair02_red,Syl_m_Hair02_red.dds,0,8,4,
1759,Syl_m_Hair02_white,Syl_m_Hair02_white.dds,0,8,4,
1760,Syl_m_Hair02_yellow,Syl_m_Hair02_yellow.dds,0,8,4,
1761,Syl_m_Hair03_green,Syl_m_Hair03_green.dds,0,8,4,
1762,Syl_m_Hair03_red,Syl_m_Hair03_red.dds,0,8,4,
1763,Syl_m_Hair03_white,Syl_m_Hair03_white.dds,0,8,4,
1764,Syl_m_Hair03_yellow,Syl_m_Hair03_yellow.dds,0,8,4,
1765,sha_f_hair03_blonde,sha_f_hair03_blonde.dds,0,43,4,
1766,sha_f_hair03_bluebase,sha_f_hair03_bluebase.dds,0,43,4,
1767,sha_f_hair03_dkbrown,sha_f_hair03_dkbrown.dds,0,43,4,
1768,sha_f_hair03_white,sha_f_hair03_white.dds,0,43,4,
1769,sha_m_hair01_blonde,sha_m_hair01_blonde.dds,0,34,4,
1770,sha_m_hair01_bluebase,sha_m_hair01_bluebase.dds,0,34,4,
1771,sha_m_hair01_dkbrown,sha_m_hair01_dkbrown.dds,0,34,4,
1772,sha_m_hair01_white,sha_m_hair01_white.dds,0,34,4,
1773,sha_m_hair02_blonde,sha_m_hair02_blonde.dds,0,43,4,
1774,sha_m_hair02_bluebase,sha_m_hair02_bluebase.dds,0,43,4,
1775,sha_m_hair02_dkbrown,sha_m_hair02_dkbrown.dds,0,43,4,
1776,sha_m_hair02_white,sha_m_hair02_white.dds,0,43,4,
1777,sha_m_hair03_blonde,sha_m_hair03_blonde.dds,0,34,4,
1778,sha_m_hair03_bluebase,sha_m_hair03_bluebase.dds,0,34,4,
1779,sha_m_hair03_dkbrown,sha_m_hair03_dkbrown.dds,0,34,4,
1780,sha_m_hair03_white,sha_m_hair03_white.dds,0,34,4,
1781,sha_m_hair04_blonde,sha_m_hair04_blonde.dds,0,34,4,
1782,sha_m_hair04_bluebase,sha_m_hair04_bluebase.dds,0,34,4,
1783,sha_m_hair04_dkbrown,sha_m_hair04_dkbrown.dds,0,34,4,
1784,sha_m_hair04_white,sha_m_hair04_white.dds,0,34,4,
1785,Fir_f_Hair01_blonde,Fir_f_Hair01_blonde.dds,0,34,4,
1786,Fir_f_Hair01_bluebase,Fir_f_Hair01_bluebase.dds,0,34,4,
1787,Fir_f_Hair01_dkbrown,Fir_f_Hair01_dkbrown.dds,0,34,4,
1788,Fir_f_Hair01_white,Fir_f_Hair01_white.dds,0,34,4,
1789,fir_f_Hair03_blonde,fir_f_Hair03_blonde.dds,0,43,4,
1790,fir_f_Hair03_bluebase,fir_f_Hair03_bluebase.dds,0,43,4,
1791,fir_f_Hair03_dkbrown,fir_f_Hair03_dkbrown.dds,0,43,4,
1792,fir_f_Hair03_white,fir_f_Hair03_white.dds,0,43,4,
1793,sha_f_hair01_blonde,sha_f_hair01_blonde.dds,0,43,4,
1794,sha_f_hair01_bluebase,sha_f_hair01_bluebase.dds,0,43,4,
1795,sha_f_hair01_dkbrown,sha_f_hair01_dkbrown.dds,0,43,4,
1796,sha_f_hair01_white,sha_f_hair01_white.dds,0,43,4,
1797,BainsheeHair01,BainsheeHair01.dds,0,25,4,
1798,bainsheeArms01,bainsheeArms01.DDS,0,25,4,
1799,Bainsheelegs01,Bainsheelegs01.dds,0,25,4,
1800,bainsheeLuriArms01,bainsheeLuriArms01.dds,0,25,4,
1801,bainsheeCeltArms01,bainsheeCeltArms01.dds,0,25,4,
1802,bainsheeElfArms01,bainsheeElfArms01.dds,0,25,4,
1803,cat_h_grd_sclBody1_f,cat_h_grd_sclBody1_f.dds,0,25,4,
1804,cat_h_grd_sclBody1_m,cat_h_grd_sclBody1_m.dds,0,25,4,
1805,cat_b_cth1_kilt01,cat_b_cth1_kilt01.dds,0,25,4,
1806,cat_b_cth1_kilt02,cat_b_cth1_kilt02.dds,0,25,4,
1807,cat_b_cth1_kilt03,cat_b_cth1_kilt03.dds,0,25,4,
1808,cat_b_cth1_kilt04,cat_b_cth1_kilt04.dds,0,25,4,
1809,cat_b_cth1_kilt05,cat_b_cth1_kilt05.dds,0,25,4,
1810,cat_b_cth1_kilt06,cat_b_cth1_kilt06.dds,0,25,4,
1811,cat_b_cth1_kilt07,cat_b_cth1_kilt07.dds,0,25,4,
1812,cat_b_cth1_kilt08,cat_b_cth1_kilt08.dds,0,25,4,
1813,cthBody01_Scarab_TOA_S_f,cthBody01_Scarab_TOA_S_f.dds,0,27,4,
1814,pltBody01_eirene_TOA_O_f,pltBody01_eirene_TOA_O_f.dds,0,27,4,
1815,pltBody01_gift_TOA_A,pltBody01_gift_TOA_A.dds,0,29,4,
1816,Dwa_m_hair06_blonde,Dwa_m_hair06_blonde.dds,0,29,4,
1817,Dwa_m_hair06_bluebase,Dwa_m_hair06_bluebase.dds,0,29,4,
1818,Dwa_m_hair06_dkbrown,Dwa_m_hair06_dkbrown.dds,0,29,4,
1819,Dwa_m_hair06_white,Dwa_m_hair06_white.dds,0,29,4,
1820,chnarms05_10,chnarms05_10.dds,0,10,4,
1821,chnBoots05_10,chnBoots05_10.dds,0,10,4,
1822,chngloves05_10,chngloves05_10.dds,0,10,4,
1823,chnlegs05_10,chnlegs05_10.dds,0,10,4,
1824,Nor_m_Head07,Nor_m_Head07.dds,0,30,4,
1825,cthArms01_CATA_pkevil.dds,cthArms01_CATA_pkevil.dds,0,31,4,
1826,cthArms01_CATA_pkgood.dds,cthArms01_CATA_pkgood.dds,0,31,4,
