Information,,NIF,Skins,,,,,,,,,,,,Sound,,,,,Head,Hug,,Obj,,Helm,Alt,Body ,cloak,Emblem,No FX,alternate,min float,max float,Combat ,,Arms,Head,LOD,Body,Mon,Legs,Body,Head,Arms,Legs,Shield,Lbody,Gloves,Boots,Gloves,Boots,Lbody,Body,Head,Arms,Gloves,Lbody,Boots,Legs,Biped,No,ForceHeld,ForceHeld,No,Shape Change,No,Cata,CatSkin,Cata Skin,CatSkin,CatSkin,CatSkin,CatSkin,CatSkin,CatSkin,CatSkin,Cata,Cata,Cata,Cata,Cata,Cat No Armor,Cat No Armor,Cat No Armor,Cat No Armor,Cat No Armor,Cat No ,Cata Skinmode,Cata Eye Tint,Cata Skin Tint,Vampiir,Vampiir,Vampiir,Catac Alpha,Cata,Tutorial,Mount ,,
77,High Female Merchant 3,211,126,1018,127,128,20,119,120,0,0,109,84,1,10,1,0,31,0,1,0,1,96,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,96,,,,,,,,,,,,,,1,,,,,,,595,3598,6058,3612,6234,3602,6240,3601,79,,6,1,,1,105,,,,,,,,,,,,,,,,,,
78,High Male Merchant 1,210,114,1020,116,117,20,119,120,0,0,109,84,1,7,1,0,25,0,1,0,0,102,0,100,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,102,,,,,,,,,,,,,,1,,,,,,,594,3597,6058,3606,3232,3602,3600,3601,79,,5,1,,1,110,,,,,,,,,,,,,,,,,,
79,High Male Merchant 2,210,121,1025,123,124,20,119,120,0,0,109,84,1,7,1,0,26,0,2,0,0,102,0,100,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,102,,,,,,,,,,,,,,1,,,,,,,594,3597,6058,3606,3232,3602,3600,3601,79,,5,1,,1,110,,,,,,,,,,,,,,,,,,
80,High Male Merchant 3,210,126,1023,127,128,20,119,120,0,0,109,84,1,7,1,0,27,0,2,0,0,102,0,100,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,102,,,,,,,,,,,,,,1,,,,,,,594,3597,6058,3606,3599,3602,3600,3601,79,,5,1,,1,110,,,,,,,,,,,,,,,,,,
81,Saracen Female Merchant 1,214,115,1042,116,117,118,119,120,0,0,100,78,1,11,1,1,45,12,1,0,1,96,0,98,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,96,,,,,,,,,,,,,,1,,,,,,,585,3634,,3648,3635,3638,3636,3637,79,,4,,,,97,,,,,,,,,,,,,,,,,,
82,Saracen Female Merchant 2,214,122,1043,123,124,125,119,120,0,0,100,78,1,11,1,1,46,12,1,0,1,96,0,98,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,96,,,,,,,,,,,,,,1,,,,,,,585,3634,,3648,3635,3638,3636,3637,79,,4,,,,97,,,,,,,,,,,,,,,,,,
83,Saracen Female Merchant 3,214,126,1044,127,128,129,119,120,0,0,100,78,1,11,1,1,47,12,1,0,1,96,0,98,2,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,96,,,,,,,,,,,,,,1,,,,,,,585,3634,,3648,3635,3638,3636,3637,79,,4,,,,97,,,,,,,,,,,,,,,,,,
84,Saracen Male Merchant 1,213,114,1045,116,117,118,119,120,0,0,100,80,1,8,1,1,39,12,1,0,0,100,0,103,1,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,584,3633,,3639,3635,3638,3636,3637,79,,3,,,,101,,,,,,,,,,,,,,,,,,
85,Saracen Male Merchant 2,213,121,1046,123,124,125,119,120,0,0,100,80,1,8,1,1,40,12,1,0,0,100,0,103,1,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,584,3633,,3640,3635,3638,3636,3637,79,,3,,,,101,,,,,,,,,,,,,,,,,,
86,Saracen Male Merchant 3,213,126,1047,127,128,129,119,120,0,0,100,80,1,8,1,1,41,12,1,0,0,100,0,103,1,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,584,3633,,3640,3635,3638,3636,3637,79,,3,,,,101,,,,,,,,,,,,,,,,,,
87,Av Female Merchant 1,218,115,1019,116,117,118,119,120,0,0,112,87,1,12,0,0,61,0,1,0,1,100,0,90,3,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,591,3652,,3663,3653,3656,3654,3655,79,,8,,,,112,,,,,,,,,,,,,,,,,,
88,av Female Merchant 2,218,122,1030,123,124,125,119,120,0,0,112,87,1,12,0,0,62,0,2,0,1,100,0,90,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,591,3652,,3663,3653,3656,3654,3655,79,,8,,,,112,,,,,,,,,,,,,,,,,,
89,av Female Merchant 3,218,126,1020,127,128,129,119,120,0,0,112,87,1,12,0,0,63,0,2,0,1,100,0,90,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,591,3652,,3663,3653,3656,3654,3655,79,,8,,,,112,,,,,,,,,,,,,,,,,,
90,av Male Merchant 1,217,114,1017,116,117,118,119,120,0,0,112,89,1,9,0,0,57,0,1,0,0,100,0,93,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,590,3651,,3657,3653,3656,3654,3655,79,,7,,,,113,,,,,,,,,,,,,,,,,,
91,av Male Merchant 2,217,121,1019,123,124,125,119,120,0,0,112,89,1,9,0,0,58,0,2,0,0,100,0,93,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,590,3651,,3657,3653,3656,3654,3655,79,,7,,,,113,,,,,,,,,,,,,,,,,,
92,Av Male Merchant 3,217,126,1030,127,128,129,119,120,0,0,112,89,1,9,0,0,59,0,1,0,0,100,0,93,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,590,3651,,3657,3653,3656,3654,3655,79,,7,,,,113,,,,,,,,,,,,,,,,,,
93,Small Goblin Chieftan,215,101,0,0,0,0,0,0,0,0,100,65,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Large Goblin Chieftan,215,101,0,0,0,0,0,0,0,0,135,85,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Goblin Shaman,215,102,0,0,0,0,0,0,0,0,100,85,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Brown Bear,219,105,0,0,0,0,0,0,0,0,100,65,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Fellwood,220,107,0,0,0,0,0,0,0,0,100,100,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Elder Fellwood,220,108,0,0,0,0,0,0,0,0,100,100,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Boar,221,109,0,0,0,0,0,0,0,0,100,50,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Tan Lion,222,111,0,0,0,0,0,0,0,0,100,65,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Black Bear,219,106,0,0,0,0,0,0,0,0,100,65,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Black Wolf,212,98,0,0,0,0,0,0,0,0,100,65,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Zombie Boar,221,110,0,0,0,0,0,0,0,0,100,65,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Black Lion,222,112,0,0,0,0,0,0,0,0,100,65,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Lizard,223,113,0,0,0,0,0,0,0,0,100,85,1,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Roman Dead,224,137,0,0,0,0,0,0,0,0,100,80,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Robed Roman Dead,225,137,0,0,0,0,0,0,0,0,100,80,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Grungy Roman Dead,224,138,0,0,0,0,0,0,0,0,100,80,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Robed Grungy Roman Dead,225,138,0,0,0,0,0,0,0,0,100,80,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Zombie,226,139,0,0,0,0,0,0,0,0,100,100,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Alternate Zombie,226,139,0,0,0,0,0,0,0,0,100,75,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Brownie,227,140,0,0,0,0,0,0,0,0,100,50,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Troglodyte,228,141,0,0,0,0,0,0,0,0,150,75,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Rock Creature,229,142,0,0,0,0,0,0,0,0,100,80,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Ant,230,143,0,0,0,0,0,0,0,0,100,85,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Carrion Eater (spider),216,144,0,0,0,0,0,0,0,0,100,65,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Vein Spider,216,145,0,0,0,0,0,0,0,0,100,65,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Frog,231,146,0,0,0,0,0,0,0,0,100,50,1,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Giant,232,147,0,0,0,0,0,0,0,0,500,400,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Forest Giant,232,148,0,0,0,0,0,0,0,0,500,400,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Ice Giant,232,149,0,0,0,0,0,0,0,0,500,400,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Fire Giant,232,150,0,0,0,0,0,0,0,0,500,400,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Worm,233,151,0,0,0,0,0,0,0,0,100,70,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Mud Creature,229,156,0,0,0,0,0,0,0,0,100,80,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Lava Creature,229,157,0,0,0,0,0,0,0,0,100,80,1,25,0,0,0,0,0,0,0,0,0,0,0,3982,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Ice Creature,229,158,0,0,0,0,0,0,0,0,100,80,1,25,0,0,0,0,0,0,0,0,0,0,0,3977,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,3979,0,0,0,0,,,,,,,3978,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Brown Huldu,235,159,0,0,0,0,0,0,0,0,100,50,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Wilding(vine) Huldu,235,160,0,0,0,0,0,0,0,0,100,50,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Carrion Eater 2 (spider),216,152,0,0,0,0,0,0,0,0,100,65,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130, Vein Spider 2,216,153,0,0,0,0,0,0,0,0,100,65,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Carrion Eater 3 (spider),216,154,0,0,0,0,0,0,0,0,100,65,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Icky Spider,216,155,0,0,0,0,0,0,0,0,100,65,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Lynx,234,163,0,0,0,0,0,0,0,0,100,65,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Savage Lynx,234,161,0,0,0,0,0,0,0,0,100,65,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Grass Lynx,234,162,0,0,0,0,0,0,0,0,100,65,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Sprite,236,164,0,0,0,0,0,0,0,0,100,65,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Troll Male,237,165,177,166,170,171,172,169,0,0,130,110,1,26,0,0,181,7,1,0,0,115,0,125,1,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,115,,,,,,,,,,,,,,1,,,,,,,612,3242,,3244,3243,3240,3239,3241,79,3245,7,1,1,,138,,,,,,,,,,,,,,,,,,
138,Troll Male 2,237,165,178,166,170,171,172,169,0,0,130,110,1,26,0,0,182,7,1,0,0,115,0,125,1,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,115,,,,,,,,,,,,,,1,,,,,,,612,3242,,3348,3243,3240,3239,3241,79,3245,7,1,1,,138,,,,,,,,,,,,,,,,,,
139,Troll Male 3,237,165,179,166,170,171,172,169,0,0,130,110,1,26,0,0,183,7,1,0,0,115,0,125,1,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,115,,,,,,,,,,,,,,1,,,,,,,612,3242,,3349,3243,3240,3239,3241,79,3245,7,1,1,,138,,,,,,,,,,,,,,,,,,
140,Troll Male 4,237,165,180,166,170,171,172,169,0,0,130,110,1,26,0,0,184,7,1,0,0,115,0,125,1,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,115,,,,,,,,,,,,,,1,,,,,,,612,3242,,3350,3243,3240,3239,3241,79,3245,7,1,1,,138,,,,,,,,,,,,,,,,,,
141,Troll Male 5,237,165,177,166,170,171,172,169,0,0,130,110,1,26,0,0,181,7,2,0,0,115,0,125,1,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,115,,,,,,,,,,,,,,1,,,,,,,612,3242,,3244,3243,3240,3239,3241,79,3245,7,1,1,,138,,,,,,,,,,,,,,,,,,
142,Troll Male 6,237,165,178,166,170,171,172,169,0,0,130,110,1,26,0,0,182,7,2,0,0,115,0,125,1,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,115,,,,,,,,,,,,,,1,,,,,,,612,3242,,3348,3243,3240,3239,3241,79,3245,7,1,1,,138,,,,,,,,,,,,,,,,,,
143,Troll Male 7,237,165,179,166,170,171,172,169,0,0,130,110,1,26,0,0,183,7,2,0,0,115,0,125,1,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,115,,,,,,,,,,,,,,1,,,,,,,612,3242,,3349,3243,3240,3239,3241,79,3245,7,1,1,,138,,,,,,,,,,,,,,,,,,
144,Troll Male 8,237,165,180,166,170,171,172,169,0,0,130,110,1,26,0,0,184,7,2,0,0,115,0,125,1,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,115,,,,,,,,,,,,,,1,,,,,,,612,3242,,3350,3243,3240,3239,3241,79,3245,7,1,1,,138,,,,,,,,,,,,,,,,,,
145,Troll Female,238,167,177,166,170,171,172,169,0,0,125,103,1,21,0,0,173,7,1,0,0,115,0,117,1,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,115,,,,,,,,,,,,,,1,,,,,,,613,3242,,3313,6237,3240,3239,3241,79,3245,8,1,1,,135,,,,,,,,,,,,,,,,,,
146,Troll Female 2,238,167,178,166,170,171,172,169,0,0,125,103,1,21,0,0,174,7,1,0,0,115,0,117,1,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,115,,,,,,,,,,,,,,1,,,,,,,613,3242,,3345,6237,3240,3239,3241,79,3245,8,1,1,,135,,,,,,,,,,,,,,,,,,
147,Troll Female 3,238,167,179,166,170,171,172,169,0,0,125,103,1,21,0,0,175,7,1,0,0,115,0,117,1,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,115,,,,,,,,,,,,,,1,,,,,,,613,3242,,3346,6237,3240,3239,3241,79,3245,8,1,1,,135,,,,,,,,,,,,,,,,,,
148,Troll Female 4,238,167,177,166,170,171,172,169,0,0,125,103,1,21,0,0,176,7,1,0,0,115,0,117,1,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,115,,,,,,,,,,,,,,1,,,,,,,613,3242,,3347,6237,3240,3239,3241,79,3245,8,1,1,,135,,,,,,,,,,,,,,,,,,
149,Troll Female 5,238,167,178,166,170,171,172,169,0,0,125,103,1,21,0,0,173,7,2,0,0,115,0,117,1,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,115,,,,,,,,,,,,,,1,,,,,,,613,3242,,3313,6237,3240,3239,3241,79,3245,8,1,1,,135,,,,,,,,,,,,,,,,,,
150,Troll Female 6,238,167,179,166,170,171,172,169,0,0,125,103,1,21,0,0,174,7,2,0,0,115,0,117,1,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,115,,,,,,,,,,,,,,1,,,,,,,613,3242,,3345,6237,3240,3239,3241,79,3245,8,1,1,,135,,,,,,,,,,,,,,,,,,
151,Troll Female 7,238,167,180,166,170,171,172,169,0,0,125,103,1,21,0,0,175,7,2,0,0,115,0,117,1,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,115,,,,,,,,,,,,,,1,,,,,,,613,3242,,3346,6237,3240,3239,3241,79,3245,8,1,1,,135,,,,,,,,,,,,,,,,,,
152,Troll Female 8,238,167,177,166,170,171,172,169,0,0,125,103,1,21,0,0,176,7,2,0,0,115,0,117,1,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,115,,,,,,,,,,,,,,1,,,,,,,613,3242,,3347,6237,3240,3239,3241,79,3245,8,1,1,,135,,,,,,,,,,,,,,,,,,
153,Norse Male,239,186,1021,187,189,190,191,188,0,0,109,87,1,19,0,0,192,4,1,0,0,100,1,105,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,596,3276,,3341,3277,3280,3278,3279,79,3358,1,,1,,111,,,,,,,,,,,,,,,,,,
154,Norse Male 2,239,186,1024,187,189,190,191,188,0,0,109,87,1,19,0,0,193,4,1,0,0,100,1,105,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,596,3276,,3342,3277,3280,3278,3279,79,3358,1,,1,,111,,,,,,,,,,,,,,,,,,
155,Norse Male 3,239,186,1018,187,189,190,191,188,0,0,109,87,1,19,0,0,194,4,1,0,0,100,1,105,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,596,3276,,3343,3277,3280,3278,3279,79,3358,1,,1,,111,,,,,,,,,,,,,,,,,,
156,Norse Male 4,239,186,1017,187,189,190,191,188,0,0,109,87,1,19,0,0,195,4,1,0,0,100,1,105,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,596,3276,,3344,3277,3280,3278,3279,79,3358,1,,1,,111,,,,,,,,,,,,,,,,,,
157,Norse Male 5,239,186,1021,187,189,190,191,188,0,0,109,87,1,19,0,0,192,4,2,0,0,100,1,105,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,596,3276,,3341,3277,3280,3278,3279,79,3358,1,,1,,111,,,,,,,,,,,,,,,,,,
158,Norse Male 6,239,186,1024,187,189,190,191,188,0,0,109,87,1,19,0,0,193,4,2,0,0,100,1,105,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,596,3276,,3342,3277,3280,3278,3279,79,3358,1,,1,,111,,,,,,,,,,,,,,,,,,
