ID,Text,Part,Expansion,Test,Archive,Double
1637,ADR_Dragonslayer_Alb_Helm_Heavy_Hal_m,ADR_Dragonslayer_Alb_Helm_Heavy_Hal_m,4,0,23,
1638,ADR_Dragonslayer_Hib_Helm_Heavy_Hal_f,ADR_Dragonslayer_Hib_Helm_Heavy_Hal_f,4,0,23,
1639,ADR_Dragonslayer_Hib_Helm_Heavy_Hal_m,ADR_Dragonslayer_Hib_Helm_Heavy_Hal_m,4,0,23,
1640,ADR_Dragonslayer_Mid_Helm_Heavy_Hal_f,ADR_Dragonslayer_Mid_Helm_Heavy_Hal_f,4,0,23,
1641,ADR_Dragonslayer_Mid_Helm_Heavy_Hal_m,ADR_Dragonslayer_Mid_Helm_Heavy_Hal_m,4,0,23,
1642,ADR_Dragonslayer_Alb_Helm_Medium_Hal_f,ADR_Dragonslayer_Alb_Helm_Medium_Hal_f,4,0,23,
1643,ADR_Dragonslayer_Alb_Helm_Medium_Hal_m,ADR_Dragonslayer_Alb_Helm_Medium_Hal_m,4,0,23,
1644,ADR_Dragonslayer_Hib_Helm_Medium_Hal_f,ADR_Dragonslayer_Hib_Helm_Medium_Hal_f,4,0,23,
1645,ADR_Dragonslayer_Hib_Helm_Medium_Hal_m,ADR_Dragonslayer_Hib_Helm_Medium_Hal_m,4,0,23,
1646,ADR_Dragonslayer_Mid_Helm_Medium_Hal_f,ADR_Dragonslayer_Mid_Helm_Medium_Hal_f,4,0,23,
1647,ADR_Dragonslayer_Mid_Helm_Medium_Hal_m,ADR_Dragonslayer_Mid_Helm_Medium_Hal_m,4,0,23,
1648,ADR_Dragonslayer_Alb_Helm_Light_Hal_f,ADR_Dragonslayer_Alb_Helm_Light_Hal_f,4,0,23,
1649,ADR_Dragonslayer_Alb_Helm_Light_Hal_m,ADR_Dragonslayer_Alb_Helm_Light_Hal_m,4,0,23,
1650,ADR_Dragonslayer_Hib_Helm_Light_Hal_f,ADR_Dragonslayer_Hib_Helm_Light_Hal_f,4,0,23,
1651,ADR_Dragonslayer_Hib_Helm_Light_Hal_m,ADR_Dragonslayer_Hib_Helm_Light_Hal_m,4,0,23,
1652,ADR_Dragonslayer_Mid_Helm_Light_Hal_f,ADR_Dragonslayer_Mid_Helm_Light_Hal_f,4,0,23,
1653,ADR_Dragonslayer_Mid_Helm_Light_Hal_m,ADR_Dragonslayer_Mid_Helm_Light_Hal_m,4,0,23,
1654,ADR_Dragonslayer_Alb_Helm_Heavy_HN_f,ADR_Dragonslayer_Alb_Helm_Heavy_HN_f,4,0,23,
1655,ADR_Dragonslayer_Alb_Helm_Heavy_HN_m,ADR_Dragonslayer_Alb_Helm_Heavy_HN_m,4,0,23,
1656,ADR_Dragonslayer_Hib_Helm_Heavy_HN_f,ADR_Dragonslayer_Hib_Helm_Heavy_HN_f,4,0,23,
1657,ADR_Dragonslayer_Hib_Helm_Heavy_HN_m,ADR_Dragonslayer_Hib_Helm_Heavy_HN_m,4,0,23,
1658,ADR_Dragonslayer_Mid_Helm_Heavy_HN_f,ADR_Dragonslayer_Mid_Helm_Heavy_HN_f,4,0,23,
1659,ADR_Dragonslayer_Mid_Helm_Heavy_HN_m,ADR_Dragonslayer_Mid_Helm_Heavy_HN_m,4,0,23,
1660,ADR_Dragonslayer_Alb_Helm_Medium_HN_f,ADR_Dragonslayer_Alb_Helm_Medium_HN_f,4,0,23,
1661,ADR_Dragonslayer_Alb_Helm_Medium_HN_m,ADR_Dragonslayer_Alb_Helm_Medium_HN_m,4,0,23,
1662,ADR_Dragonslayer_Hib_Helm_Medium_HN_f,ADR_Dragonslayer_Hib_Helm_Medium_HN_f,4,0,23,
1663,ADR_Dragonslayer_Hib_Helm_Medium_HN_m,ADR_Dragonslayer_Hib_Helm_Medium_HN_m,4,0,23,
1664,ADR_Dragonslayer_Mid_Helm_Medium_HN_f,ADR_Dragonslayer_Mid_Helm_Medium_HN_f,4,0,23,
1665,ADR_Dragonslayer_Mid_Helm_Medium_HN_m,ADR_Dragonslayer_Mid_Helm_Medium_HN_m,4,0,23,
1666,ADR_Dragonslayer_Alb_Helm_Light_HN_f,ADR_Dragonslayer_Alb_Helm_Light_HN_f,4,0,23,
1667,ADR_Dragonslayer_Alb_Helm_Light_HN_m,ADR_Dragonslayer_Alb_Helm_Light_HN_m,4,0,23,
1668,ADR_Dragonslayer_Hib_Helm_Light_HN_f,ADR_Dragonslayer_Hib_Helm_Light_HN_f,4,0,23,
1669,ADR_Dragonslayer_Hib_Helm_Light_HN_m,ADR_Dragonslayer_Hib_Helm_Light_HN_m,4,0,23,
1670,ADR_Dragonslayer_Mid_Helm_Light_HN_f,ADR_Dragonslayer_Mid_Helm_Light_HN_f,4,0,23,
1671,ADR_Dragonslayer_Mid_Helm_Light_HN_m,ADR_Dragonslayer_Mid_Helm_Light_HN_m,4,0,23,
1672,ADR_Dragonslayer_Alb_Helm_Heavy_Inc_f,ADR_Dragonslayer_Alb_Helm_Heavy_Inc_f,4,0,23,
1673,ADR_Dragonslayer_Alb_Helm_Heavy_Inc_m,ADR_Dragonslayer_Alb_Helm_Heavy_Inc_m,4,0,23,
1674,ADR_Dragonslayer_Hib_Helm_Heavy_Inc_f,ADR_Dragonslayer_Hib_Helm_Heavy_Inc_f,4,0,23,
1675,ADR_Dragonslayer_Hib_Helm_Heavy_Inc_m,ADR_Dragonslayer_Hib_Helm_Heavy_Inc_m,4,0,23,
1676,ADR_Dragonslayer_Mid_Helm_Heavy_Inc_f,ADR_Dragonslayer_Mid_Helm_Heavy_Inc_f,4,0,23,
1677,ADR_Dragonslayer_Mid_Helm_Heavy_Inc_m,ADR_Dragonslayer_Mid_Helm_Heavy_Inc_m,4,0,23,
1678,ADR_Dragonslayer_Alb_Helm_Medium_Inc_f,ADR_Dragonslayer_Alb_Helm_Medium_Inc_f,4,0,23,
1679,ADR_Dragonslayer_Alb_Helm_Medium_Inc_m,ADR_Dragonslayer_Alb_Helm_Medium_Inc_m,4,0,23,
1680,ADR_Dragonslayer_Hib_Helm_Medium_Inc_f,ADR_Dragonslayer_Hib_Helm_Medium_Inc_f,4,0,23,
1681,ADR_Dragonslayer_Hib_Helm_Medium_Inc_m,ADR_Dragonslayer_Hib_Helm_Medium_Inc_m,4,0,23,
1682,ADR_Dragonslayer_Mid_Helm_Medium_Inc_f,ADR_Dragonslayer_Mid_Helm_Medium_Inc_f,4,0,23,
1683,ADR_Dragonslayer_Mid_Helm_Medium_Inc_m,ADR_Dragonslayer_Mid_Helm_Medium_Inc_m,4,0,23,
1684,ADR_Dragonslayer_Alb_Helm_Light_Inc_f,ADR_Dragonslayer_Alb_Helm_Light_Inc_f,4,0,23,
1685,ADR_Dragonslayer_Alb_Helm_Light_Inc_m,ADR_Dragonslayer_Alb_Helm_Light_Inc_m,4,0,23,
1686,ADR_Dragonslayer_Hib_Helm_Light_Inc_f,ADR_Dragonslayer_Hib_Helm_Light_Inc_f,4,0,23,
1687,ADR_Dragonslayer_Hib_Helm_Light_Inc_m,ADR_Dragonslayer_Hib_Helm_Light_Inc_m,4,0,23,
1688,ADR_Dragonslayer_Mid_Helm_Light_Inc_f,ADR_Dragonslayer_Mid_Helm_Light_Inc_f,4,0,23,
1689,ADR_Dragonslayer_Mid_Helm_Light_Inc_m,ADR_Dragonslayer_Mid_Helm_Light_Inc_m,4,0,23,
1690,ADR_Dragonslayer_Alb_Helm_Heavy_Kob_f,ADR_Dragonslayer_Alb_Helm_Heavy_Kob_f,4,0,23,
1691,ADR_Dragonslayer_Alb_Helm_Heavy_Kob_m,ADR_Dragonslayer_Alb_Helm_Heavy_Kob_m,4,0,23,
1692,ADR_Dragonslayer_Hib_Helm_Heavy_Kob_f,ADR_Dragonslayer_Hib_Helm_Heavy_Kob_f,4,0,23,
1693,ADR_Dragonslayer_Hib_Helm_Heavy_Kob_m,ADR_Dragonslayer_Hib_Helm_Heavy_Kob_m,4,0,23,
1694,ADR_Dragonslayer_Mid_Helm_Heavy_Kob_f,ADR_Dragonslayer_Mid_Helm_Heavy_Kob_f,4,0,23,
1695,ADR_Dragonslayer_Mid_Helm_Heavy_Kob_m,ADR_Dragonslayer_Mid_Helm_Heavy_Kob_m,4,0,23,
1696,ADR_Dragonslayer_Alb_Helm_Medium_Kob_f,ADR_Dragonslayer_Alb_Helm_Medium_Kob_f,4,0,23,
1697,ADR_Dragonslayer_Alb_Helm_Medium_Kob_m,ADR_Dragonslayer_Alb_Helm_Medium_Kob_m,4,0,23,
1698,ADR_Dragonslayer_Hib_Helm_Medium_Kob_f,ADR_Dragonslayer_Hib_Helm_Medium_Kob_f,4,0,23,
1699,ADR_Dragonslayer_Hib_Helm_Medium_Kob_m,ADR_Dragonslayer_Hib_Helm_Medium_Kob_m,4,0,23,
1700,ADR_Dragonslayer_Mid_Helm_Medium_Kob_f,ADR_Dragonslayer_Mid_Helm_Medium_Kob_f,4,0,23,
1701,ADR_Dragonslayer_Mid_Helm_Medium_Kob_m,ADR_Dragonslayer_Mid_Helm_Medium_Kob_m,4,0,23,
1702,ADR_Dragonslayer_Alb_Helm_Light_Kob_f,ADR_Dragonslayer_Alb_Helm_Light_Kob_f,4,0,23,
1703,ADR_Dragonslayer_Alb_Helm_Light_Kob_m,ADR_Dragonslayer_Alb_Helm_Light_Kob_m,4,0,23,
1704,ADR_Dragonslayer_Hib_Helm_Light_Kob_f,ADR_Dragonslayer_Hib_Helm_Light_Kob_f,4,0,23,
1705,ADR_Dragonslayer_Hib_Helm_Light_Kob_m,ADR_Dragonslayer_Hib_Helm_Light_Kob_m,4,0,23,
1706,ADR_Dragonslayer_Mid_Helm_Light_Kob_f,ADR_Dragonslayer_Mid_Helm_Light_Kob_f,4,0,23,
1707,ADR_Dragonslayer_Mid_Helm_Light_Kob_m,ADR_Dragonslayer_Mid_Helm_Light_Kob_m,4,0,23,
1708,ADR_Dragonslayer_Alb_Helm_Heavy_Lur_f,ADR_Dragonslayer_Alb_Helm_Heavy_Lur_f,4,0,23,
1709,ADR_Dragonslayer_Alb_Helm_Heavy_Lur_m,ADR_Dragonslayer_Alb_Helm_Heavy_Lur_m,4,0,23,
1710,ADR_Dragonslayer_Hib_Helm_Heavy_Lur_f,ADR_Dragonslayer_Hib_Helm_Heavy_Lur_f,4,0,23,
1711,ADR_Dragonslayer_Hib_Helm_Heavy_Lur_m,ADR_Dragonslayer_Hib_Helm_Heavy_Lur_m,4,0,23,
1712,ADR_Dragonslayer_Mid_Helm_Heavy_Lur_f,ADR_Dragonslayer_Mid_Helm_Heavy_Lur_f,4,0,23,
1713,ADR_Dragonslayer_Mid_Helm_Heavy_Lur_m,ADR_Dragonslayer_Mid_Helm_Heavy_Lur_m,4,0,23,
1714,ADR_Dragonslayer_Alb_Helm_Medium_Lur_f,ADR_Dragonslayer_Alb_Helm_Medium_Lur_f,4,0,23,
1715,ADR_Dragonslayer_Alb_Helm_Medium_Lur_m,ADR_Dragonslayer_Alb_Helm_Medium_Lur_m,4,0,23,
1716,ADR_Dragonslayer_Hib_Helm_Medium_Lur_f,ADR_Dragonslayer_Hib_Helm_Medium_Lur_f,4,0,23,
1717,ADR_Dragonslayer_Hib_Helm_Medium_Lur_m,ADR_Dragonslayer_Hib_Helm_Medium_Lur_m,4,0,23,
1718,ADR_Dragonslayer_Mid_Helm_Medium_Lur_f,ADR_Dragonslayer_Mid_Helm_Medium_Lur_f,4,0,23,
1719,ADR_Dragonslayer_Mid_Helm_Medium_Lur_m,ADR_Dragonslayer_Mid_Helm_Medium_Lur_m,4,0,23,
1720,ADR_Dragonslayer_Alb_Helm_Light_Lur_f,ADR_Dragonslayer_Alb_Helm_Light_Lur_f,4,0,23,
1721,ADR_Dragonslayer_Alb_Helm_Light_Lur_m,ADR_Dragonslayer_Alb_Helm_Light_Lur_m,4,0,23,
1722,ADR_Dragonslayer_Hib_Helm_Light_Lur_f,ADR_Dragonslayer_Hib_Helm_Light_Lur_f,4,0,23,
1723,ADR_Dragonslayer_Hib_Helm_Light_Lur_m,ADR_Dragonslayer_Hib_Helm_Light_Lur_m,4,0,23,
1724,ADR_Dragonslayer_Mid_Helm_Light_Lur_f,ADR_Dragonslayer_Mid_Helm_Light_Lur_f,4,0,23,
1725,ADR_Dragonslayer_Mid_Helm_Light_Lur_m,ADR_Dragonslayer_Mid_Helm_Light_Lur_m,4,0,23,
1726,ADR_Dragonslayer_Alb_Helm_Heavy_SFS_f,ADR_Dragonslayer_Alb_Helm_Heavy_SFS_f,4,0,23,
1727,ADR_Dragonslayer_Alb_Helm_Heavy_SFS_m,ADR_Dragonslayer_Alb_Helm_Heavy_SFS_m,4,0,23,
1728,ADR_Dragonslayer_Hib_Helm_Heavy_SFS_f,ADR_Dragonslayer_Hib_Helm_Heavy_SFS_f,4,0,23,
1729,ADR_Dragonslayer_Hib_Helm_Heavy_SFS_m,ADR_Dragonslayer_Hib_Helm_Heavy_SFS_m,4,0,23,
1730,ADR_Dragonslayer_Mid_Helm_Heavy_SFS_f,ADR_Dragonslayer_Mid_Helm_Heavy_SFS_f,4,0,23,
1731,ADR_Dragonslayer_Mid_Helm_Heavy_SFS_m,ADR_Dragonslayer_Mid_Helm_Heavy_SFS_m,4,0,23,
1732,ADR_Dragonslayer_Alb_Helm_Medium_SFS_f,ADR_Dragonslayer_Alb_Helm_Medium_SFS_f,4,0,23,
1733,ADR_Dragonslayer_Alb_Helm_Medium_SFS_m,ADR_Dragonslayer_Alb_Helm_Medium_SFS_m,4,0,23,
1734,ADR_Dragonslayer_Hib_Helm_Medium_SFS_f,ADR_Dragonslayer_Hib_Helm_Medium_SFS_f,4,0,23,
1735,ADR_Dragonslayer_Hib_Helm_Medium_SFS_m,ADR_Dragonslayer_Hib_Helm_Medium_SFS_m,4,0,23,
1736,ADR_Dragonslayer_Mid_Helm_Medium_SFS_f,ADR_Dragonslayer_Mid_Helm_Medium_SFS_f,4,0,23,
1737,ADR_Dragonslayer_Mid_Helm_Medium_SFS_m,ADR_Dragonslayer_Mid_Helm_Medium_SFS_m,4,0,23,
1738,ADR_Dragonslayer_Alb_Helm_Light_SFS_f,ADR_Dragonslayer_Alb_Helm_Light_SFS_f,4,0,23,
1739,ADR_Dragonslayer_Alb_Helm_Light_SFS_m,ADR_Dragonslayer_Alb_Helm_Light_SFS_m,4,0,23,
1740,ADR_Dragonslayer_Hib_Helm_Light_SFS_f,ADR_Dragonslayer_Hib_Helm_Light_SFS_f,4,0,23,
1741,ADR_Dragonslayer_Hib_Helm_Light_SFS_m,ADR_Dragonslayer_Hib_Helm_Light_SFS_m,4,0,23,
1742,ADR_Dragonslayer_Mid_Helm_Light_SFS_f,ADR_Dragonslayer_Mid_Helm_Light_SFS_f,4,0,23,
1743,ADR_Dragonslayer_Mid_Helm_Light_SFS_m,ADR_Dragonslayer_Mid_Helm_Light_SFS_m,4,0,23,
1744,ADR_Dragonslayer_Alb_Helm_Heavy_Syl_f,ADR_Dragonslayer_Alb_Helm_Heavy_Syl_f,4,0,23,
1745,ADR_Dragonslayer_Alb_Helm_Heavy_Syl_m,ADR_Dragonslayer_Alb_Helm_Heavy_Syl_m,4,0,23,
1746,ADR_Dragonslayer_Hib_Helm_Heavy_Syl_f,ADR_Dragonslayer_Hib_Helm_Heavy_Syl_f,4,0,23,
1747,ADR_Dragonslayer_Hib_Helm_Heavy_Syl_m,ADR_Dragonslayer_Hib_Helm_Heavy_Syl_m,4,0,23,
1748,ADR_Dragonslayer_Mid_Helm_Heavy_Syl_f,ADR_Dragonslayer_Mid_Helm_Heavy_Syl_f,4,0,23,
1749,ADR_Dragonslayer_Mid_Helm_Heavy_Syl_m,ADR_Dragonslayer_Mid_Helm_Heavy_Syl_m,4,0,23,
1750,ADR_Dragonslayer_Alb_Helm_Medium_Syl_f,ADR_Dragonslayer_Alb_Helm_Medium_Syl_f,4,0,23,
1751,ADR_Dragonslayer_Alb_Helm_Medium_Syl_m,ADR_Dragonslayer_Alb_Helm_Medium_Syl_m,4,0,23,
1752,ADR_Dragonslayer_Hib_Helm_Medium_Syl_f,ADR_Dragonslayer_Hib_Helm_Medium_Syl_f,4,0,23,
1753,ADR_Dragonslayer_Hib_Helm_Medium_Syl_m,ADR_Dragonslayer_Hib_Helm_Medium_Syl_m,4,0,23,
1754,ADR_Dragonslayer_Mid_Helm_Medium_Syl_f,ADR_Dragonslayer_Mid_Helm_Medium_Syl_f,4,0,23,
1755,ADR_Dragonslayer_Mid_Helm_Medium_Syl_m,ADR_Dragonslayer_Mid_Helm_Medium_Syl_m,4,0,23,
1756,ADR_Dragonslayer_Alb_Helm_Light_Syl_f,ADR_Dragonslayer_Alb_Helm_Light_Syl_f,4,0,23,
1757,ADR_Dragonslayer_Alb_Helm_Light_Syl_m,ADR_Dragonslayer_Alb_Helm_Light_Syl_m,4,0,23,
1758,ADR_Dragonslayer_Hib_Helm_Light_Syl_f,ADR_Dragonslayer_Hib_Helm_Light_Syl_f,4,0,23,
1759,ADR_Dragonslayer_Hib_Helm_Light_Syl_m,ADR_Dragonslayer_Hib_Helm_Light_Syl_m,4,0,23,
1760,ADR_Dragonslayer_Mid_Helm_Light_Syl_f,ADR_Dragonslayer_Mid_Helm_Light_Syl_f,4,0,23,
1761,ADR_Dragonslayer_Mid_Helm_Light_Syl_m,ADR_Dragonslayer_Mid_Helm_Light_Syl_m,4,0,23,
1762,ADR_Dragonslayer_Alb_Helm_Heavy_Tro_f,ADR_Dragonslayer_Alb_Helm_Heavy_Tro_f,4,0,23,
1763,ADR_Dragonslayer_Alb_Helm_Heavy_Tro_m,ADR_Dragonslayer_Alb_Helm_Heavy_Tro_m,4,0,23,
1764,ADR_Dragonslayer_Hib_Helm_Heavy_Tro_f,ADR_Dragonslayer_Hib_Helm_Heavy_Tro_f,4,0,23,
1765,ADR_Dragonslayer_Hib_Helm_Heavy_Tro_m,ADR_Dragonslayer_Hib_Helm_Heavy_Tro_m,4,0,23,
1766,ADR_Dragonslayer_Mid_Helm_Heavy_Tro_f,ADR_Dragonslayer_Mid_Helm_Heavy_Tro_f,4,0,23,
1767,ADR_Dragonslayer_Mid_Helm_Heavy_Tro_m,ADR_Dragonslayer_Mid_Helm_Heavy_Tro_m,4,0,23,
1768,ADR_Dragonslayer_Alb_Helm_Medium_Tro_f,ADR_Dragonslayer_Alb_Helm_Medium_Tro_f,4,0,23,
1769,ADR_Dragonslayer_Alb_Helm_Medium_Tro_m,ADR_Dragonslayer_Alb_Helm_Medium_Tro_m,4,0,23,
1770,ADR_Dragonslayer_Hib_Helm_Medium_Tro_f,ADR_Dragonslayer_Hib_Helm_Medium_Tro_f,4,0,23,
1771,ADR_Dragonslayer_Hib_Helm_Medium_Tro_m,ADR_Dragonslayer_Hib_Helm_Medium_Tro_m,4,0,23,
1772,ADR_Dragonslayer_Mid_Helm_Medium_Tro_f,ADR_Dragonslayer_Mid_Helm_Medium_Tro_f,4,0,23,
1773,ADR_Dragonslayer_Mid_Helm_Medium_Tro_m,ADR_Dragonslayer_Mid_Helm_Medium_Tro_m,4,0,23,
1774,ADR_Dragonslayer_Alb_Helm_Light_Tro_f,ADR_Dragonslayer_Alb_Helm_Light_Tro_f,4,0,23,
1775,ADR_Dragonslayer_Alb_Helm_Light_Tro_m,ADR_Dragonslayer_Alb_Helm_Light_Tro_m,4,0,23,
1776,ADR_Dragonslayer_Hib_Helm_Light_Tro_f,ADR_Dragonslayer_Hib_Helm_Light_Tro_f,4,0,23,
1777,ADR_Dragonslayer_Hib_Helm_Light_Tro_m,ADR_Dragonslayer_Hib_Helm_Light_Tro_m,4,0,23,
1778,ADR_Dragonslayer_Mid_Helm_Light_Tro_f,ADR_Dragonslayer_Mid_Helm_Light_Tro_f,4,0,23,
1779,ADR_Dragonslayer_Mid_Helm_Light_Tro_m,ADR_Dragonslayer_Mid_Helm_Light_Tro_m,4,0,23,
1780,ADR_Dragonslayer_Alb_Helm_Heavy_Val_f,ADR_Dragonslayer_Alb_Helm_Heavy_Val_f,4,0,23,
1781,ADR_Dragonslayer_Alb_Helm_Heavy_Val_m,ADR_Dragonslayer_Alb_Helm_Heavy_Val_m,4,0,23,
1782,ADR_Dragonslayer_Hib_Helm_Heavy_Val_f,ADR_Dragonslayer_Hib_Helm_Heavy_Val_f,4,0,23,
1783,ADR_Dragonslayer_Hib_Helm_Heavy_Val_m,ADR_Dragonslayer_Hib_Helm_Heavy_Val_m,4,0,23,
1784,ADR_Dragonslayer_Mid_Helm_Heavy_Val_f,ADR_Dragonslayer_Mid_Helm_Heavy_Val_f,4,0,23,
1785,ADR_Dragonslayer_Mid_Helm_Heavy_Val_m,ADR_Dragonslayer_Mid_Helm_Heavy_Val_m,4,0,23,
1786,ADR_Dragonslayer_Alb_Helm_Medium_Val_f,ADR_Dragonslayer_Alb_Helm_Medium_Val_f,4,0,23,
1787,ADR_Dragonslayer_Alb_Helm_Medium_Val_m,ADR_Dragonslayer_Alb_Helm_Medium_Val_m,4,0,23,
1788,ADR_Dragonslayer_Hib_Helm_Medium_Val_f,ADR_Dragonslayer_Hib_Helm_Medium_Val_f,4,0,23,
1789,ADR_Dragonslayer_Hib_Helm_Medium_Val_m,ADR_Dragonslayer_Hib_Helm_Medium_Val_m,4,0,23,
1790,ADR_Dragonslayer_Mid_Helm_Medium_Val_f,ADR_Dragonslayer_Mid_Helm_Medium_Val_f,4,0,23,
1791,ADR_Dragonslayer_Mid_Helm_Medium_Val_m,ADR_Dragonslayer_Mid_Helm_Medium_Val_m,4,0,23,
1792,ADR_Dragonslayer_Alb_Helm_Light_Val_f,ADR_Dragonslayer_Alb_Helm_Light_Val_f,4,0,23,
1793,ADR_Dragonslayer_Alb_Helm_Light_Val_m,ADR_Dragonslayer_Alb_Helm_Light_Val_m,4,0,23,
1794,ADR_Dragonslayer_Hib_Helm_Light_Val_f,ADR_Dragonslayer_Hib_Helm_Light_Val_f,4,0,23,
1795,ADR_Dragonslayer_Hib_Helm_Light_Val_m,ADR_Dragonslayer_Hib_Helm_Light_Val_m,4,0,23,
1796,ADR_Dragonslayer_Mid_Helm_Light_Val_f,ADR_Dragonslayer_Mid_Helm_Light_Val_f,4,0,23,
1797,ADR_Dragonslayer_Mid_Helm_Light_Val_m,ADR_Dragonslayer_Mid_Helm_Light_Val_m,4,0,23,
1798,ADR_Dragonslayer_Mid_Helm_Light_Dwa_f,ADR_Dragonslayer_Mid_Helm_Light_Dwa_f,4,0,23,
1799,ADR_Dragonslayer_Mid_Helm_Light_Dwa_m,ADR_Dragonslayer_Mid_Helm_Light_Dwa_m,4,0,23,
1800,ADR_Dragonslayer_Hib_Helm_Light_Fir_f,ADR_Dragonslayer_Hib_Helm_Light_Fir_f,4,0,23,
1801,ADR_Dragonslayer_Hib_Helm_Light_Fir_m,ADR_Dragonslayer_Hib_Helm_Light_Fir_m,4,0,23,
1802,ADR_Dragonslayer_Mid_Helm_Light_Fir_f,ADR_Dragonslayer_Mid_Helm_Light_Fir_f,4,0,23,
1803,ADR_Dragonslayer_Mid_Helm_Light_Fir_m,ADR_Dragonslayer_Mid_Helm_Light_Fir_m,4,0,23,
189,Briton Female Hair,bri_f_Hair02,4,1,10,1
190,Briton Female Hair,bri_f_Hair02,4,1,10,1
191,Briton Female Hair,bri_f_Hair02,4,1,10,1
192,Briton Female Hair,bri_f_Hair02,4,1,10,1
193,Briton Female Hair,bri_f_Hair02,4,1,10,1
194,Briton Female Hair,bri_f_Hair02,4,1,10,1
195,Highlander Male Hair,hig_m_Hair03,4,1,14,1
196,Highlander Male Hair,hig_m_Hair03,4,1,14,1
197,Highlander Male Hair,hig_m_Hair03,4,1,14,1
198,Highlander Male Hair,hig_m_Hair03,4,1,14,1
199,Highlander Male Hair,hig_m_Hair03,4,1,14,1
200,Highlander Male Hair,hig_m_Hair03,4,1,14,1
